source_round,source_rank,source_title,source_year,source_category,source_score,source_citationCount,source_seed_hit_count,source_paperId,paperId,title,year,citationCount,venue,authors,doi,arxiv,url,abstract,intents,isInfluential,citation_or_reference
regtech_compliance_focus,1,LLMs for Financial Advisement: A Fairness and Efficacy Study in Personal Decision Making,2023,Other relevant work,,53,,1dddc3cdca26cd434d48110f8d73674bb7f63c4f,8409b509e8d54e4fffc5a65bbccdda5b7fcb8c31,Life Event Detection in Bank Conversations: An Industry Case Study,2025,0,Conference of the Centre for Advanced Studies on Collaborative Research,Victoria Armstrong; Rafal Orlowski; P. S. Bidari; Christian Muise,10.1109/CASCON66301.2025.00030,,https://www.semanticscholar.org/paper/8409b509e8d54e4fffc5a65bbccdda5b7fcb8c31,"Many financial institutions allow customers to contact them to ask questions and resolve issues. During these conversations, customers may offer unique insights into their lives, and indirectly, their financial needs. We present an industry case study on the use of Large Language Models (LLMs) to identify significant events in customers' lives from conversational data. Through identification of these events, financial institutions can offer increased personalization during interactions or with promotions. We use Gemini Pro 1.5 to extract these events, with preliminary results demonstrating the effectiveness of our approach. We validate the LLM's performance on a conversational dataset from a leading financial institution. Beyond initial results, we provide key insights and future directions for others interested in applying similar techniques with their own conversational data.",,False,citation
regtech_compliance_focus,1,LLMs for Financial Advisement: A Fairness and Efficacy Study in Personal Decision Making,2023,Other relevant work,,53,,1dddc3cdca26cd434d48110f8d73674bb7f63c4f,ab823e64caeed419c80775a47b7821f62061470d,Impact of Generative AI in Finance,2025,0,"2025 IEEE International Conference on Technology Management, Operations and Decisions (ICTMOD)",Ayoub Oulkadi; Hamid El Ghazi,10.1109/ICTMOD66732.2025.11371969,,https://www.semanticscholar.org/paper/ab823e64caeed419c80775a47b7821f62061470d,"Generative AI and Financial Technologies are the two disruptive technologies that are transforming the digital landscape into different domains by enhancing their efficiency such as financial services, banking, insurance, risk assessment, investment, wealth management and payment methods. LLMs and generative AI have introduced radical shifts in the fintech industry. In fact, the mix between these two technologies holds tremendous potential to create new business models enabled through digitalization. Although research on GenAI & Fintech Applications has emerged, understanding the utility of its integration for business remains limited. This study aims mainly to characterize the benefits of integrated AI and Fintech across different finance applications. Using bibliometric analysis, this study highlights the most influential articles on the subject based on their publications, citations, and importance in the Research Community network.",,False,citation
regtech_compliance_focus,1,LLMs for Financial Advisement: A Fairness and Efficacy Study in Personal Decision Making,2023,Other relevant work,,53,,1dddc3cdca26cd434d48110f8d73674bb7f63c4f,cad6d2a7dbb55275e8c235f9961772aecf61744d,Synthesizing Behaviorally-Grounded Reasoning Chains: A Data-Generation Framework for Personal Finance LLMs,2025,0,Proceedings of The 10th Workshop on Financial Technology and Natural Language Processing,Akhil Theerthala,10.48550/arXiv.2509.14180,2509.14180,https://www.semanticscholar.org/paper/cad6d2a7dbb55275e8c235f9961772aecf61744d,"Personalized financial advice requires consideration of user goals, constraints, risk tolerance, and jurisdiction. Prior LLM work has focused on support systems for investors and financial planners. Simultaneously, numerous recent studies examine broader personal finance tasks, including budgeting, debt management, retirement, and estate planning, through agentic pipelines that incur high maintenance costs, yielding less than 25% of their expected financial returns. In this study, we introduce a novel and reproducible framework that integrates relevant financial context with behavioral finance studies to construct supervision data for end-to-end advisors. Using this framework, we create a 19k sample reasoning dataset and conduct a comprehensive fine-tuning of the Qwen-3-8B model on the dataset. Through a held-out test split and a blind LLM-jury study, we demonstrate that through careful data curation and behavioral integration, our 8B model achieves performance comparable to significantly larger baselines (14-32B parameters) across factual accuracy, fluency, and personalization metrics while incurring 80% lower costs than the larger counterparts.",,False,citation
regtech_compliance_focus,1,LLMs for Financial Advisement: A Fairness and Efficacy Study in Personal Decision Making,2023,Other relevant work,,53,,1dddc3cdca26cd434d48110f8d73674bb7f63c4f,4039f48fe1e58c7982baa3a3d542b20004cab3ac,Multi-Agent Conversational System for Automated Stock Market Analysis and Decision Support Toward Inclusive Economic Growth,2025,0,2025 1st International Conference on Artificial Intelligence Technology (ICoAIT),Samuel Andreas Bangun; Bryan Oflahertys; Aditya Ramadhan; Alexander Agung Santoso Gunawan,10.1109/ICoAIT67446.2025.11308989,,https://www.semanticscholar.org/paper/4039f48fe1e58c7982baa3a3d542b20004cab3ac,"This research explores how to support investors in processing large amounts of real-time stock data for better decision-making. The paper introduces a Multi-Agent System that uses Large Language Models and the CrewAI framework to support more accurate stock prediction. The system uses an Intent Agent to classify queries and specialized agents for fundamental, technical, and macroeconomic analysis via APIs. Specifically, fundamental and technical data are sourced from the Yahoo Finance (yFinance) API, while macroeconomic data is retrieved using the EconDB API. A Summarizer Agent combines the results into clear and concise insights, which are delivered through a chatbot interface built with Streamlit. This architecture supports real-time, interactive communication, making advanced stock analysis more approachable for retail investors. To quantitatively evaluate agent performance, we validated system-generated recommendations against actual market movements across multiple Indonesian stocks within 30-day intervals. Result show that the Fundamental Agent achieved 75% directional accuracy, correctly identifying stock trends through indicators such as revenue growth, profit margin, and debt levels. The Technical Agent attained 50% accuracy, capturing momentum through MACD, RSI, and price-volume dynamics. These findings highlight the superiority of fundamental analysis for short-term prediction, while also emphasizing the limitations of relying on a single analytical dimension. Both agents demonstrated the ability to generate explainable investment suggestions, and the combined multi-agent approach provides a flexible, transparent, and scalable platform for decision support in finance. It also supports SDG 8 by promoting inclusive financial access and channeling investment toward sectors that foster growth and decent work.",,False,citation
regtech_compliance_focus,1,LLMs for Financial Advisement: A Fairness and Efficacy Study in Personal Decision Making,2023,Other relevant work,,53,,1dddc3cdca26cd434d48110f8d73674bb7f63c4f,2f66336b696d40c564a4f515a8abc01a37c05ba9,Enhancing Cancer Information Access with a Retrieval-Augmented Generation Chatbot,2025,0,International Conference on Emerging Technologies,Komang Andika Wira Santosa; Choirul Huda,10.1109/ICET67257.2025.11290733,,https://www.semanticscholar.org/paper/2f66336b696d40c564a4f515a8abc01a37c05ba9,"Cancer is one of the leading causes of death worldwide, with millions of new cases and deaths reported each year. As cancer-related research and guidelines progress at a fast pace, both patients and healthcare professionals face difficulties in accessing trustworthy and up-to-date information. Retrieval-Augmented Generation (RAG) architecture is introduced using the LangChain framework to solve this problem by combining generative capabilities of LLM and vector-based retrieval. The knowledge used in this chatbot consists of cancer-related articles from NIH and hundreds of research abstracts related to cancer from PubMed. Users can ask the chatbot about cancer-related questions, such as symptoms, diagnosis, and treatment. The chatbot generates responses using the retrieved information from the vector database and provides the retrieved sources. RAGAS framework and 50 questions from the MedQuAD dataset are used to evaluate the chatbot’s performance in faithfulness, context precision, answer relevancy, and context recall. The retrieval showed robust performance, but the generation component still struggles. This can be further improved by using pre-trained LLMs and better prompting techniques. Future work will focus on developing better knowledge base and better chunking strategies.",,False,citation
regtech_compliance_focus,1,LLMs for Financial Advisement: A Fairness and Efficacy Study in Personal Decision Making,2023,Other relevant work,,53,,1dddc3cdca26cd434d48110f8d73674bb7f63c4f,f7945b29c918ecebf101fc5cd71be3b758c94b9e,ExpliCIT-QA: Explainable Code-Based Image Table Question Answering,2025,1,Portuguese Conference on Artificial Intelligence,Maximiliano Hormazábal-Lagos; Álvaro Bueno Saez; Pedro Alonso Doval; Jorge Alcalde Vesteiro; Héctor Cerezo-Costas,10.48550/arXiv.2507.11694,2507.11694,https://www.semanticscholar.org/paper/f7945b29c918ecebf101fc5cd71be3b758c94b9e,"We present ExpliCIT-QA, a system that extends our previous MRT approach for tabular question answering into a multimodal pipeline capable of handling complex table images and providing explainable answers. ExpliCIT-QA follows a modular design, consisting of: (1) Multimodal Table Understanding, which uses a Chain-of-Thought approach to extract and transform content from table images; (2) Language-based Reasoning, where a step-by-step explanation in natural language is generated to solve the problem; (3) Automatic Code Generation, where Python/Pandas scripts are created based on the reasoning steps, with feedback for handling errors; (4) Code Execution to compute the final answer; and (5) Natural Language Explanation that describes how the answer was computed. The system is built for transparency and auditability: all intermediate outputs, parsed tables, reasoning steps, generated code, and final answers are available for inspection. This strategy works towards closing the explainability gap in end-to-end TableVQA systems. We evaluated ExpliCIT-QA on the TableVQA-Bench benchmark, comparing it with existing baselines. We demonstrated improvements in interpretability and transparency, which open the door for applications in sensitive domains like finance and healthcare where auditing results are critical.",,False,citation
regtech_compliance_focus,1,LLMs for Financial Advisement: A Fairness and Efficacy Study in Personal Decision Making,2023,Other relevant work,,53,,1dddc3cdca26cd434d48110f8d73674bb7f63c4f,b2691870992b6dd62b81ef62bdcbd958cd2af1ff,Generative AI for decision-making: A multidisciplinary perspective,2025,24,Journal of Innovation &amp; Knowledge,M. Albashrawi,10.1016/j.jik.2025.100751,,https://www.semanticscholar.org/paper/b2691870992b6dd62b81ef62bdcbd958cd2af1ff,,,False,citation
regtech_compliance_focus,1,LLMs for Financial Advisement: A Fairness and Efficacy Study in Personal Decision Making,2023,Other relevant work,,53,,1dddc3cdca26cd434d48110f8d73674bb7f63c4f,18296b1ee7bc4c70bd5d44503f705f1b535c712d,Interpretable LLMs for Credit Risk: A Systematic Review and Taxonomy,2025,4,Expert systems with applications,Muhammed Golec; Maha AlabdulJalil,10.48550/arXiv.2506.04290,2506.04290,https://www.semanticscholar.org/paper/18296b1ee7bc4c70bd5d44503f705f1b535c712d,"Large Language Models (LLM), which have developed in recent years, enable credit risk assessment through the analysis of financial texts such as analyst reports and corporate disclosures. This paper presents the first systematic review and taxonomy focusing on LLMbased approaches in credit risk estimation. We determined the basic model architectures by selecting 60 relevant papers published between 2020-2025 with the PRISMA research strategy. And we examined the data used for scenarios such as credit default prediction and risk analysis. Since the main focus of the paper is interpretability, we classify concepts such as explainability mechanisms, chain of thought prompts and natural language justifications for LLM-based credit models. The taxonomy organizes the literature under four main headings: model architectures, data types, explainability mechanisms and application areas. Based on this analysis, we highlight the main future trends and research gaps for LLM-based credit scoring systems. This paper aims to be a reference paper for artificial intelligence and financial researchers.",,False,citation
regtech_compliance_focus,1,LLMs for Financial Advisement: A Fairness and Efficacy Study in Personal Decision Making,2023,Other relevant work,,53,,1dddc3cdca26cd434d48110f8d73674bb7f63c4f,6ec576690b1d188e6ff16ca4d904ce1e373f536f,Neural and Cognitive Impacts of AI: The Influence of Task Subjectivity on Human-LLM Collaboration,2025,1,arXiv.org,Matthew Russell; Aman Shah; Giles Blaney; Judith Amores; Mary Czerwinski; Robert J. K. Jacob,10.48550/arXiv.2506.04167,2506.04167,https://www.semanticscholar.org/paper/6ec576690b1d188e6ff16ca4d904ce1e373f536f,"AI-based interactive assistants are advancing human-augmenting technology, yet their effects on users' mental and physiological states remain under-explored. We address this gap by analyzing how Copilot for Microsoft Word, a LLM-based assistant, impacts users. Using tasks ranging from objective (SAT reading comprehension) to subjective (personal reflection), and with measurements including fNIRS, Empatica E4, NASA-TLX, and questionnaires, we measure Copilot's effects on users. We also evaluate users' performance with and without Copilot across tasks. In objective tasks, participants reported a reduction of workload and an increase in enjoyment, which was paired with objective performance increases. Participants reported reduced workload and increased enjoyment with no change in performance in a creative poetry writing task. However, no benefits due to Copilot use were reported in a highly subjective self-reflection task. Although no physiological changes were recorded due to Copilot use, task-dependent differences in prefrontal cortex activation offer complementary insights into the cognitive processes associated with successful and unsuccessful human-AI collaboration. These findings suggest that AI assistants' effectiveness varies with task type-particularly showing decreased usefulness in tasks that engage episodic memory-and presents a brain-network based hypothesis of human-AI collaboration.",,False,citation
regtech_compliance_focus,1,LLMs for Financial Advisement: A Fairness and Efficacy Study in Personal Decision Making,2023,Other relevant work,,53,,1dddc3cdca26cd434d48110f8d73674bb7f63c4f,d7ac4be64d255aeafb77cbae7f30fc614c9a077d,Safety of LLM-based AI chatbots for young consumers in purchase decisions,2025,1,Young Consumers,Adrian Tan; Kee Chye Leo,10.1108/yc-10-2024-2277,,https://www.semanticscholar.org/paper/d7ac4be64d255aeafb77cbae7f30fc614c9a077d,"
Purpose
This study aims to investigate how safe large language model (LLM)-based artificial intelligence (AI) Chatbots are for young consumers of Generation Z for use in their purchase decisions. The research findings intend to inform potential security issues with LLM-based AI chatbots putting at risk the well-being of such consumers.


Design/methodology/approach
The study adopted the JAILBREAKHUB framework to evaluate the effectiveness of LLM guardrails against negative prompts for purchase-related decisions. The guardrails of LLM-based AI chatbots such as OpenAI’s ChatGPT, Google’s Gemini, Anthropic’s Claude, X’s Grok, Meta’ Llama and Mistral were evaluated.


Findings
There are variations in the effectiveness of LLM guardrails against negative purchase-related prompts. While there is general effectiveness of existing guardrails for some LLM-based AI chatbots, they are not impervious to manipulation by users.


Research limitations/implications
The study involved a limited set of LLM-based AI chatbots and on existing guardrails.


Practical implications
The landscape of prompt engineering techniques to bypass LLM guardrails is in a constant state of evolution. Developers of LLMs need to ensure more robust and adaptive safety protocols to ensure responsible purchase decisions among Generation Z consumers. Weaknesses in age verification mechanisms are also highlighted.


Social implications
The findings highlight safety concerns with the use of LLM-based chatbots by Generation Z consumers for their purchase decisions. While the use of prompt manipulation techniques on LLMs may be uncommon among these young consumers, such acts are implicative of the young consumer having already developed a precarious attitude or opinion toward a purchase decision leading to the use of LLMs to guide such decisions. There are factors of social concern that could instigate the precarious use of LLMs.


Originality/value
The current study is among the first to evaluate the use of LLM-based AI chatbots by young consumers of Generation Z for their purchase decisions.
",,False,citation
