rank,title,year,category,score,citationCount,seed_hit_count,seed_citation_hits,seed_reference_hits,influential_edge_hits,venue,authors,doi,arxiv,url,paperId,matched_seed_ids,matched_seed_titles,finance_terms,model_terms,abstract
40,"Advancing innovation in financial stability: A comprehensive review of ai agent frameworks, challenges and applications",2025,Financial agents,25.04,32,2,2,0,2,World Journal of Advanced Engineering Technology and Sciences,Satyadhar Joshi,10.30574/wjaets.2025.14.2.0071,,https://www.semanticscholar.org/paper/0ad50aa8e57901e59e959e2f2c0b6d221a0cf8cd,0ad50aa8e57901e59e959e2f2c0b6d221a0cf8cd,ROUND3-14; ROUND3-17,Enhancing Investment Analysis: Optimizing AI-Agent Collaboration in Financial Research; FinCon: A Synthesized LLM Multi-Agent System with Conceptual Verbal Reinforcement for Enhanced Financial Decision Making,financial; investment; regulatory; risk; trading,agent,"Artificial Intelligence (AI) agents are revolutionizing industries by enabling autonomous decision-making, task execution, and multi-agent collaboration. This paper provides a comprehensive review of AI agent frameworks, focusing on their architectures, applications, and challenges in financial services. We conduct a comparative analysis of leading frameworks, including LangGraph, CrewAI, and AutoGen, evaluating their strengths, limitations, and suitability for complex financial tasks such as trading, risk assessment, and investment analysis. The integration of AI agents in financial markets presents both opportunities and challenges, particularly in terms of regulatory compliance, ethical considerations, and model robustness. We examine agentic AI design patterns, multi-agent systems, and the deployment of AI agents advancing the proposal to use them for fraud detection and risk management. By synthesizing insights from academic research and industry practices, this review identifies key trends and future directions in AI agent development. This work contributes to the growing discourse on AI-driven automation by outlining technical considerations and open challenges in deploying AI agents at scale. We highlight the need for enhanced transparency, interpretability, and security in AI-driven Agentic systems. Our findings provide valuable insights for researchers and practitioners seeking to harness AI agents for more efficient and intelligent decision-making."
41,Bridging finance and AI: a comprehensive survey of large language models in financial system,2025,Surveys,24.86,5,4,4,0,1,Digital Finance,A. Khan; Shuai Li; Xinwei Cao,10.1007/s42521-025-00146-3,,https://www.semanticscholar.org/paper/353fde0ffd73490827182e906bd67ed576fb417a,353fde0ffd73490827182e906bd67ed576fb417a,ROUND3-27; ROUND3-15; ROUND3-25; ROUND3-35,"A Survey on Large Language Models for Critical Societal Domains: Finance, Healthcare, and Law; FinBERT : A Large Language Model for Extracting Information from Financial Text†; FinGPT: Democratizing Internet-scale Data for Financial Large Language Models; Instruct-FinGPT: Financial Sentiment Analysis by Instruction Tuning of General-Purpose Large Language Models",finance; financial,,
42,FINFUSION-LLM: A MULTIMODAL HYBRID FRAMEWORK FOR FINANCIAL MARKET PREDICTION USING FINANCIAL NEWS SENTIMENT AND NUMERICAL MARKET INDICATORS,2025,Financial language models,24.60,0,1,1,0,0,International Journal of Applied Mathematics,Poornima Chourasia; Dr. Yogendra Singh Rajavat,10.12732/ijam.v38i12s.1876,,https://www.semanticscholar.org/paper/f479f72fe5531318533897b5f8be609d4242b659,f479f72fe5531318533897b5f8be609d4242b659,ROUND3-35,FinBERT : A Large Language Model for Extracting Information from Financial Text†,finance; financial; market; returns; risk; sentiment; stock; trading; volatility,dataset; finbert; language model; llm; transformer,"Financial market prediction remains a critical challenge due to complex nonlinear dynamics and the abundance of both quantitative and qualitative information. The proposed FinFusion-LLM framework addresses this by fusing transformer-based sentiment analysis of news with numerical market indicators in a hybrid deep learning model. We collect a comprehensive dataset of stock market prices (S&P 500 constituents, 2015–2024) and corresponding financial news headlines (Reuters, Bloomberg) to train and evaluate our model. News articles are processed by a fine-tuned finance-specific language model (FinBERT/LLaMA) to extract context-rich sentiment embeddings, while numerical features (historical prices, technical indicators like RSI, MACD) are fed into temporal layers. These modalities are fused via cross-attention, enabling the model to learn their joint effects on price movements. We compare FinFusion-LLM against baselines (LSTM on price data, sentiment-only models, simple concatenation) using metrics such as accuracy, F1-score, RMSE, and Sharpe ratio. Our results show that FinFusion-LLM significantly outperforms uni-modal models (e.g. ~85% vs 76% accuracy) and yields higher risk-adjusted returns. Key findings include the disproportional impact of negative sentiment on volatility and the superior performance of transformer-based architectures in modeling long-range dependencies. This study’s contributions are: (1) a novel multimodal architecture that combines LLM-derived sentiment and numerical predictors; (2) an empirical evaluation demonstrating enhanced predictive accuracy and trading performance; and (3) insights into how sentiment signals complement technical analysis. Overall, FinFusion-LLM advances AI-driven financial forecasting by leveraging the latest in large language models and data fusion techniques."
43,Ploutos: Towards interpretable stock movement prediction with financial large language model,2024,Trading and investment,24.58,21,2,0,2,1,arXiv.org,Hanshuang Tong; Jun Li; Ning Wu; Ming Gong; Dongmei Zhang; Qi Zhang,10.48550/arXiv.2403.00782,2403.00782,https://www.semanticscholar.org/paper/fc4968617eae1d875a77ed0372be8f2e6118440a,fc4968617eae1d875a77ed0372be8f2e6118440a,ROUND3-13; ROUND3-1,Exploring the Synergy of Quantitative Factors and Newsflow Representations from Large Language Models for Stock Return Prediction; Fin-R1: A Large Language Model for Financial Reasoning through Reinforcement Learning,finance; financial; stock,gpt; language model; large language model; llm,"Recent advancements in large language models (LLMs) have opened new pathways for many domains. However, the full potential of LLMs in financial investments remains largely untapped. There are two main challenges for typical deep learning-based methods for quantitative finance. First, they struggle to fuse textual and numerical information flexibly for stock movement prediction. Second, traditional methods lack clarity and interpretability, which impedes their application in scenarios where the justification for predictions is essential. To solve the above challenges, we propose Ploutos, a novel financial LLM framework that consists of PloutosGen and PloutosGPT. The PloutosGen contains multiple primary experts that can analyze different modal data, such as text and numbers, and provide quantitative strategies from different perspectives. Then PloutosGPT combines their insights and predictions and generates interpretable rationales. To generate accurate and faithful rationales, the training strategy of PloutosGPT leverage rearview-mirror prompting mechanism to guide GPT-4 to generate rationales, and a dynamic token weighting mechanism to finetune LLM by increasing key tokens weight. Extensive experiments show our framework outperforms the state-of-the-art methods on both prediction accuracy and interpretability."
44,FinRL-Meta: Market Environments and Benchmarks for Data-Driven Financial Reinforcement Learning,2022,Trading and investment,24.51,113,3,0,3,0,Neural Information Processing Systems,Xiao-Yang Liu; Ziyi Xia; Jingyang Rui; Jiechao Gao; Hongyang Yang; Ming Zhu; Chris Wang; Zhaoran Wang; Jian Guo,10.2139/ssrn.4253139,2211.03107,https://www.semanticscholar.org/paper/cc3cb6b0ea04eb35c1907e3917a4db4b435c95b1,cc3cb6b0ea04eb35c1907e3917a4db4b435c95b1,ROUND3-27; ROUND3-14; ROUND3-4,FLAG-Trader: Fusion LLM-Agent with Gradient-based Reinforcement Learning for Financial Trading; FinCon: A Synthesized LLM Multi-Agent System with Conceptual Verbal Reinforcement for Enhanced Financial Decision Making; FinGPT: Democratizing Internet-scale Data for Financial Large Language Models,finance; financial; market; trading,,"Finance is a particularly difficult playground for deep reinforcement learning. However, establishing high-quality market environments and benchmarks for financial reinforcement learning is challenging due to three major factors, namely, low signal-to-noise ratio of financial data, survivorship bias of historical data, and model overfitting in the backtesting stage. In this paper, we present an openly accessible FinRL-Meta library that has been actively maintained by the AI4Finance community. First, following a DataOps paradigm, we will provide hundreds of market environments through an automatic pipeline that collects dynamic datasets from real-world markets and processes them into gym-style market environments. Second, we reproduce popular papers as stepping stones for users to design new trading strategies. We also deploy the library on cloud platforms so that users can visualize their own results and assess the relative performance via community-wise competitions. Third, FinRL-Meta provides tens of Jupyter/Python demos organized into a curriculum and a documentation website to serve the rapidly growing community. FinRL-Meta is available at: https://github.com/AI4Finance-Foundation/FinRL-Meta"
45,Chronologically Consistent Large Language Models,2025,Trading and investment,24.50,9,2,2,0,1,,Songrun He; Linying Lv; Asaf Manela; Jimmy Wu,,2502.21206,https://www.semanticscholar.org/paper/c3ac4165649dea686e18fbd20497f351fd63922b,c3ac4165649dea686e18fbd20497f351fd63922b,ROUND3-33; ROUND3-35,Assessing Look-Ahead Bias in Stock Return Predictions Generated by GPT Sentiment Analysis; FinBERT : A Large Language Model for Extracting Information from Financial Text†,asset; finance; financial; returns; stock,bert; language model; natural language processing,"Large language models are increasingly used in social sciences, but their training data can introduce lookahead bias and training leakage. A good chronologically consistent language model requires efficient use of training data to maintain accuracy despite time-restricted data. Here, we overcome this challenge by training a suite of chronologically consistent large language models, ChronoBERT and ChronoGPT, which incorporate only the text data that would have been available at each point in time. Despite this strict temporal constraint, our models achieve strong performance on natural language processing benchmarks, outperforming or matching widely used models (e.g., BERT), and remain competitive with larger open-weight models. Lookahead bias is model and application-specific because even if a chronologically consistent language model has poorer language comprehension, a regression or prediction model applied on top of the language model can compensate. In an asset pricing application predicting next-day stock returns from financial news, we find that ChronoBERT and ChronoGPT's real-time outputs achieve Sharpe ratios comparable to a much larger Llama model, indicating that lookahead bias is modest. Our results demonstrate a scalable, practical framework to mitigate training leakage, ensuring more credible backtests and predictions across finance and other social science domains."
46,Combining Financial Data and News Articles for Stock Price Movement Prediction Using Large Language Models,2024,Trading and investment,24.43,12,2,1,1,0,BigData Congress [Services Society],A. Elahi; Fatemeh Taghvaei,10.1109/BigData62323.2024.10825449,2411.01368,https://www.semanticscholar.org/paper/fdbdae64864e52929adaada64eb8124c68afd374,fdbdae64864e52929adaada64eb8124c68afd374,ROUND3-30; ROUND3-8,FinArena: A Human-Agent Collaboration Framework for Financial Market Analysis and Forecasting; LLMs for Financial Advisement: A Fairness and Efficacy Study in Personal Decision Making,financial; market; stock; trading,dataset; gpt; llm; prompt; retrieval,"Predicting financial markets and stock price movements requires analyzing a company’s performance, historic price movements, industry-specific events alongside the influence of human factors such as social media and press coverage. We assume that financial reports (such as income statements, balance sheets, and cash flow statements), historical price data, and recent news articles can collectively represent aforementioned factors.We combine financial data in tabular format with textual news articles and employ pre-trained Large Language Models (LLMs) to predict market movements. Recent research in LLMs has demonstrated that they are able to perform both tabular and text classification tasks, making them our primary model to classify the multi-modal data. We utilize retrieval augmentation techniques to retrieve and attach relevant chunks of news articles to financial metrics related to a company and prompt the LLMs in zero, two, and four-shot settings. Our dataset contains news articles collected from different sources, historic stock price, and financial report data for 20 companies with the highest trading volume across different industries in the stock market. We utilized recently released language models for our LLM-based classifier, including GPT- 3 and 4, and LLaMA- 2 and 3 models.We introduce an LLM-based classifier capable of performing classification tasks using combination of tabular (structured) and textual (unstructured) data. By using this model, we predicted the movement of a given stock’s price in our dataset with a weighted F1-score of 58.5% and 59.1% and Matthews Correlation Coefficient of 0.175 for both 3-month and 6-month periods.The dataset and codes for this paper can be found on Github. https://github.com/aliielahi/FinedFMP 1"
47,TwinMarket: A Scalable Behavioral and Social Simulation for Financial Markets,2025,Financial agents,24.39,34,2,1,1,1,arXiv.org,Yuzhe Yang; Yifei Zhang; Minghao Wu; Kaidi Zhang; Yunmiao Zhang; Honghai Yu; Yan Hu; Benyou Wang,10.48550/arXiv.2502.01506,2502.01506,https://www.semanticscholar.org/paper/e21626e7d2ccf270e0d26f360082791f7d88a045,e21626e7d2ccf270e0d26f360082791f7d88a045,ROUND3-7; ROUND3-14,"FinCon: A Synthesized LLM Multi-Agent System with Conceptual Verbal Reinforcement for Enhanced Financial Decision Making; Large Language Models in equity markets: applications, techniques, and insights",financial; market; stock,agent; language model; large language model; llm,"The study of social emergence has long been a central focus in social science. Traditional modeling approaches, such as rule-based Agent-Based Models (ABMs), struggle to capture the diversity and complexity of human behavior, particularly the irrational factors emphasized in behavioral economics. Recently, large language model (LLM) agents have gained traction as simulation tools for modeling human behavior in social science and role-playing applications. Studies suggest that LLMs can account for cognitive biases, emotional fluctuations, and other non-rational influences, enabling more realistic simulations of socio-economic dynamics. In this work, we introduce TwinMarket, a novel multi-agent framework that leverages LLMs to simulate socio-economic systems. Specifically, we examine how individual behaviors, through interactions and feedback mechanisms, give rise to collective dynamics and emergent phenomena. Through experiments in a simulated stock market environment, we demonstrate how individual actions can trigger group behaviors, leading to emergent outcomes such as financial bubbles and recessions. Our approach provides valuable insights into the complex interplay between individual decision-making and collective socio-economic patterns."
48,Transforming Sentiment Analysis in the Financial Domain with ChatGPT,2023,Financial language models,24.35,149,1,0,1,0,Machine Learning with Applications,G. Fatouros; J. Soldatos; Kalliopi Kouroumali; Georgios Makridis; D. Kyriazis,10.48550/arXiv.2308.07935,2308.07935,https://www.semanticscholar.org/paper/3c4f1244301577cffff9affc73690669725e7e08,3c4f1244301577cffff9affc73690669725e7e08,ROUND3-16,Can Large Language Models beat wall street? Evaluating GPT-4’s impact on financial decision-making with MarketSenseAI,finance; financial; market; returns; sentiment; trading,chatgpt; dataset; finbert; prompt,"Financial sentiment analysis plays a crucial role in decoding market trends and guiding strategic trading decisions. Despite the deployment of advanced deep learning techniques and language models to refine sentiment analysis in finance, this study breaks new ground by investigating the potential of large language models, particularly ChatGPT 3.5, in financial sentiment analysis, with a strong emphasis on the foreign exchange market (forex). Employing a zero-shot prompting approach, we examine multiple ChatGPT prompts on a meticulously curated dataset of forex-related news headlines, measuring performance using metrics such as precision, recall, f1-score, and Mean Absolute Error (MAE) of the sentiment class. Additionally, we probe the correlation between predicted sentiment and market returns as an additional evaluation approach. ChatGPT, compared to FinBERT, a well-established sentiment analysis model for financial texts, exhibited approximately 35\% enhanced performance in sentiment classification and a 36\% higher correlation with market returns. By underlining the significance of prompt engineering, particularly in zero-shot contexts, this study spotlights ChatGPT's potential to substantially boost sentiment analysis in financial applications. By sharing the utilized dataset, our intention is to stimulate further research and advancements in the field of financial services."
49,Enhancing Financial Sentiment Analysis Ability of Language Model via Targeted Numerical Change-Related Masking,2024,Financial language models,24.21,8,1,1,0,1,IEEE Access,Hui Do Jung; Beakcheol Jang,10.1109/ACCESS.2024.3385855,,https://www.semanticscholar.org/paper/49f209776563e69127944682f9475ac97d42b9cf,49f209776563e69127944682f9475ac97d42b9cf,ROUND3-35,FinBERT : A Large Language Model for Extracting Information from Financial Text†,corporate; credit; finance; financial; investment; sentiment; stock,benchmark; dataset; finbert; language model,"Sentiment analysis is a critical task that is highly beneficial to various financial tasks such as stock-price prediction, corporate credit rating, economic report analysis, and investment decision support. Researchers have used various methods to train pretraining language models (PLMs) for these tasks. Although most PLMs have achieved excellent performance, they can be further improved. In this study, we propose a new framework to strengthen numerical understanding, in particular for the FinBERT(Financial Bidirectional Encoder Representations from Transformers) model released in 2019, thus improving model performance in the task of sentiment analysis on financial news sentences. This method selects sentences containing numerical words from financial news articles, preferentially masks the words, and post-train the PLM. To evaluate the proposed methodology quantitatively, we apply the same post-training to different financial language models and compare the performance before and after the application using Financial Phrasebank, which is a representative benchmark dataset used in financial sentiment analysis. The experimental results show that the best performance is achieved when 50,000 sentences are used to post-train FinBERT, thus confirming the advantage of the proposed methodology for downstream tasks and highlighting the importance of using the correct amount of data. Additionally, we show that applying the proposed method to different language models improves the performance, particularly in low-resource environments with less training data. The findings of this study suggest that the PLM can improve aspects that it does not understand well, and that thd PLM performance can be improved by post-training it with task- and domain-appropriate datasets, in not only finance but also in other domains."
50,How Stock Market Participants Use Generative Artificial Intelligence: Evidence from User‐Platform Interaction Data,2026,Trading and investment,24.20,1,2,2,0,0,Journal of Accounting Research,Frank Ecker; Xitong Li; Yilan Li; Fan Wu,10.1111/1475-679x.70051,,https://www.semanticscholar.org/paper/68829a243d92cd4107f6ba3ac1fe98d017931f12,68829a243d92cd4107f6ba3ac1fe98d017931f12,ROUND3-34; ROUND3-35,FinBERT : A Large Language Model for Extracting Information from Financial Text†; GPT-InvestAR: Enhancing Stock Investment Strategies through Annual Report Analysis with Large Language Models,corporate; disclosure; financial; investment; market; returns; sentiment; stock; trading,,"
 This paper provides descriptive evidence on how stock market participants use Generative Artificial Intelligence (GenAI) to process investment‐related information. Using a data set of 1.7 million stock‐related queries from one of China's largest GenAI platforms during the first half of 2024, we document that user queries address a wide range of topics and tasks and vary systematically with usage intensity and financial sophistication. Query activity increases around corporate disclosure events, but these increases largely track contemporaneous media coverage. We also find evidence consistent with a substitution between the informativeness of voluntary managerial disclosures and investors' reliance on GenAI. Continued platform engagement more likely follows answers that are concise and contain directionally accurate trading signals. Over time, users' subsequent queries increasingly reflect the specificity and financial terminology present in earlier GenAI answers. At the market level, GenAI usage is associated with higher measures of informed trading and lower liquidity, while aggregated sentiment in GenAI‐generated answers correlates with same‐day abnormal returns, particularly when user feedback is positive. Overall, our findings offer insights into early‐stage GenAI adoption by retail investors and inform discussions on how GenAI shapes information processing in financial markets."
51,LLM-Guided Evolutionary Strategy Generation for Quantitative Trading,2025,Trading and investment,24.20,0,2,2,0,0,"IEEE International Conference on Systems, Man and Cybernetics",Di Zhang; Zhengyong Jiang; Qiong Ji; Hengyan Liu; Tianshi Wang; Angelos Stefanidis,10.1109/SMC58881.2025.11343400,,https://www.semanticscholar.org/paper/af6aee2405f1caad07f697dbd7e2e3614223d9d9,af6aee2405f1caad07f697dbd7e2e3614223d9d9,ROUND3-27; ROUND3-35,FinBERT : A Large Language Model for Extracting Information from Financial Text†; FinGPT: Democratizing Internet-scale Data for Financial Large Language Models,financial; market; return; returns; risk; sentiment; stock; trading,llm; reasoning,"This paper proposes LLM-GA, a novel framework that integrates large language models (LLMs) with genetic algorithms (GA) for automated trading strategy generation. The system architecture comprises three synergistic modules: 1) a signal generator extracting technical, fundamental, and sentiment indicators; 2) an LLM-enhanced GA core that initializes seed strategies and performs semantically-aware crossover/mutation operations; and 3) an execution module forming a closed-loop adaptive system. Unlike traditional GA that randomly combines signals, our approach leverages LLMs’ financial reasoning capability to maintain logical consistency during strategy evolution. Experiments based on historical data of the Chinese stock market in the past five years (2020-2024) show that, LLM-GA achieves superior risk-adjusted returns (Annualized Excess Return (AER)=12.3%, Maximum Drawdown (MDD)=35.2%) compared to baseline methods including vanilla GA, PSO, and ensemble learning. Ablation studies reveal that LLM-guided initialization improves starting strategy quality by 215%, while semantic crossover reduces invalid strategies by 83.5%. Despite performance gaps against RL methods (2-3% lower AER), our method provides unique advantages in strategy interpretability and diversity, addressing critical limitations in black-box approaches like reinforcement learning. The work establishes a new paradigm for human-AI collaborative quantitative strategy development."
52,SoK: Security of Autonomous LLM Agents in Agentic Commerce,2026,Financial agents,24.10,0,2,2,0,1,,Qian'ang Mao; Jiaxin Wang; Ya Liu; Li Zhu; Cong Ma; Jiaqi Yan,,2604.15367,https://www.semanticscholar.org/paper/aa0af9b1864263b3cd1ead987eea4d4fb11406ea,aa0af9b1864263b3cd1ead987eea4d4fb11406ea,ROUND3-19; ROUND3-14,FinCon: A Synthesized LLM Multi-Agent System with Conceptual Verbal Reinforcement for Enhanced Financial Decision Making; Large Language Models for Financial and Investment Management: Applications and Benchmarks,finance; market; regulation; regulatory,agent; benchmark; language model; large language model; llm; reasoning,"Autonomous large language model (LLM) agents such as OpenClaw are pushing agentic commerce from human-supervised assistance toward machine actors that can negotiate, purchase services, manage digital assets, and execute transactions across on-chain and off-chain environments. Protocols such as the Trustless Agents standard (ERC-8004), Agent Payments Protocol (AP2), OKX Agent Payments Protocol (APP), the HTTP 402-based payment protocol (x402), Agent Commerce Protocol (ACP), the Agentic Commerce standard (ERC-8183), and Machine Payments Protocol (MPP) enable this transition, but they also create an attack surface that existing security frameworks do not capture well. This Systematization of Knowledge (SoK) develops a unified security framework for autonomous LLM agents in commerce and finance. We organize threats along five dimensions: agent integrity, transaction authorization, inter-agent trust, market manipulation, and regulatory compliance. From a systematically curated public corpus of academic papers, protocol documents, industry reports, and incident evidence, we derive 12 cross-layer attack vectors and show how failures propagate from reasoning and tooling layers into custody, settlement, market harm, and compliance exposure. We then propose a layered defense architecture addressing authorization gaps left by current agent-payment protocols. Overall, our analysis shows that securing agentic commerce is inherently a cross-layer problem that requires coordinated controls across LLM safety, protocol design, identity, market structure, and regulation. We conclude with a research roadmap and a benchmark agenda for secure autonomous commerce."
53,"Large Language Models and Sentiment Analysis in Financial Markets: A Review, Datasets, and Case Study",2024,Trading and investment,24.09,27,3,2,1,0,IEEE Access,Chenghao Liu; Arunkumar Arulappan; R. Naha; Aniket Mahanti; J. Kamruzzaman; In-Ho Ra,10.1109/ACCESS.2024.3445413,,https://www.semanticscholar.org/paper/8963e1f0199c735e8d761b9c0a2f0578825f37a3,8963e1f0199c735e8d761b9c0a2f0578825f37a3,ROUND3-34; ROUND3-7; ROUND3-35,"FinBERT : A Large Language Model for Extracting Information from Financial Text†; GPT-InvestAR: Enhancing Stock Investment Strategies through Annual Report Analysis with Large Language Models; Large Language Models in equity markets: applications, techniques, and insights",financial; investment; market; sentiment,,"This paper comprehensively examines Large Language Models (LLMs) in sentiment analysis, specifically focusing on financial markets and exploring the correlation between news sentiment and Bitcoin prices. We systematically categorize various LLMs used in financial sentiment analysis, highlighting their unique applications and features. We also investigate the methodologies for effective data collection and categorization, underscoring the need for diverse and comprehensive datasets. Our research features a case study investigating the correlation between news sentiment and Bitcoin prices, utilizing advanced sentiment analysis and financial analysis methods to demonstrate the practical application of LLMs. The findings reveal a modest but discernible correlation between news sentiment and Bitcoin price fluctuations, with historical news patterns showing a more substantial impact on Bitcoin’s longer-term price than immediate news events. This highlights LLMs’ potential in market trend prediction and informed investment decision-making."
54,KemenkeuGPT: Leveraging a Large Language Model on Indonesia's Government Financial Data and Regulations to Enhance Decision Making,2024,"Reports, filings, and risk",24.01,7,2,2,0,0,arXiv.org,Gilang Febrian; G. Figueredo,10.48550/arXiv.2407.21459,2407.21459,https://www.semanticscholar.org/paper/b44df84fd797663ad4002d0a1fa770e16273b5cd,b44df84fd797663ad4002d0a1fa770e16273b5cd,ROUND3-27; ROUND3-35,FinBERT : A Large Language Model for Extracting Information from Financial Text†; FinGPT: Democratizing Internet-scale Data for Financial Large Language Models,finance; financial; fund,dataset; language model; large language model; llm; prompt; rag; retrieval,"Data is crucial for evidence-based policymaking and enhancing public services, including those at the Ministry of Finance of the Republic of Indonesia. However, the complexity and dynamic nature of governmental financial data and regulations can hinder decision-making. This study investigates the potential of Large Language Models (LLMs) to address these challenges, focusing on Indonesia's financial data and regulations. While LLMs are effective in the financial sector, their use in the public sector in Indonesia is unexplored. This study undertakes an iterative process to develop KemenkeuGPT using the LangChain with Retrieval-Augmented Generation (RAG), prompt engineering and fine-tuning. The dataset from 2003 to 2023 was collected from the Ministry of Finance, Statistics Indonesia and the International Monetary Fund (IMF). Surveys and interviews with Ministry officials informed, enhanced and fine-tuned the model. We evaluated the model using human feedback, LLM-based evaluation and benchmarking. The model's accuracy improved from 35% to 61%, with correctness increasing from 48% to 64%. The Retrieval-Augmented Generation Assessment (RAGAS) framework showed that KemenkeuGPT achieved 44% correctness with 73% faithfulness, 40% precision and 60% recall, outperforming several other base models. An interview with an expert from the Ministry of Finance indicated that KemenkeuGPT has the potential to become an essential tool for decision-making. These results are expected to improve with continuous human feedback."
55,Interpretable multimodal reasoning for robo-advisory: the FinErva framework,2026,Trading and investment,24.00,0,3,3,0,0,Frontiers Artif. Intell.,Jiarui Chi,10.3389/frai.2025.1752580,,https://www.semanticscholar.org/paper/ee6681670d8a51f74babce23e570c80639b0164c,ee6681670d8a51f74babce23e570c80639b0164c,ROUND3-32; ROUND3-7; ROUND3-1,"Fin-R1: A Large Language Model for Financial Reasoning through Reinforcement Learning; FinVis-GPT: A Multimodal Large Language Model for Financial Chart Analysis; Large Language Models in equity markets: applications, techniques, and insights",disclosure; finance; financial; investment; risk,dataset; reasoning,"The rapid development of robo-advisory and quantitative investment has been accompanied by persistent concerns about limited personalization and the opacity of black-box models operating on multimodal financial information. This paper addresses these issues from a decision-support perspective by constructing FinErva, a multimodal chain-of-thought dataset tailored to financial applications. FinErva comprises 7,544 manually verified question–answer pairs, divided into two economically relevant tasks: contract and disclosure understanding (FinErva-Pact) and candlestick-chart-based technical analysis (FinErva-Price). Building on this dataset, the paper propose a two-stage training framework: Supervised-CoT Learning followed by Self-CoT Refinement, and apply it to eight vision–language models, each with fewer than 0.8 billion parameters. Empirical results show that those lightweight models approach the performance of finance professionals and clearly outperform non-expert investors. Overall, the findings indicate that appropriately designed multimodal chain of thought supervision enables interpretable modeling of key research tasks such as contract review and chart interpretation under realistic computational and deployment constraints, providing new data and methodology for the development of personalized, explainable, and operationally feasible AI systems in investment advisory and risk management."
56,(Generative) AI in Financial Economics,2025,Financial agents,23.80,9,2,2,0,0,Social Science Research Network,Hongwei Mo; Shumiao Ouyang,10.1080/14765284.2025.2569006,,https://www.semanticscholar.org/paper/65fd365ec7e01e80086c1b41a98465b5900cf8a4,65fd365ec7e01e80086c1b41a98465b5900cf8a4,ROUND3-33; ROUND3-35,Assessing Look-Ahead Bias in Stock Return Predictions Generated by GPT Sentiment Analysis; FinBERT : A Large Language Model for Extracting Information from Financial Text†,asset; corporate; finance; financial; investment; market; return,generative ai,"ABSTRACT This review article synthesizes the burgeoning literature on the intersection of (generative) artificial intelligence (AI) and finance. We organize our review around six key areas: (1) the emergent role of generative AI, especially large language models (LLMs), as analytic tools, external shocks to the economy, and autonomous economic agents; (2) corporate finance, focusing on how firms respond to and benefit from AI; (3) asset pricing, examining how AI brings novel methodologies for return predictability, stochastic discount factor estimation, and investment; (4) household finance, investigating how AI promotes financial inclusion and improves financial services; (5) labor economics, analyzing AI’s impact on labor market dynamics; and (6) the risks and challenges associated with AI in financial markets. We conclude by identifying unanswered questions and discussing promising avenues for future research."
57,SAHM: A Benchmark for Arabic Financial and Shari'ah-Compliant Reasoning,2026,Financial language models,23.80,1,1,1,0,0,,R. Elbadry; Sarfraz Ahmad; Ahmed Heakl; Dani Bouch; Momina Ahsan; Muhra AlMahri; Marwa E. Khalil; Yuxia Wang; S. Lahlou; Sophia Ananiadou; Veselin Stoyanov; Jimin Huang; Xueqing Peng; Preslav Nakov; Zhuohan Xie,,2604.19098,https://www.semanticscholar.org/paper/6693c4c94b680edd287eb42554f6961a742420db,6693c4c94b680edd287eb42554f6961a742420db,ROUND3-5,Plutus: Benchmarking Large Language Models in Low-Resource Greek Finance,accounting; corporate; earnings; finance; financial; market; regulatory; sentiment,benchmark; dataset; qa; question answering; reasoning,"English financial NLP has advanced rapidly through benchmarks targeting earnings analysis, market sentiment, tabular reasoning, and financial question answering, yet Arabic financial NLP remains virtually nonexistent, despite 422 million speakers, $4.9 trillion in Gulf sovereign wealth, and a $4-5 trillion Islamic finance industry requiring specialized Shari'ah compliance over instruments like sukuk, murabaha, and takaful. We introduce Sahm, the first Arabic financial benchmark spanning seven tasks: AAOIFI standards QA, fatwa-based QA/MCQ, accounting and business exams, financial sentiment analysis, extractive summarization, and event-cause reasoning, comprising 14,380 expert-verified instances from authentic regulatory, juristic, and corporate sources. Evaluating 20 LLMs, we find Arabic fluency does not imply financial reasoning: models achieving 91% on recognition tasks drop sharply on generation, and event-cause reasoning exposes the widest performance gap (1.89-9.84/10). We release the benchmark and dataset to support trustworthy Arabic financial assistants."
