rank,title,year,category,score,citationCount,seed_hit_count,seed_citation_hits,seed_reference_hits,influential_edge_hits,venue,authors,doi,arxiv,url,paperId,matched_seed_ids,matched_seed_titles,finance_terms,model_terms,abstract
11,Can ChatGPT Plan Your Retirement?: Generative AI and Financial Advice,2024,Trading and investment,19.24,32,1,0,1,0,Special Issue 5: Grappling With the Generative AI Revolution,Andrew W. Lo; Jillian Ross,10.1162/99608f92.ec74a002,,https://www.semanticscholar.org/paper/d45c2ea9320fd1967c77e97073c3ffe3a7da7dbc,d45c2ea9320fd1967c77e97073c3ffe3a7da7dbc,REGTECH_COMPLIANCE_FOCUS-4,Responsible Innovation: A Strategic Framework for Financial LLM Integration,accounting; corporate; financial; regulatory,chatgpt; generative ai; llm,"We identify some of the most pressing issues facing the adoption of large language models (LLMs) in practical settings, and propose a research agenda to reach the next technological inflection point in generative AI. We focus on three challenges facing most LLM applications: domain-specific expertise and the ability to tailor that expertise to a user’s unique situation, trustworthiness and adherence to the user’s moral and ethical standards, and conformity to regulatory guidelines and oversight. These challenges apply to virtually all industries and endeavors in which LLMs can be applied, such as medicine, law, accounting, education, psychotherapy, marketing, and corporate strategy. For concreteness, we focus on the narrow context of financial advice, which serves as an ideal test bed both for determining the possible shortcomings of current LLMs and for exploring ways to overcome them. Our goal is not to provide solutions to these challenges—which will likely take years to develop—but to propose a framework and road map for solving them as part of a larger research agenda for improving generative AI in any application."
12,R-Judge: Benchmarking Safety Risk Awareness for LLM Agents,2024,Financial agents,18.61,201,1,0,1,0,Conference on Empirical Methods in Natural Language Processing,Tongxin Yuan; Zhiwei He; Lingzhong Dong; Yiming Wang; Ruijie Zhao; Tian Xia; Lizhen Xu; Binglin Zhou; Fangqi Li; Zhuosheng Zhang; Rui Wang; Gongshen Liu,10.48550/arXiv.2401.10019,2401.10019,https://www.semanticscholar.org/paper/0e0ea3593dda3039cb93d2ec795a87420006ec08,0e0ea3593dda3039cb93d2ec795a87420006ec08,REGTECH_COMPLIANCE_FOCUS-5,Standard Benchmarks Fail -- Auditing LLM Agents in Finance Must Prioritize Risk,risk,agent; benchmark; gpt; llm; reasoning,"Large language models (LLMs) have exhibited great potential in autonomously completing tasks across real-world applications. Despite this, these LLM agents introduce unexpected safety risks when operating in interactive environments. Instead of centering on the harmlessness of LLM-generated content in most prior studies, this work addresses the imperative need for benchmarking the behavioral safety of LLM agents within diverse environments. We introduce R-Judge, a benchmark crafted to evaluate the proficiency of LLMs in judging and identifying safety risks given agent interaction records. R-Judge comprises 569 records of multi-turn agent interaction, encompassing 27 key risk scenarios among 5 application categories and 10 risk types. It is of high-quality curation with annotated safety labels and risk descriptions. Evaluation of 11 LLMs on R-Judge shows considerable room for enhancing the risk awareness of LLMs: The best-performing model, GPT-4o, achieves 74.42% while no other models significantly exceed the random. Moreover, we reveal that risk awareness in open agent scenarios is a multi-dimensional capability involving knowledge and reasoning, thus challenging for LLMs. With further experiments, we find that fine-tuning on safety judgment significantly improve model performance while straightforward prompting mechanisms fail. R-Judge is publicly available at https://github.com/Lordog/R-Judge."
13,Finch: Benchmarking Finance & Accounting across Spreadsheet-Centric Enterprise Workflows,2025,Financial agents,18.20,3,1,1,0,0,arXiv.org,Haoyu Dong; Pengkun Zhang; Yan Gao; Xuanyu Dong; Yilin Cheng; Mingzhe Lu; Adina Yakefu; Shuxin Zheng,10.48550/arXiv.2512.13168,2512.13168,https://www.semanticscholar.org/paper/9b4b712e7daffd0566593006b5e3340f957b0563,9b4b712e7daffd0566593006b5e3340f957b0563,REGTECH_COMPLIANCE_FOCUS-6,FinAuditing: A Financial Taxonomy-Structured Multi-Document Benchmark for Evaluating LLMs,accounting; asset; finance; financial; trading,gpt; llm; retrieval,"We introduce FinWorkBench (a.k.a. Finch) for evaluating AI agents on real-world, enterprise-grade finance and accounting workflows that interleave data entry, structuring, formatting, web search, cross-file retrieval, calculation, modeling, validation, translation, visualization, and reporting. Finch is sourced from authentic enterprise workspaces from Enron (15,000 files and 500,000 emails) and other financial institutions, covering the period 2000--2025 and preserving the in-the-wild messiness of multimodal artifacts such as tables and charts across diverse domains including budgeting, trading, asset management, and operational management. We propose a workflow construction process that combines LLM-assisted mining of workflows from authentic enterprise environments with expert annotation: (1) LLM-assisted, expert-verified derivation of workflows from real-world email threads and spreadsheet version histories, and (2) meticulous annotation requiring over 700 hours of expert effort. This yields 172 composite workflows with 384 tasks, involving 1,710 spreadsheets with 27 million cells, along with PDFs and other artifacts, capturing the intrinsically messy, long-horizon, knowledge-intensive, and collaborative nature of real-world enterprise work. We conduct both human and automated evaluations of frontier AI systems, including GPT-5.1, Claude Sonnet 4.5, Claude Opus 4.5, Gemini 3 Pro, Grok 4, and Qwen 3 Max. Under human evaluation, GPT-5.1 Pro spends an average of 16.8 minutes per workflow yet passes only 38.4% of workflows. Comprehensive case studies further surface the challenges that real-world enterprise workflows pose for AI agents."
14,On the Dangers of Stochastic Parrots: Can Language Models Be Too Big? 🦜,2021,Benchmarks and datasets,18.12,7204,1,0,1,0,"Conference on Fairness, Accountability and Transparency",Emily M. Bender; Timnit Gebru; Angelina McMillan-Major; Shmargaret Shmitchell,10.1145/3442188.3445922,,https://www.semanticscholar.org/paper/ca2f1088d3e581b2c6c75cf0ebc96506d620f64d,ca2f1088d3e581b2c6c75cf0ebc96506d620f64d,REGTECH_COMPLIANCE_FOCUS-1,LLMs for Financial Advisement: A Fairness and Efficacy Study in Personal Decision Making,financial; investing,bert; gpt,"The past 3 years of work in NLP have been characterized by the development and deployment of ever larger language models, especially for English. BERT, its variants, GPT-2/3, and others, most recently Switch-C, have pushed the boundaries of the possible both through architectural innovations and through sheer size. Using these pretrained models and the methodology of fine-tuning them for specific tasks, researchers have extended the state of the art on a wide array of tasks as measured by leaderboards on specific benchmarks for English. In this paper, we take a step back and ask: How big is too big? What are the possible risks associated with this technology and what paths are available for mitigating those risks? We provide recommendations including weighing the environmental and financial costs first, investing resources into curating and carefully documenting datasets rather than ingesting everything on the web, carrying out pre-development exercises evaluating how the planned approach fits into research and development goals and supports stakeholder values, and encouraging research directions beyond ever larger language models."
15,LLM-Based Intelligent Risk Identification for SMEs: A Comparative Study of Prompt Engineering Strategies,2026,Trading and investment,18.00,0,1,1,0,0,"Proceedings of the 2nd International Conference on Digital Society, Information Science and Risk Management",Haijia Zhong; Zhaosheng Wen; Zhenming Zhang; Wenyuan Lu; Qizhou Chen; Fucai Xie; Yanmei Su; Xianpeng Wang,10.1145/3804504.3804520,,https://www.semanticscholar.org/paper/ed4f58c05aa6e7c132a8be192ae6855d1eb993b4,ed4f58c05aa6e7c132a8be192ae6855d1eb993b4,REGTECH_COMPLIANCE_FOCUS-3,Large Language Model in Financial Regulatory Interpretation,credit; financial; market; regulatory; risk,dataset; llm; prompt; reasoning,"Small and medium enterprises (SMEs) are the backbone of economic growth and employment worldwide, yet they face significant challenges in risk management due to limited resources and expertise. Aligned with the United Nations Sustainable Development Goals (SDGs), particularly SDG 8 (Decent Work and Economic Growth) and SDG 9 (Industry, Innovation and Infrastructure), this paper proposes a novel approach leveraging Large Language Models (LLMs) for intelligent risk identification from unstructured textual data. We design a comprehensive risk classification framework covering financial, operational, market, and compliance risks tailored for SMEs. Through systematic comparison of three prompt engineering strategies—zero-shot, few-shot, and chain-of-thought (CoT)—using the DeepSeek-V3 model on a dataset of 100 samples from authoritative public sources (UCI German Credit, Kaggle Supply Chain, and Kaggle SME Financial datasets), we demonstrate that the CoT strategy achieves the best performance with an F1-score of 0.649, representing a 31.96% improvement over traditional keyword-based methods. Notably, CoT is the only strategy capable of identifying compliance risks (F1=0.649 vs. 0 for other strategies), highlighting the importance of step-by-step reasoning for complex regulatory risk detection. Extended validation with six LLMs (DeepSeek-V3, DeepSeek-R1, Qwen3-235B, GLM-4, Kimi-K2, and Qwen3-Max) on 2,000 samples confirms the robustness of our findings. Our research provides practical guidance for deploying LLMs in SME risk management while contributing to sustainable economic development."
16,"LLMs for Integrated Business Intelligence: A Big Data-Driven Framework Integrating Marketing Optimization, Financial Performance, and Audit Quality",2026,Financial agents,18.00,0,1,1,0,0,Big Data and Cognitive Computing,Leonidas Theodorakopoulos; Aristeidis Karras; Alexandra Theodoropoulou; Christos Klavdianos,10.3390/bdcc10040110,,https://www.semanticscholar.org/paper/0002dfcbf6a4c5d90ea9d114965f3a6d48946de6,0002dfcbf6a4c5d90ea9d114965f3a6d48946de6,REGTECH_COMPLIANCE_FOCUS-4,Responsible Innovation: A Strategic Framework for Financial LLM Integration,finance; financial; investment; return; risk,agent; dataset; llm; reasoning,"Enterprise decision making in marketing, finance, and audit remains fragmented, leading to inefficient budget allocation and incomplete risk assessment. This study proposes an integrated, Big Data-driven decision-support framework that unifies Large Language Models (LLMs), attention-based marketing mix modeling, and multi-agent, game-theoretic optimization to coordinate cross-functional decisions. The architecture combines five modules: LLM-enhanced customer segmentation and customer lifetime value prediction, attention-weighted marketing mix modeling, multi-agent LLM systems for hierarchical budget optimization, attention-informed Markov multi-touch attribution, and LLM-augmented audit quality assessment. Empirical validation on a large-scale e-commerce dataset with 2.8 million customers and USD 156 million in marketing expenditure shows that marketing return on investment increases from 4.2 to 6.78 (61.4% relative improvement), financial forecasting error (MAPE) decreases from 12.8% to 4.7% (63.3% reduction), fraud detection accuracy improves by 29.8%, the Audit Quality Index reaches 0.951, and customer lifetime value prediction accuracy improves from 76.4% to 91.3%. By operationalizing the convergence of LLMs, attention mechanisms, and game-theoretic reasoning within a unified and empirically validated framework, the study delivers both theoretical advances and practically deployable tools for integrated business intelligence in digital economies."
17,Optimizing LLM Based Retrieval Augmented Generation Pipelines in the Financial Domain,2024,Benchmarks and datasets,17.98,30,1,0,1,0,North American Chapter of the Association for Computational Linguistics,Yiyun Zhao; Prateek Singh; Hanoz Bhathena; Bernardo Ramos; Aviral Joshi; Swaroop Gadiyaram; Saket Sharma,10.18653/v1/2024.naacl-industry.23,,https://www.semanticscholar.org/paper/036155ed8ec0b922e62741444b1dc4a011390116,036155ed8ec0b922e62741444b1dc4a011390116,REGTECH_COMPLIANCE_FOCUS-5,Standard Benchmarks Fail -- Auditing LLM Agents in Finance Must Prioritize Risk,financial,benchmark; language model; large language model; llm; rag; retrieval,"Retrieval Augmented Generation (RAG) is a prominent approach in real-word applications for grounding large language model (LLM) generations in up-to-date and domain-specific knowledge. However, there is a lack of systematic investigations of the impact of each component (retrieval pipeline, prompts, generation models) on the generation quality of a RAG pipeline in real world scenarios. In this study, we benchmark 6 LLMs in 15 retrieval scenarios, exploring 9 prompts over 2 real world financial domain datasets. We thoroughly discuss the impact of each component in RAG pipeline on answer generation quality and formulate specific recommendations for the design of RAG systems."
18,The regulation of RegTech and SupTech in finance: ensuring consistency in principle and in practice,2022,Other relevant work,17.82,22,1,0,1,1,Journal of Financial Regulation and Compliance,Jonathan McCarthy,10.1108/jfrc-01-2022-0004,,https://www.semanticscholar.org/paper/959c809feca5281c111d857af449f75e9a82c45d,959c809feca5281c111d857af449f75e9a82c45d,REGTECH_COMPLIANCE_FOCUS-4,Responsible Innovation: A Strategic Framework for Financial LLM Integration,bank; banking; finance; regulation; regulatory,reasoning,"
Purpose
The paper’s aim is to consider how best to formulate sturdy regulatory frameworks for RegTech and SupTech. The paper appraises how key features of EU and UK regulatory and policy initiatives can contribute to a functional framework for RegTech and SupTech.


Design/methodology/approach
The paper refers to the most comprehensive empirical findings within the EU and the UK on RegTech and SupTech, including reports released by the European Banking Authority and the Bank of England. As data is only gradually becoming available about the true rate of adoption of RegTech and SupTech, the paper identifies salient areas that warrant analysis from emerging findings. In light of the relatively restricted sources of empirical data, the article’s methodological approach is directed towards the most wide-ranging and detailed sources that are currently available at EU and UK levels.


Findings
The paper reveals distinct variations in how the EU and UK have pursued regulatory approaches towards RegTech and SupTech growth. However, there are many shared features in the respective approaches. The paper argues that a regulatory framework should ideally be imbued with overarching strategies and policy objectives, as well as with practical measures through innovation facilitators, such as sandboxes. Yet, legislative (top-down) intervention will be the significant ingredient in guaranteeing legal clarity for RegTech and SupTech.


Originality/value
By understanding the nuances in EU and UK approaches, the paper advocates for pragmatic reasoning when formulating a regulatory response. The importance of the article is in its focus on the elements of EU and UK regulatory approaches that are most capable of guaranteeing clarity on standards relating to RegTech and SupTech. The paper makes a vital contribution to existing commentary by determining how a balance can be struck between “top-down” and “bottom-up” types of regulation (i.e. should regulation be entirely concerned with industry-driven standards, such as codes of conduct?).
"
19,QuantAgent: Seeking Holy Grail in Trading by Self-Improving Large Language Model,2024,Financial agents,17.75,29,1,0,1,0,arXiv.org,Sai Wang; Hang Yuan; Lionel M. Ni; Jian Guo,10.48550/arXiv.2402.03755,2402.03755,https://www.semanticscholar.org/paper/83edf6872534c75b3099c0b456472e68d6d89ed2,83edf6872534c75b3099c0b456472e68d6d89ed2,REGTECH_COMPLIANCE_FOCUS-2,Agentic AI Systems Applied to tasks in Financial Services: Modeling and model risk management crews,financial; investment; trading,agent; language model; large language model,"Autonomous agents based on Large Language Models (LLMs) that devise plans and tackle real-world challenges have gained prominence.However, tailoring these agents for specialized domains like quantitative investment remains a formidable task. The core challenge involves efficiently building and integrating a domain-specific knowledge base for the agent's learning process. This paper introduces a principled framework to address this challenge, comprising a two-layer loop.In the inner loop, the agent refines its responses by drawing from its knowledge base, while in the outer loop, these responses are tested in real-world scenarios to automatically enhance the knowledge base with new insights.We demonstrate that our approach enables the agent to progressively approximate optimal behavior with provable efficiency.Furthermore, we instantiate this framework through an autonomous agent for mining trading signals named QuantAgent. Empirical results showcase QuantAgent's capability in uncovering viable financial signals and enhancing the accuracy of financial forecasts."
20,FinVault: Benchmarking Financial Agent Safety in Execution-Grounded Environments,2026,Financial agents,17.70,1,1,1,0,1,arXiv.org,Zhi Yang; Runguo Li; Qiqi Qiang; Jiashun Wang; Fangqi Lou; Mengping Li; Dongpo Cheng; Rui Xu; Heng Lian; Shuo Zhang; Xiaolong Liang; Xiaoming Huang; Zheng Wei; Zhaowei Liu; Xin Guo; Huacan Wang; Ronghao Chen; Liwen Zhang,10.48550/arXiv.2601.07853,2601.07853,https://www.semanticscholar.org/paper/85fe86932cb8563be3b28fabc01fa01cc9e77b6f,85fe86932cb8563be3b28fabc01fa01cc9e77b6f,REGTECH_COMPLIANCE_FOCUS-5,Standard Benchmarks Fail -- Auditing LLM Agents in Finance Must Prioritize Risk,financial; investment; regulatory; risk,agent; benchmark; prompt,"Financial agents powered by large language models (LLMs) are increasingly deployed for investment analysis, risk assessment, and automated decision-making, where their abilities to plan, invoke tools, and manipulate mutable state introduce new security risks in high-stakes and highly regulated financial environments. However, existing safety evaluations largely focus on language-model-level content compliance or abstract agent settings, failing to capture execution-grounded risks arising from real operational workflows and state-changing actions. To bridge this gap, we propose FinVault, the first execution-grounded security benchmark for financial agents, comprising 31 regulatory case-driven sandbox scenarios with state-writable databases and explicit compliance constraints, together with 107 real-world vulnerabilities and 963 test cases that systematically cover prompt injection, jailbreaking, financially adapted attacks, as well as benign inputs for false-positive evaluation. Experimental results reveal that existing defense mechanisms remain ineffective in realistic financial agent settings, with average attack success rates (ASR) still reaching up to 50.0\% on state-of-the-art models and remaining non-negligible even for the most robust systems (ASR 6.7\%), highlighting the limited transferability of current safety designs and the need for stronger financial-specific defenses. Our code can be found at https://github.com/aifinlab/FinVault."
21,Herculean: An Agentic Benchmark for Financial Intelligence,2026,Financial agents,17.70,0,1,1,0,1,,Xueqing Peng; Zhuohan Xie; Yupeng Cao; Haohang Li; Lingfei Qian; Yan Wang; V. Zhang; Huan He; Xuguang Ai; Linhai Ma; Ruoyu Xiang; Yueru He; Yikun Han; Shu-Yu Wang; Yuqing Guo; M. Jiang; Yilun Zhao; You Dong; Xiaoyu Wang; Yankai Chen; Ye Yuan; Qiyuan Zhang; Fuyuan Lyu; Haolun Wu; Yonghan Yang; Zichen Zhao; Yuyang Dai; Fangzhao Zhang; R. Elbadry; Ayesha Gull; Muhammad Usman Safder; Nuo Chen; Fengbin Zhu; Tianshi Cai; Zimu Wang; Polydoros Giannouris; Yuechen Jiang; Zhiwei Liu; M. Kabir; Yuyan Wang; Yixiang Zheng; Yangyang Yu; Weijin Liu; Wenbo Cao; Anke Xu; Pengyuan Lu; Jerry Huang; Fengran Mo; Mingquan Lin; Prayag Tiwari; Yijiang Zhao; Víctor Gutiérrez Basulto; Xiao-Yang Liu; Kaleb Smith; Jiahuan Pei; Arman Cohan; Jimin Huang; Yuehua Tang; Alejandro Lopez-Lira; Xi Chen; Xue Liu; Jun'ichi Tsujii; Jian-Yun Nie; Sophia Ananiadou,,2605.14355,https://www.semanticscholar.org/paper/e99b367c18d4d2fe25229505c97ee07d74dff4e1,e99b367c18d4d2fe25229505c97ee07d74dff4e1,REGTECH_COMPLIANCE_FOCUS-6,FinAuditing: A Financial Taxonomy-Structured Multi-Document Benchmark for Evaluating LLMs,financial; market; trading,agent; benchmark; question answering; reasoning; retrieval,"As AI agents improve, the central question is no longer whether they can solve isolated well-defined financial tasks, but whether they can reliably carry out financial professional work. Existing financial benchmarks offer only a partial view of this ability, as they primarily evaluate static competencies such as question answering, retrieval, summarization, and classification. We introduce Herculean, the first skilled benchmark for agentic financial intelligence spanning four representative workflows, including Trading, Hedging, Market Insights, and Auditing. Each workflow is instantiated as a standardized MCP-based skill environment with its own tools, interaction dynamics, constraints, and success criteria, enabling consistent end-to-end assessment of heterogeneous agent systems. Across frontier agents, we find agents perform relatively well on Trading and Market Insights, but struggle substantially on Hedging and Auditing, where long-horizon coordination, state consistency, and structured verification are critical. Overall, our results point to a key gap in current agents in turning financial reasoning into dependable workflow execution in high-stakes financial workflows."
22,Cortical Learning Algorithms and Agentic AI Systems in BFSI: A New Paradigm for Cognitive Financial Intelligence,2025,Financial agents,17.40,0,1,1,0,0,Journal of Banking and Financial Dynamics,Gopichand Agnihotram; Joydeep Sarkar; Magesh Kasthuri; Venkatesh Balasubramaniam,10.55220/2576-6821.v9.802,,https://www.semanticscholar.org/paper/56560269f23a251361bf78a6d7d67d2b14e6e35b,56560269f23a251361bf78a6d7d67d2b14e6e35b,REGTECH_COMPLIANCE_FOCUS-2,Agentic AI Systems Applied to tasks in Financial Services: Modeling and model risk management crews,banking; credit; financial; market; regulatory; risk,agent; reasoning,"The Banking, Financial Services, and Insurance (BFSI) sector is undergoing a structural shift driven by rapid digitization, increasing regulatory pressure, and rising expectations for real-time, intelligent decision-making. As institutions migrate toward fully digital operations, the volume, velocity, and variability of financial data continue to grow bringing with them new challenges in model governance, fraud detection, risk interpretation, and customer analytics. Traditional AI systems, which rely heavily on static, supervised learning models, are increasingly insufficient for these demands. They struggle to adapt to fast-evolving behavioural patterns, require frequent retraining, and often lack transparency, limiting their practical use in highly regulated environments. Cortical Learning Algorithms (CLAs), derived from the Hierarchical Temporal Memory (HTM) theory of the human neocortex, offer a fundamentally different approach. Unlike conventional machine learning methods, CLAs are designed to learn continuously from streaming data, identifying temporal patterns, predicting future states, and detecting anomalies in real time. Their use of sparse distributed representations (SDRs) enables robustness, noise tolerance, and interpretability characteristics essential for financial intelligence systems that must operate with precision under uncertainty. This paper explores how the synergy between CLAs and agentic AI represents a leap beyond deterministic automation toward cognitive orchestration in BFSI. Through continuous temporal learning, contextual reasoning, and explainable decision pipelines, these systems have the potential to transform key domains—including credit scoring, fraud and Anti-Money Laundering (AML) detection, operational and market risk management, claims adjudication, and regulatory compliance. Together, CLA-driven intelligence and agent-based autonomy lay the foundation for the next generation of resilient, transparent, and adaptive financial decision systems."
23,Enhancing Anomaly Detection in Financial Markets with an LLM-based Multi-Agent Framework,2024,Financial agents,17.38,30,1,0,1,0,,T. Park,,2403.19735,https://www.semanticscholar.org/paper/a4d33353dfdc546d499726c87456bf5dfc0e7bf2,a4d33353dfdc546d499726c87456bf5dfc0e7bf2,REGTECH_COMPLIANCE_FOCUS-2,Agentic AI Systems Applied to tasks in Financial Services: Modeling and model risk management crews,financial; market,agent; language model; large language model; llm,"This paper introduces a Large Language Model (LLM)-based multi-agent framework designed to enhance anomaly detection within financial market data, tackling the longstanding challenge of manually verifying system-generated anomaly alerts. The framework harnesses a collaborative network of AI agents, each specialised in distinct functions including data conversion, expert analysis via web research, institutional knowledge utilization or cross-checking and report consolidation and management roles. By coordinating these agents towards a common objective, the framework provides a comprehensive and automated approach for validating and interpreting financial data anomalies. I analyse the S&P 500 index to demonstrate the framework's proficiency in enhancing the efficiency, accuracy and reduction of human intervention in financial market monitoring. The integration of AI's autonomous functionalities with established analytical methods not only underscores the framework's effectiveness in anomaly detection but also signals its broader applicability in supporting financial market monitoring."
24,Opportunities and Challenges of Generative-AI in Finance,2024,Other relevant work,16.86,16,2,1,1,0,BigData Congress [Services Society],Akshar Prabhu Desai; G. Mallya; Mohammad Luqman; Tejasvi Ravi; Nithya Kota; Pranjul Yadav,10.1109/BigData62323.2024.10825658,2410.15653,https://www.semanticscholar.org/paper/e393a37f1989a96768c88bf12efafb35e0eb44f5,e393a37f1989a96768c88bf12efafb35e0eb44f5,REGTECH_COMPLIANCE_FOCUS-1; REGTECH_COMPLIANCE_FOCUS-5,LLMs for Financial Advisement: A Fairness and Efficacy Study in Personal Decision Making; Standard Benchmarks Fail -- Auditing LLM Agents in Finance Must Prioritize Risk,finance; financial,,"Gen-AI techniques are able to improve understanding of context and nuances in language modeling, translation between languages, handle large volumes of data, provide fast, low-latency responses and can be fine-tuned for various tasks and domainsIn this manuscript, we present a comprehensive overview of the applications of Gen-AI techniques in the finance domain. In particular, we present the opportunities and challenges associated with the usage of Gen-AI techniques. We also illustrate the various methodologies which can be used to train Gen-AI techniques and present the various application areas of Gen-AI technologies in the finance ecosystemTo the best of our knowledge, this work represents the most comprehensive summarization of Gen-AI techniques within the financial domain. The analysis is designed for a deep overview of areas marked for substantial advancement while simultaneously pin-point those warranting future prioritization. We also hope that this work would serve as a conduit between finance and other domains, thus fostering the cross-pollination of innovative concepts and practices."
25,Impact of Generative AI in Finance,2025,Trading and investment,16.40,0,1,1,0,0,"2025 IEEE International Conference on Technology Management, Operations and Decisions (ICTMOD)",Ayoub Oulkadi; Hamid El Ghazi,10.1109/ICTMOD66732.2025.11371969,,https://www.semanticscholar.org/paper/ab823e64caeed419c80775a47b7821f62061470d,ab823e64caeed419c80775a47b7821f62061470d,REGTECH_COMPLIANCE_FOCUS-1,LLMs for Financial Advisement: A Fairness and Efficacy Study in Personal Decision Making,banking; finance; financial; fintech; investment; risk,generative ai,"Generative AI and Financial Technologies are the two disruptive technologies that are transforming the digital landscape into different domains by enhancing their efficiency such as financial services, banking, insurance, risk assessment, investment, wealth management and payment methods. LLMs and generative AI have introduced radical shifts in the fintech industry. In fact, the mix between these two technologies holds tremendous potential to create new business models enabled through digitalization. Although research on GenAI & Fintech Applications has emerged, understanding the utility of its integration for business remains limited. This study aims mainly to characterize the benefits of integrated AI and Fintech across different finance applications. Using bibliometric analysis, this study highlights the most influential articles on the subject based on their publications, citations, and importance in the Research Community network."
26,Comparing Open-Source and Commercial LLMs for Domain-Specific Analysis and Reporting: Software Engineering Challenges and Design Trade-offs,2025,Financial agents,16.30,0,1,1,0,1,arXiv.org,Theo Koraag; Niklas Wagner; Felix Dobslaw; Lucas Gren,10.48550/arXiv.2509.24344,2509.24344,https://www.semanticscholar.org/paper/5cf2dbe2e0affef3e033dd6cdd0707756bf3ee04,5cf2dbe2e0affef3e033dd6cdd0707756bf3ee04,REGTECH_COMPLIANCE_FOCUS-4,Responsible Innovation: A Strategic Framework for Financial LLM Integration,finance; financial,agent; gpt; llm; natural language processing; prompt,"Context: Large Language Models (LLMs) enable automation of complex natural language processing across domains, but research on domain-specific applications like Finance remains limited. Objectives: This study explored open-source and commercial LLMs for financial report analysis and commentary generation, focusing on software engineering challenges in implementation. Methods: Using Design Science Research methodology, an exploratory case study iteratively designed and evaluated two LLM-based systems: one with local open-source models in a multi-agent workflow, another using commercial GPT-4o. Both were assessed through expert evaluation of real-world financial reporting use cases. Results: LLMs demonstrated strong potential for automating financial reporting tasks, but integration presented significant challenges. Iterative development revealed issues including prompt design, contextual dependency, and implementation trade-offs. Cloud-based models offered superior fluency and usability but raised data privacy and external dependency concerns. Local open-source models provided better data control and compliance but required substantially more engineering effort for reliability and usability. Conclusion: LLMs show strong potential for financial reporting automation, but successful integration requires careful attention to architecture, prompt design, and system reliability. Implementation success depends on addressing domain-specific challenges through tailored validation mechanisms and engineering strategies that balance accuracy, control, and compliance."
27,Impact of News on the Commodity Market: Dataset and Results,2020,Trading and investment,16.20,99,1,0,1,0,Advances in Intelligent Systems and Computing,Ankur Sinha; Tanmay Khandait,10.1007/978-3-030-73103-8_41,2009.04202,https://www.semanticscholar.org/paper/f987bf3b41ab98e1c755973c89f783ef445ab31a,f987bf3b41ab98e1c755973c89f783ef445ab31a,REGTECH_COMPLIANCE_FOCUS-6,FinAuditing: A Financial Taxonomy-Structured Multi-Document Benchmark for Evaluating LLMs,asset; financial; market; stock,dataset,"Over the last few years, machine learning based methods have been applied to extract information from news flow in the financial domain. However, this information has mostly been in the form of the financial sentiments contained in the news headlines, primarily for the stock prices. In our current work, we propose that various other dimensions of information can be extracted from news headlines, which will be of interest to investors, policy-makers and other practitioners. We propose a framework that extracts information such as past movements and expected directionality in prices, asset comparison and other general information that the news is referring to. We apply this framework to the commodity ""Gold"" and train the machine learning models using a dataset of 11,412 human-annotated news headlines (released with this study), collected from the period 2000-2019. We experiment to validate the causal effect of news flow on gold prices and observe that the information produced from our framework significantly impacts the future gold price."
28,Data-Driven Market-Making via Model-Free Learning,2020,Trading and investment,16.05,133,1,0,1,0,International Joint Conference on Artificial Intelligence,Yueyang Zhong; YeeMan Bergstrom; Amy R. Ward,10.24963/ijcai.2020/615,,https://www.semanticscholar.org/paper/2de67295bcaed2cce3a5cc3d8a4ed3526b21f0a3,2de67295bcaed2cce3a5cc3d8a4ed3526b21f0a3,REGTECH_COMPLIANCE_FOCUS-1,LLMs for Financial Advisement: A Fairness and Efficacy Study in Personal Decision Making,market; risk; trading,benchmark; dataset,"This paper studies when a market-making firm should place orders to maximize their expected net profit, while also constraining risk, assuming orders are maintained on an electronic limit order book (LOB). To do this, we use a model-free and off-policy method, Q-learning, coupled with state aggregation, to develop a proposed trading strategy that can be implemented using a simple lookup table. Our main training dataset is derived from event-by-event data recording the state of the LOB. Our proposed trading strategy has passed both in-sample and out-of-sample testing in the backtester of the market-making firm with whom we are collaborating, and it also outperforms other benchmark strategies. As a result, the firm desires to put the strategy into production."
29,Is Domain Adaptation Worth Your Investment? Comparing BERT and FinBERT on Financial Tasks,2021,Financial language models,15.76,47,1,0,1,0,ECONLP,Bo Peng; Emmanuele Chersoni; Yu-Yin Hsu; Chu-Ren Huang,10.18653/v1/2021.econlp-1.5,,https://www.semanticscholar.org/paper/0cb1f68586f1d0e1f4a970b902b33f4cd5a6c7cd,0cb1f68586f1d0e1f4a970b902b33f4cd5a6c7cd,REGTECH_COMPLIANCE_FOCUS-4,Responsible Innovation: A Strategic Framework for Financial LLM Integration,financial; investment,bert; finbert; natural language processing; transformer,"With the recent rise in popularity of Transformer models in Natural Language Processing, research efforts have been dedicated to the development of domain-adapted versions of BERT-like architectures. In this study, we focus on FinBERT, a Transformer model trained on text from the financial domain. By comparing its performances with the original BERT on a wide variety of financial text processing tasks, we found continual pretraining from the original model to be the more beneficial option. Domain-specific pretraining from scratch, conversely, seems to be less effective."
