paper_key,title,download_status,pdf_path,download_source,download_url,error,source_url,doi,arxiv,paperId
fallmas-an-llm-based-multi-agent-system-for-automated-financial-analysis-72c30b0e90,FALLMAS: An LLM-Based Multi-Agent System for Automated Financial Analysis and Strategic Reporting,needs_manual_download,,,,no_pdf_candidate,https://www.semanticscholar.org/paper/e8fc98f85d07fc06da515f21b8d4da458edf2bf6,10.1109/IMCET69180.2026.11503762,,e8fc98f85d07fc06da515f21b8d4da458edf2bf6
agentic-portfolio-construction-a-multi-agent-architecture-for-llm-driven-8817e411b6,Agentic Portfolio Construction: A Multi-Agent Architecture for LLM-Driven Financial Asset Allocation,needs_manual_download,,,,no_pdf_candidate,https://www.semanticscholar.org/paper/618884efc04556c0efaf82273066b58b7a25abe1,10.1109/FLLM67465.2025.11390987,,618884efc04556c0efaf82273066b58b7a25abe1
the-recent-history-of-large-language-model-in-investment-and-portfolio-m-815ec66169,The recent history of large language model in investment and portfolio management: is it a revolution in finance?,needs_manual_download,,,,no_pdf_candidate,https://www.semanticscholar.org/paper/e23021a2ab136fa32d80fe211b0714d72b6b2dbe,10.1108/jmh-01-2025-0008,,e23021a2ab136fa32d80fe211b0714d72b6b2dbe
generative-ai-solutions-to-empower-financial-firms-7b4d7ff5c7,Generative AI Solutions to Empower Financial Firms,needs_manual_download,,,,no_pdf_candidate,https://www.semanticscholar.org/paper/6aa25a7fba787219fc7af14411f42b43d2eda1a9,10.1177/07439156241311300,,6aa25a7fba787219fc7af14411f42b43d2eda1a9
forexagent-identifying-trading-strategies-in-forex-markets-with-large-la-7c52cc3ae7,ForexAgent: Identifying Trading Strategies in Forex Markets with Large Language Models,needs_manual_download,,,,no_pdf_candidate,https://www.semanticscholar.org/paper/cd2378d01fae5331b77a9ee02a19acf32c92b2f8,10.1109/BigComp68355.2026.00019,,cd2378d01fae5331b77a9ee02a19acf32c92b2f8
chain-of-alpha-unleashing-the-power-of-large-language-models-for-alpha-m-a236dde21c,Chain-of-Alpha: Unleashing the Power of Large Language Models for Alpha Mining in Quantitative Trading,needs_manual_download,,,,"arxiv_id:curl_exit_56: % Total    % Received % Xferd  Average Speed   Time    Time     Time  Current
                                 Dload  Upload   Total   Spent    Left  Speed

  0     0    0     0    0     0      0      0 --:--:-- --:--:-- --:--:--     0
100   217  100   217    0     0   1927      0 --:--:-- --:--:-- ",https://www.semanticscholar.org/paper/d392598fbffaae986b15695b24611205be2e6ec3,10.48550/arXiv.2508.06312,2508.06312,d392598fbffaae986b15695b24611205be2e6ec3
artificial-intelligence-for-quantitative-finance-a-rag-augmented-multi-a-9402c234c9,Artificial Intelligence for Quantitative Finance: A RAG-Augmented Multi-Agent Framework for Robust Equity Strategy Discovery,needs_manual_download,,,,no_pdf_candidate,https://www.semanticscholar.org/paper/70103bfb66cae1c281a7d0f8dd063dffedd7715b,10.1145/3788149.3788249,,70103bfb66cae1c281a7d0f8dd063dffedd7715b
advancing-retrieval-augmented-generation-for-financial-question-answerin-eaba5a19d0,Advancing Retrieval-Augmented Generation for Financial Question Answering,needs_manual_download,,,,no_pdf_candidate,https://www.semanticscholar.org/paper/c1e75f6f1819ef2b0ebad2f9f4b290cc7c4a3b65,10.1109/MERCon67903.2025.11217080,,c1e75f6f1819ef2b0ebad2f9f4b290cc7c4a3b65
model-risk-management-in-finance-the-role-of-agentic-systems-in-risk-mit-62a62850d9,Model Risk Management in Finance: The Role of Agentic Systems in Risk Mitigation,needs_manual_download,,,,no_pdf_candidate,https://www.semanticscholar.org/paper/5d7e850f00c05fceaca6629468aa7da30269ed51,10.1109/ICA67499.2025.00010,,5d7e850f00c05fceaca6629468aa7da30269ed51
llm-based-intelligent-risk-identification-for-smes-a-comparative-study-o-03fda78cdf,LLM-Based Intelligent Risk Identification for SMEs: A Comparative Study of Prompt Engineering Strategies,needs_manual_download,,,,no_pdf_candidate,https://www.semanticscholar.org/paper/ed4f58c05aa6e7c132a8be192ae6855d1eb993b4,10.1145/3804504.3804520,,ed4f58c05aa6e7c132a8be192ae6855d1eb993b4
equity-research-chatbot-using-llm-a-responsive-agent-for-investment-rese-62c7836f21,Equity Research Chatbot Using LLM: A Responsive Agent for Investment Research,needs_manual_download,,,,no_pdf_candidate,https://www.semanticscholar.org/paper/7bb4a5e42968d11762bd82b57b0f68797235bb21,10.1109/PuneCon63413.2024.10895230,,7bb4a5e42968d11762bd82b57b0f68797235bb21
leveraging-internet-sourced-text-data-for-financial-analytics-in-supply-fa3ce2de9c,Leveraging Internet-Sourced Text Data for Financial Analytics in Supply Chain Finance: A Large Language Model-Enhanced Text Mining Workflow,needs_manual_download,,,,no_pdf_candidate,https://www.semanticscholar.org/paper/7ad8e6d84f7ce6145a15852fa19c370c0d485eb0,10.1109/TEM.2025.3567302,,7ad8e6d84f7ce6145a15852fa19c370c0d485eb0
from-text-to-risk-predicting-repayment-risk-in-supply-chain-finance-with-6c942df360,From text to risk: Predicting repayment risk in supply chain finance with deep learning and large language models,needs_manual_download,,,,no_pdf_candidate,https://www.semanticscholar.org/paper/aafaa3ae79682cac015ceddb4c9e9f68cce7a09a,10.1016/j.ijpe.2025.109906,,aafaa3ae79682cac015ceddb4c9e9f68cce7a09a
measuring-firm-level-supply-chain-risk-using-a-generative-large-language-048119a8e2,Measuring Firm-Level Supply Chain Risk Using A Generative Large Language Model,needs_manual_download,,,,no_pdf_candidate,https://www.semanticscholar.org/paper/74de4e2c66b47539377eedf2726dad5c93a5b3ee,10.1016/j.frl.2025.107111,,74de4e2c66b47539377eedf2726dad5c93a5b3ee
measuring-climate-risk-with-chatgpt-the-influence-of-firms-market-value-daccfe4963,Measuring climate risk with ChatGPT: the influence of firms market value within supply chains in China,needs_manual_download,,,,no_pdf_candidate,https://www.semanticscholar.org/paper/ee3198dcf12dee9baf58134f3bb92ac7b75052d9,10.1080/13675567.2025.2480630,,ee3198dcf12dee9baf58134f3bb92ac7b75052d9
measuring-corporate-risk-using-large-language-model-embeddings-evidence-3088a9e92c,Measuring Corporate Risk Using Large Language Model Embeddings: Evidence on Corporate Climate Risk and Supply Chain Restructuring,needs_manual_download,,,,no_pdf_candidate,https://www.semanticscholar.org/paper/ce2c5883b3610ce8523d17b515578bdf5f3b1e97,10.2139/ssrn.6507162,,ce2c5883b3610ce8523d17b515578bdf5f3b1e97
finkg-a-core-financial-knowledge-graph-for-financial-analysis-8de11cf2db,FinKG: A Core Financial Knowledge Graph for Financial Analysis,needs_manual_download,,,,no_pdf_candidate,https://www.semanticscholar.org/paper/9eb95d26abac2f94ce353de53f33ad29d2973996,10.1109/ICSC56153.2023.00020,,9eb95d26abac2f94ce353de53f33ad29d2973996
risk-factor-extraction-in-financial-disclosures-via-a-knowledge-graph-en-a4db9144b0,Risk Factor Extraction in Financial Disclosures via a Knowledge Graph-Enhanced Language Model,needs_manual_download,,,,no_pdf_candidate,https://www.semanticscholar.org/paper/ce7b615098491b4686d7f34df8a80e0fe3aa186c,10.1155/int/9295056,,ce7b615098491b4686d7f34df8a80e0fe3aa186c
a-multi-agent-approach-to-investor-profiling-using-large-language-models-5767d2a629,A Multi-Agent Approach to Investor Profiling Using Large Language Models,needs_manual_download,,,,no_pdf_candidate,https://www.semanticscholar.org/paper/4274cb66827019545cf7b9dae51441f4ad523552,10.1109/ICCAD64771.2025.11099326,,4274cb66827019545cf7b9dae51441f4ad523552
multi-agent-llm-framework-for-formulaic-alpha-generation-and-selection-i-c2185c3965,Multi-Agent LLM Framework for Formulaic Alpha Generation and Selection in Quantitative Trading,needs_manual_download,,,,no_pdf_candidate,https://www.semanticscholar.org/paper/d3cc99f0143c24012b376c5250c7bc88c1f011a5,10.1109/BigData66926.2025.11400963,,d3cc99f0143c24012b376c5250c7bc88c1f011a5
factormad-a-multi-agent-debate-framework-based-on-large-language-models-e71d9f2bce,FactorMAD: A Multi-Agent Debate Framework Based on Large Language Models for Interpretable Stock Alpha Factor Mining,needs_manual_download,,,,no_pdf_candidate,https://www.semanticscholar.org/paper/4a6015774ecfab2fd75ef7fa936a88ef7338daf9,10.1145/3768292.3770377,,4a6015774ecfab2fd75ef7fa936a88ef7338daf9
