rank,title,year,category,score,citationCount,seed_hit_count,seed_citation_hits,seed_reference_hits,influential_edge_hits,venue,authors,doi,arxiv,url,paperId,matched_seed_ids,matched_seed_titles,finance_terms,model_terms,abstract
11,HTML: Hierarchical Transformer-based Multi-task Learning for Volatility Prediction,2020,Other relevant work,20.21,127,1,0,1,0,The Web Conference,Linyi Yang; T. L. J. Ng; Barry Smyth; Ruihai Dong,10.1145/3366423.3380128,,https://www.semanticscholar.org/paper/e2b358bff94b06ab8527a8af482395034f3b0d29,e2b358bff94b06ab8527a8af482395034f3b0d29,TRADING_AGENT_FOCUS-7,ECC Analyzer: Extracting Trading Signal from Earnings Conference Calls using Large Language Model for Stock Volatility Prediction,analyst; asset; earnings; financial; risk; volatility,natural language processing; transformer,"The volatility forecasting task refers to predicting the amount of variability in the price of a financial asset over a certain period. It is an important mechanism for evaluating the risk associated with an asset and, as such, is of significant theoretical and practical importance in financial analysis. While classical approaches have framed this task as a time-series prediction one – using historical pricing as a guide to future risk forecasting – recent advances in natural language processing have seen researchers turn to complementary sources of data, such as analyst reports, social media, and even the audio data from earnings calls. This paper proposes a novel hierarchical, transformer, multi-task architecture designed to harness the text and audio data from quarterly earnings conference calls to predict future price volatility in the short and long term. This includes a comprehensive comparison to a variety of baselines, which demonstrates very significant improvements in prediction accuracy, in the range 17% - 49% compared to the current state-of-the-art. In addition, we describe the results of an ablation study to evaluate the relative contributions of each component of our approach and the relative contributions of text and audio data with respect to prediction accuracy."
12,"Agentic Large Language Models, a survey",2025,Surveys,19.87,108,1,0,1,0,Journal of Artificial Intelligence Research,A. Plaat; M. V. Duijn; Niki van Stein; Mike Preuss; P. V. D. Putten; K. Batenburg,10.1613/jair.1.18675,2503.23037,https://www.semanticscholar.org/paper/b53ecadabdb4ab11b0e404a40610ecaa5f9a5447,b53ecadabdb4ab11b0e404a40610ecaa5f9a5447,TRADING_AGENT_FOCUS-10,To Trade or Not to Trade: An Agentic Approach to Estimating Market Risk Improves Trading Decisions,financial; market; risk,agent; llm; reasoning; retrieval,"Background: There is great interest in agentic LLMs, large language models that act as agents.
Objectives: We review the growing body of work in this area and provide a research agenda.
Methods: Agentic LLMs are LLMs that (1) reason, (2) act, and (3) interact. We organize the literature according to these three categories.
Results: The research in the first category focuses on reasoning, reflection, and retrieval, aiming to improve decision making; the second category focuses on action models, robots, and tools, aiming for agents that act as useful assistants; the third category focuses on multi-agent systems, aiming for collaborative task solving and simulating interaction to study emergent social behavior. We find that works mutually benefit from results in other categories: retrieval enables tool use, reflection improves multi-agent collaboration, and reasoning benefits all categories.
Conclusions: We discuss applications of agentic LLMs and provide an agenda for further research. Important applications are in medical diagnosis, logistics and financial market analysis. Meanwhile, self-reflective agents playing roles and interacting with one another augment the process of scientific research itself. Further, agentic LLMs provide a solution for the problem of LLMs running out of training data: inference-time behavior generates new training states, such that LLMs can keep learning without needing ever larger datasets. We note that there is risk associated with LLM assistants taking action in the real world—safety, liability and security are open problems—while agentic LLMs are also likely to benefit society."
13,AlphaAgents: Large Language Model based Multi-Agents for Equity Portfolio Constructions,2025,Financial agents,19.70,9,1,0,1,1,arXiv.org,Tianjiao Zhao; Jingrao Lyu; Stokes Jones; H. Garber; Stefano Pasquali; Dhagash Mehta,10.48550/arXiv.2508.11152,2508.11152,https://www.semanticscholar.org/paper/64ed47d4b1f2b6104c29098c9d9fe0a34fa1aec7,64ed47d4b1f2b6104c29098c9d9fe0a34fa1aec7,TRADING_AGENT_FOCUS-13,Toward Expert Investment Teams:A Multi-Agent LLM System with Fine-Grained Trading Tasks,equity; portfolio; risk; stock,agent; language model; large language model,"The field of artificial intelligence (AI) agents is evolving rapidly, driven by the capabilities of Large Language Models (LLMs) to autonomously perform and refine tasks with human-like efficiency and adaptability. In this context, multi-agent collaboration has emerged as a promising approach, enabling multiple AI agents to work together to solve complex challenges. This study investigates the application of role-based multi-agent systems to support stock selection in equity research and portfolio management. We present a comprehensive analysis performed by a team of specialized agents and evaluate their stock-picking performance against established benchmarks under varying levels of risk tolerance. Furthermore, we examine the advantages and limitations of employing multi-agent frameworks in equity analysis, offering critical insights into their practical efficacy and implementation challenges."
14,FinRL: A Deep Reinforcement Learning Library for Automated Stock Trading in Quantitative Finance,2020,Financial agents,19.51,178,1,0,1,0,Social Science Research Network,Xiao-Yang Liu; Hongyang Yang; Qian Chen; Runjia Zhang; Liuqing Yang; Bowen Xiao; Chris Wang,10.2139/SSRN.3737859,2011.09607,https://www.semanticscholar.org/paper/1fc643611860d9cb46df0251c35c2c55a941f3f2,1fc643611860d9cb46df0251c35c2c55a941f3f2,TRADING_AGENT_FOCUS-5,AlphaQuanter: An End-to-End Tool-Augmented Agentic Reinforcement Learning Framework for Stock Trading,finance; market; portfolio; risk; stock; trading,agent,"As deep reinforcement learning (DRL) has been recognized as an effective approach in quantitative finance, getting hands-on experiences is attractive to beginners. However, to train a practical DRL trading agent that decides where to trade, at what price, and what quantity involves error-prone and arduous development and debugging. In this paper, we introduce a DRL library FinRL that facilitates beginners to expose themselves to quantitative finance and to develop their own stock trading strategies. Along with easily-reproducible tutorials, FinRL library allows users to streamline their own developments and to compare with existing schemes easily. Within FinRL, virtual environments are configured with stock market datasets, trading agents are trained with neural networks, and extensive backtesting is analyzed via trading performance. Moreover, it incorporates important trading constraints such as transaction cost, market liquidity and the investor's degree of risk-aversion. FinRL is featured with completeness, hands-on tutorial and reproducibility that favors beginners: (i) at multiple levels of time granularity, FinRL simulates trading environments across various stock markets, including NASDAQ-100, DJIA, SP (ii) organized in a layered architecture with modular structure, FinRL provides fine-tuned state-of-the-art DRL algorithms (DQN, DDPG, PPO, SAC, A2C, TD3, etc.), commonly-used reward functions and standard evaluation baselines to alleviate the debugging workloads and promote the reproducibility, and (iii) being highly extendable, FinRL reserves a complete set of user-import interfaces. Furthermore, we incorporated three application demonstrations, namely single stock trading, multiple stock trading, and portfolio allocation. The FinRL library will be available on Github at link this https URL."
15,Can Large Language Models Mine Interpretable Financial Factors More Effectively? A Neural-Symbolic Factor Mining Agent Model,2024,Financial agents,19.45,14,1,0,1,1,Annual Meeting of the Association for Computational Linguistics,Zhiwei Li; Ran Song; Caihong Sun; Wei Xu; Zhengtao Yu; Ji-Rong Wen,10.18653/v1/2024.findings-acl.233,,https://www.semanticscholar.org/paper/798467c14bd05df92408a58072d1af39b7e06a7b,798467c14bd05df92408a58072d1af39b7e06a7b,TRADING_AGENT_FOCUS-2,Chain-of-Alpha: Unleashing the Power of Large Language Models for Alpha Mining in Quantitative Trading,asset; financial; market; returns; stock,agent,"Finding interpretable factors for stock returns is the most vital issue in the empirical asset pricing domain. As data-driven methods, existing factor mining models can be categorized into symbol-based and neural-based models. Symbol-based models are interpretable but inefficient, while neural-based approaches are efficient but lack interpretability. Hence, mining interpretable factors effectively presents a significant challenge. Inspired by the success of Large Language Models (LLMs) in various tasks, we propose a FActor Mining Agent (FAMA) model that enables LLMs to integrate the strengths of both neural and symbolic models for factor mining. In this paper, FAMA consists of two main components: Cross-Sample Selection (CSS) and Chain-of-Experience (CoE). CSS addresses the homogeneity challenges in LLMs during factor mining by assimilating diverse factors as in-context samples, whereas CoE enables LLMs to leverage past successful mining experiences, expe-diting the mining of effective factors. Experimental evaluations on real-world stock market data demonstrate the effectiveness of our approach by surpassing the SOTA RankIC by 0.006 and RankICIR by 0.105 in predicting S&P 500 returns"
16,Multi-Agent LLM Framework for Formulaic Alpha Generation and Selection in Quantitative Trading,2025,Financial agents,19.40,0,1,1,0,0,BigData Congress [Services Society],Qizhao Chen; Hiroaki Kawashima,10.1109/BigData66926.2025.11400963,,https://www.semanticscholar.org/paper/d3cc99f0143c24012b376c5250c7bc88c1f011a5,d3cc99f0143c24012b376c5250c7bc88c1f011a5,TRADING_AGENT_FOCUS-2,Chain-of-Alpha: Unleashing the Power of Large Language Models for Alpha Mining in Quantitative Trading,finance; market; portfolio; returns; risk; trading,agent; language model; large language model; llm,"This study proposes a multi-agent Large Language Model (LLM) framework for formulaic alpha generation and selection in quantitative finance. In this context, an alpha refers to a predictive trading signal or mathematical expression designed to capture excess returns beyond market benchmarks. While a single LLM can generate candidate alphas, relying on one model often results in redundancy, limited diversity, and suboptimal signal quality. To address this, we adopt a multi-agent approach where DeepSeek is responsible for generating a broad pool of formulaic alphas, and Gemini serves as an evaluator that selects the top ten most important alphas from this pool based on criteria such as predictive strength and diversity of signals. To assess the effectiveness of the framework, we compare two experimental setups: (1) an equal-weighted portfolio constructed from the top ten alphas selected by Gemini, and (2) an equal-weighted portfolio of all 50 alphas generated by DeepSeek. Empirical results demonstrate that the multi-agent framework can achieve better portfolio performance, delivering higher cumulative returns, improved risk-adjusted measures, and lower maximum drawdown relative to the full alpha pool. These findings highlight the potential of multi-agent LLM collaboration in enhancing alpha discovery and systematic trading strategies."
17,Technical Analysis of the Financial Markets,1999,Trading and investment,19.37,770,2,0,2,2,,J. Murphy,,,https://www.semanticscholar.org/paper/e507ad65b2a3b8370687e1c6eac0f1bebc34bb83,e507ad65b2a3b8370687e1c6eac0f1bebc34bb83,TRADING_AGENT_FOCUS-4; TRADING_AGENT_FOCUS-8,ATLAS: Adaptive Trading with LLM AgentS Through Dynamic Prompt Optimization and Multi-Agent Coordination; QuantAgent: Price-Driven Multi-Agent LLMs for High-Frequency Trading,financial,,
18,Simulating Financial Market via Large Language Model based Agents,2024,Financial agents,19.29,34,1,0,1,0,arXiv.org,Shen Gao; Yuntao Wen; Minghang Zhu; Jiani Wei; Yuhan Cheng; Qunzi Zhang; Shuo Shang,10.48550/arXiv.2406.19966,2406.19966,https://www.semanticscholar.org/paper/7150e17eac46cfdfc303ceef882d115e0232de46,7150e17eac46cfdfc303ceef882d115e0232de46,TRADING_AGENT_FOCUS-1,Can Large Language Models Trade? Testing Financial Theories with LLM Agents in Market Simulations,financial; market; stock; trading,agent; language model; large language model,"Most economic theories typically assume that financial market participants are fully rational individuals and use mathematical models to simulate human behavior in financial markets. However, human behavior is often not entirely rational and is challenging to predict accurately with mathematical models. In this paper, we propose \textbf{A}gent-based \textbf{S}imulated \textbf{F}inancial \textbf{M}arket (ASFM), which first constructs a simulated stock market with a real order matching system. Then, we propose a large language model based agent as the stock trader, which contains the profile, observation, and tool-learning based action module. The trading agent can comprehensively understand current market dynamics and financial policy information, and make decisions that align with their trading strategy. In the experiments, we first verify that the reactions of our ASFM are consistent with the real stock market in two controllable scenarios. In addition, we also conduct experiments in two popular economics research directions, and we find that conclusions drawn in our \model align with the preliminary findings in economics research. Based on these observations, we believe our proposed ASFM provides a new paradigm for economic research."
19,QTMRL: An Agent for Quantitative Trading Decision-Making Based on Multi-Indicator Guided Reinforcement Learning,2025,Financial agents,18.60,1,1,0,1,0,arXiv.org,Xiangdong Liu; Jiahao Chen,10.48550/arXiv.2508.20467,2508.20467,https://www.semanticscholar.org/paper/e12683613f7c86f5ab6a7a52226486fe3d4d80d9,e12683613f7c86f5ab6a7a52226486fe3d4d80d9,TRADING_AGENT_FOCUS-13,Toward Expert Investment Teams:A Multi-Agent LLM System with Fine-Grained Trading Tasks,financial; market; portfolio; risk; trading; volatility,agent; dataset,"In the highly volatile and uncertain global financial markets, traditional quantitative trading models relying on statistical modeling or empirical rules often fail to adapt to dynamic market changes and black swan events due to rigid assumptions and limited generalization. To address these issues, this paper proposes QTMRL (Quantitative Trading Multi-Indicator Reinforcement Learning), an intelligent trading agent combining multi-dimensional technical indicators with reinforcement learning (RL) for adaptive and stable portfolio management. We first construct a comprehensive multi-indicator dataset using 23 years of S&P 500 daily OHLCV data (2000-2022) for 16 representative stocks across 5 sectors, enriching raw data with trend, volatility, and momentum indicators to capture holistic market dynamics. Then we design a lightweight RL framework based on the Advantage Actor-Critic (A2C) algorithm, including data processing, A2C algorithm, and trading agent modules to support policy learning and actionable trading decisions. Extensive experiments compare QTMRL with 9 baselines (e.g., ARIMA, LSTM, moving average strategies) across diverse market regimes, verifying its superiority in profitability, risk adjustment, and downside risk control. The code of QTMRL is publicly available at https://github.com/ChenJiahaoJNU/QTMRL.git"
20,SoK: Security of Autonomous LLM Agents in Agentic Commerce,2026,Financial agents,18.60,0,1,1,0,0,,Qian'ang Mao; Jiaxin Wang; Ya Liu; Li Zhu; Cong Ma; Jiaqi Yan,,2604.15367,https://www.semanticscholar.org/paper/aa0af9b1864263b3cd1ead987eea4d4fb11406ea,aa0af9b1864263b3cd1ead987eea4d4fb11406ea,TRADING_AGENT_FOCUS-3,FinNLP-AgentScen-2024 Shared Task: Financial Challenges in Large Language Models - FinLLMs,finance; market; regulation; regulatory,agent; benchmark; language model; large language model; llm; reasoning,"Autonomous large language model (LLM) agents such as OpenClaw are pushing agentic commerce from human-supervised assistance toward machine actors that can negotiate, purchase services, manage digital assets, and execute transactions across on-chain and off-chain environments. Protocols such as the Trustless Agents standard (ERC-8004), Agent Payments Protocol (AP2), OKX Agent Payments Protocol (APP), the HTTP 402-based payment protocol (x402), Agent Commerce Protocol (ACP), the Agentic Commerce standard (ERC-8183), and Machine Payments Protocol (MPP) enable this transition, but they also create an attack surface that existing security frameworks do not capture well. This Systematization of Knowledge (SoK) develops a unified security framework for autonomous LLM agents in commerce and finance. We organize threats along five dimensions: agent integrity, transaction authorization, inter-agent trust, market manipulation, and regulatory compliance. From a systematically curated public corpus of academic papers, protocol documents, industry reports, and incident evidence, we derive 12 cross-layer attack vectors and show how failures propagate from reasoning and tooling layers into custody, settlement, market harm, and compliance exposure. We then propose a layered defense architecture addressing authorization gaps left by current agent-payment protocols. Overall, our analysis shows that securing agentic commerce is inherently a cross-layer problem that requires coordinated controls across LLM safety, protocol design, identity, market structure, and regulation. We conclude with a research roadmap and a benchmark agenda for secure autonomous commerce."
21,AutoRedTrader: Autonomous Red Teaming of Trading Agents through Synthetic Misinformation Injection,2026,Financial agents,18.40,0,1,1,0,0,,Zhiwei Liu; Yangyang Yu; Yupeng Cao; Yuechen Jiang; Haohang Li; Zhuoran Lu; Yuyan Wang; Yixiang Zheng; Xiaorui Guo; C. Cheng; Sophia Ananiadou,,2605.09185,https://www.semanticscholar.org/paper/893d235a3e19ba5208803c879f4956ef2dfa89d2,893d235a3e19ba5208803c879f4956ef2dfa89d2,TRADING_AGENT_FOCUS-11,TradeTrap: Are LLM-based Trading Agents Truly Reliable and Faithful?,finance; financial; market; risk; stock; trading,agent; llm; reasoning,"LLM-based financial agents increasingly rely on both numerical market data and textual signals for sequential trading and stock prediction. However, financial misinformation often appears as subtle textual perturbations rather than explicit falsehoods, making it difficult to detect while still capable of significantly altering agent reasoning and decisions. To study this risk, we propose AutoRedTrader, an autonomous red-teaming framework that generates finance-specific misinformation through behavioral bias manipulation, minor textual perturbations, and rewriting strategies, with agent feedback used to strengthen attacks over time. We evaluate AutoRedTrader in a POMDP-based financial agent simulation environment, and further examine a time-series-informed grounding setting for robustness analysis. The framework enables systematic evaluation of how subtle misinformation affects financial agents and whether historical market evidence can stabilize decisions under misleading textual signals. We evaluate the framework on Bitcoin transaction data. The results show that AutoRedTrader achieves the strongest attack performance with 69.00% misinformation exposure rate and 26.67% attack success rate, outperforming general-purpose misinformation and red-teaming baselines. Ablation studies further show that all modules contribute to generating retrievable and decision-effective financial misinformation."
22,Enhancing Stock Market Forecasts with Double Deep Q-Network in Volatile Stock Market Environments,2024,Trading and investment,18.16,11,1,0,1,0,Electronics,George Papageorgiou; Dimitrios Gkaimanis; Christos Tjortjis,10.3390/electronics13091629,,https://www.semanticscholar.org/paper/bed85e718dd95b4c89669fdbc87d341b341541d3,bed85e718dd95b4c89669fdbc87d341b341541d3,TRADING_AGENT_FOCUS-13,Toward Expert Investment Teams:A Multi-Agent LLM System with Fine-Grained Trading Tasks,finance; financial; market; sentiment; stock; trading,,"Stock market prediction is a subject of great interest within the finance industry and beyond. In this context, our research investigates the use of reinforcement learning through implementing the double deep Q-network (DDQN) alongside technical indicators and sentiment analysis, utilizing data from Yahoo Finance and StockTwits to forecast NVIDIA’s short-term stock movements over the dynamic and volatile period from 2 January 2020, to 21 September 2023. By incorporating financial data, the model’s effectiveness is assessed in three stages: initial reliance on closing prices, the introduction of technical indicators, and the integration of sentiment analysis. Early findings showed a dominant buy tendency (63.8%) in a basic model. Subsequent phases used technical indicators for balanced decisions and sentiment analysis to refine strategies and moderate rewards. Comparative analysis underscores a progressive increase in profitability, with average profits ranging from 57.41 to 119.98 with full data integration and greater outcome variability. These results reveal the significant impact of combining diverse data sources on the model’s predictive accuracy and profitability, suggesting that integrating sentiment analysis alongside traditional financial metrics can significantly enhance the sophistication and effectiveness of algorithmic trading strategies in fluctuating market environments."
23,FinRL Contests: Data‐Driven Financial Reinforcement Learning Agents for Stock and Crypto Trading,2025,Financial agents,17.95,2,1,1,0,0,Artificial Intelligence for Engineering,Keyi Wang; Nikolaus Holzer; Ziyi Xia; Yupeng Cao; Jiechao Gao; Anwar Walid; Kairong Xiao; Xiao-Yang Liu Yanglet,10.1049/aie2.12004,,https://www.semanticscholar.org/paper/f2af5174daaeac47d02ad672220bc4ab8b7c9b2b,f2af5174daaeac47d02ad672220bc4ab8b7c9b2b,TRADING_AGENT_FOCUS-7,ECC Analyzer: Extracting Trading Signal from Earnings Conference Calls using Large Language Model for Stock Volatility Prediction,financial; fintech; market; stock; trading,language model; large language model; llm,"Financial reinforcement learning (FinRL) is now a practical paradigm for financial engineering. However, applying RL strategies to real‐world trading tasks remains a challenge for individuals, as it is error‐prone and engineering‐heavy. The stock and crypto trading tasks pose unique challenges due to the non‐stationarity of financial data, low signal‐to‐noise ratios and various market frictions. Although numerous FinRL methods have been developed for stock and crypto trading tasks, the lack of standardised task definitions, real‐time high‐quality datasets, close‐to‐real market environments and robust baselines has hindered consistent reproduction in both the open‐source community and the FinTech industry. To bridge this gap, we organised a series of FinRL Contests from 2023 to 2025, covering a diverse range of financial tasks such as stock trading, order execution, crypto trading, and the use of large language model (LLM)‐engineered signals. These contests attracted 230+ participants from 100+ institutions in 20+ countries. To encourage participation, we provided starter kits that feature GPU‐optimised parallel market environments, ensemble learning methods, and comprehensive instructions. In this paper, we summarise these benchmarking efforts, detailing trading task formulations, data curation pipelines, environment implementations, evaluation protocols, participant performance and organisational insights. It guides our follow‐up FinRL Contests and also provides a reference pipeline for FinAI contests alike."
24,StockSim: A Dual-Mode Order-Level Simulator for Evaluating Multi-Agent LLMs in Financial Markets,2025,Financial agents,17.86,5,1,0,1,1,arXiv.org,Charidimos Papadakis; Giorgos Filandrianos; Angeliki Dimitriou; Maria Lymperaiou; Konstantinos Thomas; G. Stamou,10.48550/arXiv.2507.09255,2507.09255,https://www.semanticscholar.org/paper/336c89f0dadae33e79c1730e2f62f78ad4c3fffe,336c89f0dadae33e79c1730e2f62f78ad4c3fffe,TRADING_AGENT_FOCUS-8,ATLAS: Adaptive Trading with LLM AgentS Through Dynamic Prompt Optimization and Multi-Agent Coordination,financial; market; trading,agent; llm; reasoning,"We present StockSim, an open-source simulation platform for systematic evaluation of large language models (LLMs) in realistic financial decision-making scenarios. Unlike previous toolkits that offer limited scope, StockSim delivers a comprehensive system that fully models market dynamics and supports diverse simulation modes of varying granularity. It incorporates critical real-world factors, such as latency, slippage, and order-book microstructure, that were previously neglected, enabling more faithful and insightful assessment of LLM-based trading agents. An extensible, role-based agent framework supports heterogeneous trading strategies and multi-agent coordination, making StockSim a uniquely capable testbed for NLP research on reasoning under uncertainty and sequential decision-making. We open-source all our code at https: //github.com/harrypapa2002/StockSim."
25,Look-Ahead-Bench: a Standardized Benchmark of Look-ahead Bias in Point-in-Time LLMs for Finance,2026,Trading and investment,17.80,1,2,2,0,0,arXiv.org,Mostapha Benhenda,10.48550/arXiv.2601.13770,2601.13770,https://www.semanticscholar.org/paper/fa3a3a950cb3e1cede6b445179e8c6d07781fa2c,fa3a3a950cb3e1cede6b445179e8c6d07781fa2c,TRADING_AGENT_FOCUS-4; TRADING_AGENT_FOCUS-2,Chain-of-Alpha: Unleashing the Power of Large Language Models for Alpha Mining in Quantitative Trading; QuantAgent: Price-Driven Multi-Agent LLMs for High-Frequency Trading,finance; financial; market,benchmark; reasoning,"We introduce Look-Ahead-Bench, a standardized benchmark measuring look-ahead bias in Point-in-Time (PiT) Large Language Models (LLMs) within realistic and practical financial workflows. Unlike most existing approaches that primarily test inner lookahead knowledge via Q\\&A, our benchmark evaluates model behavior in practical scenarios. To distinguish genuine predictive capability from memorization-based performance, we analyze performance decay across temporally distinct market regimes, incorporating several quantitative baselines to establish performance thresholds. We evaluate prominent open-source LLMs -- Llama 3.1 (8B and 70B) and DeepSeek 3.2 -- against a family of Point-in-Time LLMs (Pitinf-Small, Pitinf-Medium, and frontier-level model Pitinf-Large) from PiT-Inference. Results reveal significant lookahead bias in standard LLMs, as measured with alpha decay, unlike Pitinf models, which demonstrate improved generalization and reasoning abilities as they scale in size. This work establishes a foundation for the standardized evaluation of temporal bias in financial LLMs and provides a practical framework for identifying models suitable for real-world deployment. Code is available on GitHub: https://github.com/benstaf/lookaheadbench"
26,QuantAgent: Seeking Holy Grail in Trading by Self-Improving Large Language Model,2024,Financial agents,17.75,29,1,0,1,0,arXiv.org,Sai Wang; Hang Yuan; Lionel M. Ni; Jian Guo,10.48550/arXiv.2402.03755,2402.03755,https://www.semanticscholar.org/paper/83edf6872534c75b3099c0b456472e68d6d89ed2,83edf6872534c75b3099c0b456472e68d6d89ed2,TRADING_AGENT_FOCUS-1,Can Large Language Models Trade? Testing Financial Theories with LLM Agents in Market Simulations,financial; investment; trading,agent; language model; large language model,"Autonomous agents based on Large Language Models (LLMs) that devise plans and tackle real-world challenges have gained prominence.However, tailoring these agents for specialized domains like quantitative investment remains a formidable task. The core challenge involves efficiently building and integrating a domain-specific knowledge base for the agent's learning process. This paper introduces a principled framework to address this challenge, comprising a two-layer loop.In the inner loop, the agent refines its responses by drawing from its knowledge base, while in the outer loop, these responses are tested in real-world scenarios to automatically enhance the knowledge base with new insights.We demonstrate that our approach enables the agent to progressively approximate optimal behavior with provable efficiency.Furthermore, we instantiate this framework through an autonomous agent for mining trading signals named QuantAgent. Empirical results showcase QuantAgent's capability in uncovering viable financial signals and enhancing the accuracy of financial forecasts."
27,Volatility Prediction using Financial Disclosures Sentiments with Word Embedding-based IR Models,2017,Trading and investment,17.71,71,1,0,1,0,Annual Meeting of the Association for Computational Linguistics,Navid Rekabsaz; M. Lupu; A. Baklanov; Alexander Dür; Linda Andersson; A. Hanbury,10.18653/v1/P17-1157,1702.01978,https://www.semanticscholar.org/paper/99b20d07d9278dd4d31a1e9acfced91f24ac1cb6,99b20d07d9278dd4d31a1e9acfced91f24ac1cb6,TRADING_AGENT_FOCUS-7,ECC Analyzer: Extracting Trading Signal from Earnings Conference Calls using Large Language Model for Stock Volatility Prediction,financial; market; risk; sentiment; stock; volatility,retrieval,"Volatility prediction—an essential concept in financial markets—has recently been addressed using sentiment analysis methods. We investigate the sentiment of annual disclosures of companies in stock markets to forecast volatility. We specifically explore the use of recent Information Retrieval (IR) term weighting models that are effectively extended by related terms using word embeddings. In parallel to textual information, factual market data have been widely used as the mainstream approach to forecast market risk. We therefore study different fusion methods to combine text and market data resources. Our word embedding-based approach significantly outperforms state-of-the-art methods. In addition, we investigate the characteristics of the reports of the companies in different financial sectors."
28,New Concepts in Technical Trading Systems,1978,Trading and investment,17.52,512,2,0,2,1,,J. Wilder,,,https://www.semanticscholar.org/paper/510a7be05582965cd5c587c6722ad2068fd43647,510a7be05582965cd5c587c6722ad2068fd43647,TRADING_AGENT_FOCUS-4; TRADING_AGENT_FOCUS-8,ATLAS: Adaptive Trading with LLM AgentS Through Dynamic Prompt Optimization and Multi-Agent Coordination; QuantAgent: Price-Driven Multi-Agent LLMs for High-Frequency Trading,trading,,
29,A Simulation Characterizing Out-of-The-Box Stock Trading Behavior of Various LLMs,2025,Financial agents,17.40,0,1,1,0,0,2025 Artificial Intelligence for Business (AIxB),Salvador E. Barbosa,10.1109/AIxB65684.2025.00011,,https://www.semanticscholar.org/paper/facf262bb8f3add99f089c463617da45fddeacdc,facf262bb8f3add99f089c463617da45fddeacdc,TRADING_AGENT_FOCUS-1,Can Large Language Models Trade? Testing Financial Theories with LLM Agents in Market Simulations,finance; investment; market; return; stock; trading,prompt; rag,"The intersection of artificial intelligence and finance has led to a surge of interest as Large Language Models (LLMs) have come on the scene and promise to automate decision-making in many tasks, including stock trading. However, each model, shaped by distinct training data, architectures, and design philosophies, exhibits specific strengths and weaknesses in its decision-making behavior, thereby influencing its performance on the trading task. Therefore, understanding the “personality” of individual LLMs is crucial to ensuring that the “right” model is chosen as the basis for stock trading agents and assistants. This research is a comparative analysis of the trading behavior and performance of five LLMs (llama3.2, mistral, gemma3, phi4, and qwen2.5), and sheds light on the unique characteristics and idiosyncrasies of each model. The experiments, in a custom simulation framework, analyze stock buy and sell trades/recommendations and measure the frequency of various errors, assessing their impact on performance. The experimental design employs these models as released for use in Ollama, via a common prompt and without fine-tuning or using retrievalaugmented generation (RAG), and assesses their performance through multiple trials, over trading periods in both rising and declining market conditions. The return on investment is compared across models and between market conditions, the “personality” of each model is characterized through a set of metrics, and the number and types of errors made by the LLMs are contrasted. The results of this investigation inform the choice of models as agents for automated stock trading/recommendation and create a path for future research in this rapidly-evolving area."
30,FinPos: A Position-Aware Trading Agent System for Real Financial Markets,2025,Financial agents,17.15,2,1,0,1,0,arXiv.org,Bijia Liu; Ronghao Dang,10.48550/arXiv.2510.27251,2510.27251,https://www.semanticscholar.org/paper/a5cc3e3e464b0aa7703f6b707fdaab95f23ad26d,a5cc3e3e464b0aa7703f6b707fdaab95f23ad26d,TRADING_AGENT_FOCUS-12,Design and Empirical Study of a Large Language Model-Based Multi-Agent Investment System for Chinese Public REITs,financial; market; risk; trading,agent; llm; reasoning,"The exceptional potential of large language models (LLMs) in handling text information has garnered significant attention in the field of financial trading. However, most existing trading agents operate under intraday, independent unit-based trading tasks, where decisions are made as isolated directional actions, and thus lack awareness of continuous position management. Therefore, we propose a position-aware trading task designed to simulate a more realistic market. To address this task, we propose FinPos, a position-aware trading agent system designed to explicitly model and manage continuous positions. FinPos enhances position awareness through three key mechanisms: (1) professional-level interpretation of heterogeneous market information; (2) a dual-agent decision structure that separates directional reasoning from risk-aware position adjustment; and (3) multi-timescale reward signals, allowing the agent to internalize position awareness through experiential feedback rather than static instructions alone. Extensive experiments demonstrate that FinPos surpasses state-of-the-art trading agents in the position-aware trading task, which closely mirrors real market conditions. More importantly, our findings reveal that LLM-centered agent systems exhibit a vast, largely unexplored potential in long-term market decision-making."
