rank,title,year,category,score,citationCount,seed_hit_count,seed_citation_hits,seed_reference_hits,influential_edge_hits,venue,authors,doi,arxiv,url,paperId,matched_seed_ids,matched_seed_titles,finance_terms,model_terms,abstract
11,Parallel and Multi-Stage Knowledge Graph Retrieval for Behaviorally Aligned Financial Asset Recommendations,2025,Trading and investment,15.80,1,1,1,0,0,arXiv.org,Fernando Spadea; O. Seneviratne,10.48550/arXiv.2511.11583,2511.11583,https://www.semanticscholar.org/paper/8d6552a105be40d7e33262b71ac7e67550f720c8,8d6552a105be40d7e33262b71ac7e67550f720c8,SPECIFIC_DOMAIN_ROUND3-1,FinDKG: Dynamic Knowledge Graphs with Large Language Models for Detecting Global Trends in Financial Markets,asset; financial; market,dataset; llm; rag; retrieval,"Large language models (LLMs) show promise for personalized financial recommendations but are hampered by context limits, hallucinations, and a lack of behavioral grounding. Our prior work, FLARKO, embedded structured knowledge graphs (KGs) in LLM prompts to align advice with user behavior and market data. This paper introduces RAG-FLARKO, a retrieval-augmented extension to FLARKO, that overcomes scalability and relevance challenges using multi-stage and parallel KG retrieval processes. Our method first retrieves behaviorally relevant entities from a user's transaction KG and then uses this context to filter temporally consistent signals from a market KG, constructing a compact, grounded subgraph for the LLM. This pipeline reduces context overhead and sharpens the model's focus on relevant information. Empirical evaluation on a real-world financial transaction dataset demonstrates that RAG-FLARKO significantly enhances recommendation quality. Notably, our framework enables smaller, more efficient models to achieve high performance in both profitability and behavioral alignment, presenting a viable path for deploying grounded financial AI in resource-constrained environments."
12,ASTIF: Adaptive Semantic-Temporal Integration for Cryptocurrency Price Forecasting,2025,Trading and investment,15.60,0,1,1,0,0,arXiv.org,Hafiz Shoaib ur Rehman; Ling Liu; Kaleem Ullah Qasim,10.48550/arXiv.2512.18661,2512.18661,https://www.semanticscholar.org/paper/93cf9cd65b7ef5317f4591cf1198f72bc27648c2,93cf9cd65b7ef5317f4591cf1198f72bc27648c2,SPECIFIC_DOMAIN_ROUND3-3,FinRipple: Aligning Large Language Models with Financial Market for Event Ripple Effect Awareness,financial; market; risk; volatility,dataset; language model; transformer,"Financial time series forecasting is fundamentally an information fusion challenge, yet most existing models rely on static architectures that struggle to integrate heterogeneous knowledge sources or adjust to rapid regime shifts. Conventional approaches, relying exclusively on historical price sequences, often neglect the semantic drivers of volatility such as policy uncertainty and market narratives. To address these limitations, we propose the ASTIF (Adaptive Semantic-Temporal Integration for Cryptocurrency Price Forecasting), a hybrid intelligent system that adapts its forecasting strategy in real time through confidence-based meta-learning. The framework integrates three complementary components. A dual-channel Small Language Model using MirrorPrompt extracts semantic market cues alongside numerical trends. A hybrid LSTM Random Forest model captures sequential temporal dependencies. A confidence-aware meta-learner functions as an adaptive inference layer, modulating each predictor's contribution based on its real-time uncertainty. Experimental evaluation on a diverse dataset of AI-focused cryptocurrencies and major technology stocks from 2020 to 2024 shows that ASTIF outperforms leading deep learning and Transformer baselines (e.g., Informer, TFT). The ablation studies further confirm the critical role of the adaptive meta-learning mechanism, which successfully mitigates risk by shifting reliance between semantic and temporal channels during market turbulence. The research contributes a scalable, knowledge-based solution for fusing quantitative and qualitative data in non-stationary environments."
13,Exploring the Potential of Large Language Models in Supply Chain Management: A Study Using Big Data,2024,"Reports, filings, and risk",15.44,32,1,0,1,0,Journal of Global Information Management,S. Srivastava; Susmi Routray; Surajit Bag; Shivam Gupta; Z. Zhang,10.4018/jgim.335125,,https://www.semanticscholar.org/paper/0547d6069527ab26c9a587d4997b9760aa84811d,0547d6069527ab26c9a587d4997b9760aa84811d,SPECIFIC_DOMAIN_ROUND3-4,NatureKG: an ontology and knowledge graph for nature finance with a Text2Cypher application,risk; supply chain risk,bert; llm,"This study aims to identify emerging topics, themes, and potential areas for applying large language models (LLMs) in supply chain management through data triangulation. This study involved the synthesis of 33 published articles and a total of 3421 social media documents, including tweets, posts, expert opinions, and industry reports on utilizing LLMs in supply chain management. By employing BERT models, four core themes were derived: Supply chain optimization, supply chain risk and security management, supply chain knowledge management, and automated contract intelligence, which provides the present status of LLM in the supply chain. The results of this study will empower managers to identify prospective applications and areas for improvement, affording them a comprehensive understanding of the antecedents, decisions, and outcomes detailed in the framework. The insights garnered from this study are highly valuable to both researchers and managers, equipping them to harness the latest advancements in LLM technology and its role within supply chain management."
14,LENS: Large Pre-trained Transformer for Exploring Financial Time Series Regularities,2024,Benchmarks and datasets,14.60,3,1,0,1,0,International Conference on AI in Finance,Yuanjian Xu; Jianing Hao; Anxian Liu; Zhenzhuo Li; Shichang Meng; Shuai Yuan; Guang Zhang,10.1145/3768292.3770349,2408.10111,https://www.semanticscholar.org/paper/297dde821e8e18f7761bf28c3d64980c2dc33223,297dde821e8e18f7761bf28c3d64980c2dc33223,SPECIFIC_DOMAIN_ROUND3-3,FinRipple: Aligning Large Language Models with Financial Market for Event Ripple Effect Awareness,finance; financial,dataset; foundation model; transformer,"Modeling large-scale time series has gained significant attention in recent years. However, its direct application in finance remains challenging due to substantial differences in data characteristics across domains. Specifically, financial systems feature inherent stochasticity and low signal-to-noise ratios, rendering traditional methods and pre-training approaches ineffective. This underscores the urgent need for a foundation model tailored to financial time series. To bridge this gap, we propose LENS, a pre-trained model for this domain. LENS effectively captures the complexity of financial stochastic systems through a carefully crafted model architecture and mitigates noise during pre-training by using an invertible embedding module. We provide a rigorous theoretical explanation of the model’s effectiveness and validate its performance through extensive experiments. Pre-trained on a dataset comprising 100 billion financial observations, LENS achieves exceptional results across a wide range of critical downstream tasks. Moreover, our work offers practical insights into developing pre-trained time series models in high-noise environments, paving the way for further advancements in this pivotal research domain."
15,Interpreting Fedspeak with Confidence: A LLM-Based Uncertainty-Aware Framework Guided by Monetary Policy Transmission Paths,2025,Trading and investment,14.15,2,1,1,0,0,AAAI Conference on Artificial Intelligence,Rui Yao; Qi Chai; Jin-Ge Yao; Siyuan Li; Junhao Chen; Qi Zhang; Hao Wang,10.48550/arXiv.2508.08001,2508.08001,https://www.semanticscholar.org/paper/b0baf442a5ba9092ee8464451f2e1f9f78744bf6,b0baf442a5ba9092ee8464451f2e1f9f78744bf6,SPECIFIC_DOMAIN_ROUND3-1,FinDKG: Dynamic Knowledge Graphs with Large Language Models for Detecting Global Trends in Financial Markets,financial; market; trading,llm; reasoning,"""Fedspeak"", the stylized and often nuanced language used by the U.S. Federal Reserve, encodes implicit policy signals and strategic stances. The Federal Open Market Committee strategically employs Fedspeak as a communication tool to shape market expectations and influence both domestic and global economic conditions. As such, automatically parsing and interpreting Fedspeak presents a high-impact challenge, with significant implications for financial forecasting, algorithmic trading, and data-driven policy analysis. Technically, to enrich the semantic and contextual representation of Fedspeak texts, we incorporate domain-specific reasoning grounded in the monetary policy transmission mechanism. We further introduce a dynamic uncertainty decoding module to assess the confidence of model predictions, thereby enhancing both classification accuracy and model reliability. Experimental results demonstrate that our framework achieves state-of-the-art performance on the policy stance analysis task. Moreover, statistical analysis reveals a significant positive correlation between perceptual uncertainty and model error rates, validating the effectiveness of perceptual uncertainty as a diagnostic signal."
16,Sentiment analysis of Twitter data for predicting stock market movements,2016,Trading and investment,14.03,409,1,0,1,0,Software and Compilers for Embedded Systems,Venkata Sasank Pagolu; Kamal Nayan Reddy Challa; G. Panda; B. Majhi,10.1109/SCOPES.2016.7955659,1610.09225,https://www.semanticscholar.org/paper/fcbba03b6156295a5738f9f03d157f67f665365c,fcbba03b6156295a5738f9f03d157f67f665365c,SPECIFIC_DOMAIN_ROUND3-3,FinRipple: Aligning Large Language Models with Financial Market for Event Ripple Effect Awareness,market; sentiment; stock,,"Predicting stock market movements is a well-known problem of interest. Now-a-days social media is perfectly representing the public sentiment and opinion about current events. Especially, Twitter has attracted a lot of attention from researchers for studying the public sentiments. Stock market prediction on the basis of public sentiments expressed on Twitter has been an intriguing field of research. Previous studies have concluded that the aggregate public mood collected from Twitter may well be correlated with Dow Jones Industrial Average Index (DJIA). The thesis of this work is to observe how well the changes in stock prices of a company, the rises and falls, are correlated with the public opinions being expressed in tweets about that company. Understanding author's opinion from a piece of text is the objective of sentiment analysis. The present paper have employed two different textual representations, Word2vec and N-gram, for analyzing the public sentiments in tweets. In this paper, we have applied sentiment analysis and supervised machine learning principles to the tweets extracted from Twitter and analyze the correlation between stock market movements of a company and sentiments in tweets. In an elaborate way, positive news and tweets in social media about a company would definitely encourage people to invest in the stocks of that company and as a result the stock price of that company would increase. At the end of the paper, it is shown that a strong correlation exists between the rise and falls in stock prices with the public sentiments in tweets."
17,Structuring Sustainability Reports for Environmental Standards with LLMs guided by Ontology,2024,"Reports, filings, and risk",13.48,10,1,0,1,0,CLIMATENLP,Aida Usmanova; Ricardo Usbeck,10.18653/v1/2024.climatenlp-1.13,,https://www.semanticscholar.org/paper/5af797de094bdce47e8a4a6b94d5d6db350bd299,5af797de094bdce47e8a4a6b94d5d6db350bd299,SPECIFIC_DOMAIN_ROUND3-4,NatureKG: an ontology and knowledge graph for nature finance with a Text2Cypher application,corporate; disclosure,reasoning,"Following the introduction of the European Sustainability Reporting Standard (ESRS), companies will have to adapt to a new policy and provide mandatory sustainability reports. However, implementing such reports entails a challenge, such as the comprehension of a large number of textual information from various sources. This task can be accelerated by employing Large Language Models (LLMs) and ontologies to effectively model the domain knowledge. In this study, we extended an existing ontology to model ESRS Topical Standard for disclosure. The developed ontology would enable automated reasoning over the data and assist in constructing Knowledge Graphs (KGs). Moreover, the proposed ontology extension would also help to identify gaps in companies’ sustainability reports with regard to the ESRS requirements.Additionally, we extracted knowledge from corporate sustainability reports via LLMs guided with a proposed ontology and developed their KG representation."
18,Exploring the In-Context Learning Capabilities of LLMs for Money Laundering Detection in Financial Graphs,2025,Other relevant work,12.40,1,1,1,0,0,2025 IEEE International Conference on Data Mining Workshops (ICDMW),Erfan Pirmorad,10.1109/ICDMW69685.2025.00026,2507.14785,https://www.semanticscholar.org/paper/96a8eb94d07faf1b207c74132fb4a0d3358fa0bf,96a8eb94d07faf1b207c74132fb4a0d3358fa0bf,SPECIFIC_DOMAIN_ROUND3-1,FinDKG: Dynamic Knowledge Graphs with Large Language Models for Detecting Global Trends in Financial Markets,analyst; financial,llm; reasoning,"The complexity and inter-connectivity of entities involved in money laundering demand investigative reasoning over graph-structured data. This paper explores the use of large language models (LLMs) as reasoning engines over localized subgraphs extracted from a financial knowledge graph. We propose a lightweight pipeline that retrieves k-hop neighborhoods around entities of interest, serializes them into structured text, and prompts an LLM via few-shot in-context learning to assess suspiciousness and generate justifications. Using synthetic antimoney laundering (AML) scenarios that reflect common laundering behaviors, we show that LLMs can emulate analyst-style logic, highlight red flags, and provide coherent explanations. While this study is exploratory, it illustrates the potential of LLM-based graph reasoning in AML and lays groundwork for explainable, language-driven financial crime analytics."
19,Knowledge enhanced prompt learning framework for financial news recommendation,2025,Other relevant work,11.40,9,1,1,0,0,Pattern Recognition,Shaobo Sun; Xiaoming Pan; Shuang Qi; Jun Gao,10.1016/j.patcog.2025.111461,,https://www.semanticscholar.org/paper/65d69fc9209b1d30a1b5ada7638fe5ed7f1a1e9c,65d69fc9209b1d30a1b5ada7638fe5ed7f1a1e9c,SPECIFIC_DOMAIN_ROUND3-1,FinDKG: Dynamic Knowledge Graphs with Large Language Models for Detecting Global Trends in Financial Markets,financial,prompt,
20,RECONSTRUCTION DATA WAREHOUSE USING LARGE LANGUAGE MODEL: A CASE STUDY ON VIETNAMESE FINANCE QUESTION ANSWERING SYSTEM,2024,"Reports, filings, and risk",11.40,0,1,1,0,0,"Proceedings “The 12th International Conference on Emerging Challenges: SUSTAINABLE STRATEGIES IN THE DATA-DRIVEN ECONOMY”. November 1st – 2 nd, 2024 Thanh Hoa, Vietnam",T.D. Le; Trung-Kien Nguyen; Khac-Hoai Nam Bui,10.15625/vap.2025.0061,,https://www.semanticscholar.org/paper/9909b790da69ca4faadeeca17af78d43fd6b2d6f,9909b790da69ca4faadeeca17af78d43fd6b2d6f,SPECIFIC_DOMAIN_ROUND3-1,FinDKG: Dynamic Knowledge Graphs with Large Language Models for Detecting Global Trends in Financial Markets,finance,language model; large language model; question answering,"This paper proposes a novel framework for a data mining platform with two main objectives: i) reconstructing the data warehouse by structuring data from raw unstructured data, and ii) verifying the efficiency of a knowledge graph through its application in a practical study within the Vietnamese Finance Question Answering System. Specifically, we design a method for creating a knowledge graph using a Large Language Model, transforming unstructured data into structured data. The graph is injected into the data warehouse alongside the existing structured data. We then apply our proposed Knowledge Graph to a use case in the finance domain, a popular field in data mining. The proposed method demonstrates better performance than naive approaches when applied to a Large Language Model-based chatbot system in the Vietnamese finance sector. This method paves the way for enhancing input data sources for data mining platforms, enabling more precise and complex analyses. Furthermore, it shows the potential of using Large Language Models-specifically for knowledge graph creation and as a core element of chatbot systems-opening up a wide variety of applications for this technology in data mining systems. Research"
