rank,title,year,category,score,citationCount,seed_hit_count,seed_citation_hits,seed_reference_hits,influential_edge_hits,venue,authors,doi,arxiv,url,paperId,matched_seed_ids,matched_seed_titles,finance_terms,model_terms,abstract
11,Generative artificial intelligence in supply chain and operations management: a capability-based framework for analysis and implementation,2024,Trading and investment,17.27,271,1,0,1,0,International Journal of Production Research,Ilya Jackson; Dmitry A. Ivanov; Alexandre Dolgui; Jafar Namdar,10.1080/00207543.2024.2309309,,https://www.semanticscholar.org/paper/14faed00db373d87bf90e8ee8f2c0dbbeed768dd,14faed00db373d87bf90e8ee8f2c0dbbeed768dd,SPECIFIC_DOMAIN_ROUND2-9,Enhancing supply chain visibility with knowledge graphs and large language models,investment; risk,generative ai; reasoning,"This research examines the transformative potential of artificial intelligence (AI) in general and Generative AI (GAI) in particular in supply chain and operations management (SCOM). Through the lens of the resource-based view and based on key AI capabilities such as learning, perception, prediction, interaction, adaptation, and reasoning, we explore how AI and GAI can impact 13 distinct SCOM decision-making areas. These areas include but are not limited to demand forecasting, inventory management, supply chain design, and risk management. With its outcomes, this study provides a comprehensive understanding of AI and GAI's functionality and applications in the SCOM context, offering a practical framework for both practitioners and researchers. The proposed framework systematically identifies where and how AI and GAI can be applied in SCOM, focussing on decision-making enhancement, process optimisation, investment prioritisation, and skills development. Managers can use it as a guidance to evaluate their operational processes and identify areas where AI and GAI can deliver improved efficiency, accuracy, resilience, and overall effectiveness. The research underscores that AI and GAI, with their multifaceted capabilities and applications, open a revolutionary potential and substantial implications for future SCOM practices, innovations, and research."
12,HybridRAG: Integrating Knowledge Graphs and Vector Retrieval Augmented Generation for Efficient Information Extraction,2024,Other relevant work,16.91,179,1,0,1,0,International Conference on AI in Finance,Bhaskarjit Sarmah; Dhagash Mehta; Benika Hall; R. Rao; S. Patel; Stefano Pasquali,10.1145/3677052.3698671,2408.04948,https://www.semanticscholar.org/paper/9af8bccf3e42996cbb198a6ceccafa2a084689f6,9af8bccf3e42996cbb198a6ceccafa2a084689f6,SPECIFIC_DOMAIN_ROUND2-7,FinKario: Event-Enhanced Automated Construction of Financial Knowledge Graph,earnings; financial,rag; retrieval,"Extraction and interpretation of intricate information from unstructured text data arising in financial applications, such as earnings call transcripts, present substantial challenges to large language models (LLMs) even using the current best practices to use Retrieval Augmented Generation (RAG) (referred to as VectorRAG techniques which utilize vector databases for information retrieval) due to challenges such as domain specific terminology and complex formats of the documents. We introduce a novel approach based on a combination, called HybridRAG, of the Knowledge Graphs (KGs) based RAG techniques (called GraphRAG) and VectorRAG techniques to enhance question-answer (Q&A) systems for information extraction from financial documents that is shown to be capable of generating accurate and contextually relevant answers. Using experiments on a set of financial earning call transcripts documents which come in the form of Q&A format, and hence provide a natural set of pairs of ground-truth Q&As, we show that HybridRAG which retrieves context from both vector database and KG outperforms both traditional VectorRAG and GraphRAG individually when evaluated at both the retrieval and generation stages in terms of retrieval accuracy and answer generation. The proposed technique has applications beyond the financial domain."
13,FETILDA: Evaluation Framework for Effective Representations of Long Financial Documents,2024,"Reports, filings, and risk",16.60,4,1,0,1,0,ACM Transactions on Knowledge Discovery from Data,B. Xia; Vipula Rawte; Aparna Gupta; Mohammed J. Zaki,10.1145/3657299,,https://www.semanticscholar.org/paper/2839d79911e484e0a5740e8047aa4c7736a9f3e5,2839d79911e484e0a5740e8047aa4c7736a9f3e5,SPECIFIC_DOMAIN_ROUND2-7,FinKario: Event-Enhanced Automated Construction of Financial Knowledge Graph,10-k; disclosure; financial; regulatory,dataset; natural language processing,"In the financial sphere, there is a wealth of accumulated unstructured financial data, such as the textual disclosure documents that companies submit on a regular basis to regulatory agencies, such as the Securities and Exchange Commission. These documents are typically very long and tend to contain valuable soft information about a company’s performance that is not present in quantitative predictors. It is therefore of great interest to learn predictive models from these long textual documents, especially for forecasting numerical key performance indicators. In recent years, there has been great progress in natural language processing via pre-trained language models (LMs) learned from large corpora of textual data. This prompts the important question of whether they can be used effectively to produce representations for long documents, as well as how we can evaluate the effectiveness of representations produced by various LMs. Our work focuses on answering this critical question, namely, the evaluation of the efficacy of various LMs in extracting useful soft information from long textual documents for prediction tasks. In this article, we propose and implement a deep learning evaluation framework that utilizes a sequential chunking approach combined with an attention mechanism. We perform an extensive set of experiments on a collection of 10-K reports submitted annually by U.S. banks, and another dataset of reports submitted by U.S. companies, to investigate thoroughly the performance of different types of language models. Overall, our framework using LMs outperforms strong baseline methods for textual modeling as well as for numerical regression. Our work provides better insights into how utilizing pre-trained domain-specific and fine-tuned long-input LMs for representing long documents can improve the quality of representation of textual data and, therefore, help in improving predictive analyses."
14,Do We Need Domain-Specific Embedding Models? An Empirical Investigation,2024,Benchmarks and datasets,16.00,19,1,0,1,0,arXiv.org,Yixuan Tang; Yi Yang,10.48550/arXiv.2409.18511,2409.18511,https://www.semanticscholar.org/paper/205413d3c679e7da703cfd8f3239a18412cd4f06,205413d3c679e7da703cfd8f3239a18412cd4f06,SPECIFIC_DOMAIN_ROUND2-3,FinBERT2: A Specialized Bidirectional Encoder for Bridging the Gap in Finance-Specific Deployment of Large Language Models,finance; financial,benchmark; dataset; llm,"Embedding models play a crucial role in representing and retrieving information across various NLP applications. Recent advancements in Large Language Models (LLMs) have further enhanced the performance of embedding models, which are trained on massive amounts of text covering almost every domain. These models are often benchmarked on general-purpose datasets like Massive Text Embedding Benchmark (MTEB), where they demonstrate superior performance. However, a critical question arises: Is the development of domain-specific embedding models necessary when general-purpose models are trained on vast corpora that already include specialized domain texts? In this paper, we empirically investigate this question, choosing the finance domain as an example. We introduce the Finance Massive Text Embedding Benchmark (FinMTEB), a counterpart to MTEB that consists of financial domain-specific text datasets. We evaluate the performance of seven state-of-the-art embedding models on FinMTEB and observe a significant performance drop compared to their performance on MTEB. To account for the possibility that this drop is driven by FinMTEB's higher complexity, we propose four measures to quantify dataset complexity and control for this factor in our analysis. Our analysis provides compelling evidence that state-of-the-art embedding models struggle to capture domain-specific linguistic and semantic patterns. Moreover, we find that the performance of general-purpose embedding models on MTEB is not correlated with their performance on FinMTEB, indicating the need for domain-specific embedding benchmarks for domain-specific embedding models. This study sheds light on developing domain-specific embedding models in the LLM era. FinMTEB comes with open-source code at https://github.com/yixuantt/FinMTEB"
15,The Importance of AI Data Governance in Large Language Models,2025,"Reports, filings, and risk",15.75,29,1,1,0,0,Big Data and Cognitive Computing,Saurabh Pahune; Zahid Akhtar; Venkatesh Mandapati; Kamran Siddique,10.3390/bdcc9060147,,https://www.semanticscholar.org/paper/d44a2a42fe40c2ff50f7169a5877277cb14b4e55,d44a2a42fe40c2ff50f7169a5877277cb14b4e55,SPECIFIC_DOMAIN_ROUND2-1,Exploring the Potential of Large Language Models in Supply Chain Management: A Study Using Big Data,finance; regulatory,language model; large language model; llm,"AI data governance is a crucial framework for ensuring that data are utilized in the lifecycle of large language model (LLM) activity, from the development process to the end-to-end testing process, model validation, secure deployment, and operations. This requires the data to be managed responsibly, confidentially, securely, and ethically. The main objective of data governance is to implement a robust and intelligent data governance framework for LLMs, which tends to impact data quality management, the fine-tuning of model performance, biases, data privacy laws, security protocols, ethical AI practices, and regulatory compliance processes in LLMs. Effective data governance steps are important for minimizing data breach activity, enhancing data security, ensuring compliance and regulations, mitigating bias, and establishing clear policies and guidelines. This paper covers the foundation of AI data governance, key components, types of data governance, best practices, case studies, challenges, and future directions of data governance in LLMs. Additionally, we conduct a comprehensive detailed analysis of data governance and how efficient the integration of AI data governance must be for LLMs to gain a trustable approach for the end user. Finally, we provide deeper insights into the comprehensive exploration of the relevance of the data governance framework to the current landscape of LLMs in the healthcare, pharmaceutical, finance, supply chain management, and cybersecurity sectors and address the essential roles to take advantage of the approach of data governance frameworks and their effectiveness and limitations."
16,FinRipple: Aligning Large Language Models with Financial Market for Event Ripple Effect Awareness,2025,Trading and investment,15.61,7,1,0,1,0,Annual Meeting of the Association for Computational Linguistics,Yuanjian Xu; Jianing Hao; Kunsheng Tang; Jingnan Chen; Anxian Liu; Peng Liu; Guang Zhang,10.48550/arXiv.2505.23826,2505.23826,https://www.semanticscholar.org/paper/ae31ca9344da43928a894bf9641b199290a109f6,ae31ca9344da43928a894bf9641b199290a109f6,SPECIFIC_DOMAIN_ROUND2-7,FinKario: Event-Enhanced Automated Construction of Financial Knowledge Graph,asset; financial; market,llm; reasoning,"Financial markets exhibit complex dynamics where localized events trigger ripple effects across entities. Previous event studies, constrained by static single-company analyses and simplistic assumptions, fail to capture these ripple effects. While large language models (LLMs) offer emergent reasoning capabilities, their direct application falters due to structural market unawareness and limited capacity to analyze ripple effects. We propose FinRipple, an elegant framework that empowers LLMs with the ability to analyze ripple effects through financial theory-guided large-scale reinforcement learning. We begin by relaxing the assumptions of previous methods, incorporating a time-varying knowledge graph to accurately represent market structure. By seamlessly integrating classical asset pricing theory, we align the LLM with the market, enabling it to predict ripple effects. To the best of our knowledge, we are the first to provide a standardized definition of ripple effect prediction, a task that is extremely important yet unexplored in the financial domain. Extensive experiments demonstrate that FinRipple provides a promising solution to this task."
17,FinDKG: Dynamic Knowledge Graphs with Large Language Models for Detecting Global Trends in Financial Markets,2024,Trading and investment,15.26,26,1,0,1,0,International Conference on AI in Finance,Xiaohu Li; Francesco Sanna Passino,10.1145/3677052.3698603,2407.10909,https://www.semanticscholar.org/paper/330623f783928b9d552d3a29b263f002d30599c2,330623f783928b9d552d3a29b263f002d30599c2,SPECIFIC_DOMAIN_ROUND2-7,FinKario: Event-Enhanced Automated Construction of Financial Knowledge Graph,financial; investing,benchmark; llm,"Dynamic knowledge graphs (DKGs) are popular structures to express different types of connections between objects over time. They can also serve as an efficient mathematical tool to represent information extracted from complex unstructured data sources, such as text or images. Within financial applications, DKGs could be used to detect trends for strategic thematic investing, based on information obtained from financial news articles. In this work, we explore the properties of large language models (LLMs) as dynamic knowledge graph generators, proposing a novel open-source fine-tuned LLM for this purpose, called the Integrated Contextual Knowledge Graph Generator (ICKG). We use ICKG to produce a novel open-source DKG from a corpus of financial news articles, called FinDKG, and we propose an attention-based GNN architecture for analysing it, called KGTransformer. We test the performance of the proposed model on benchmark datasets and FinDKG, demonstrating superior performance on link prediction tasks. Additionally, we evaluate the performance of the KGTransformer on FinDKG for thematic investing, showing it can outperform existing thematic ETFs."
18,Extracting supply chain maps from news articles using deep neural networks,2020,Other relevant work,14.92,101,1,0,1,1,International Journal of Production Research,Pascal Wichmann; A. Brintrup; Simon Baker; Philip Woodall; D. McFarlane,10.1080/00207543.2020.1720925,,https://www.semanticscholar.org/paper/2182da06b3ecdf39d297f58da3fe4bc175b9e0d2,2182da06b3ecdf39d297f58da3fe4bc175b9e0d2,SPECIFIC_DOMAIN_ROUND2-9,Enhancing supply chain visibility with knowledge graphs and large language models,risk; supply chain risk,natural language processing,"Supply chains are increasingly global, complex and multi-tiered. Consequently, companies often struggle to maintain complete visibility of their supply network. This poses a problem as visibility of the network structure is required for tasks like effectively managing supply chain risk. In this paper, we discuss automated supply chain mapping as a means of maintaining structural visibility of a company's supply chain, and we use Deep Learning to automatically extract buyer–supplier relations from natural language text. Early results show that supply chain mapping solutions using Natural Language Processing and Deep Learning could enable companies to (a) automatically generate rudimentary supply chain maps, (b) verify existing supply chain maps, or (c) augment existing maps with additional supplier information."
19,Potential of large language models in blockchain-based supply chain finance,2025,Other relevant work,14.76,18,1,1,0,0,Enterprise Information Systems,Lei Yang; Qiaoming Hou; Xin Zhu; Yang Lu; Lida Xu,10.1080/17517575.2025.2541199,,https://www.semanticscholar.org/paper/e5efe42b90618c6fcb73efc7ca003a80f51fee8d,e5efe42b90618c6fcb73efc7ca003a80f51fee8d,SPECIFIC_DOMAIN_ROUND2-1,Exploring the Potential of Large Language Models in Supply Chain Management: A Study Using Big Data,finance; financial; supply chain finance,natural language processing,"ABSTRACT Supply chain financing can alleviate the financial constraints of small and medium-sized enterprises, blockchain can optimise supply chain financing strategies. The unique natural language processing capabilities of large language models have broad application prospects in supply chain financing decision-making. We innovatively introduce large language models to explore their application in blockchain-driven supply chain financing platforms. It is found that the excellent information processing capabilities of large language models significantly improves users’ financing efficiency. This study highlights the application potential of large language models and provides decision-making reference for managers."
20,FinQAPT: Empowering Financial Decisions with End-to-End LLM-driven Question Answering Pipeline,2024,Benchmarks and datasets,14.56,18,1,0,1,0,International Conference on AI in Finance,Kuldeep Singh; Simerjot Kaur; Charese H. Smiley,10.1145/3677052.3698682,2410.13959,https://www.semanticscholar.org/paper/6a28f57508045ce7a9dc65c598c7a134d492bda0,6a28f57508045ce7a9dc65c598c7a134d492bda0,SPECIFIC_DOMAIN_ROUND2-7,FinKario: Event-Enhanced Automated Construction of Financial Knowledge Graph,financial,dataset; llm; question answering,"Financial decision-making hinges on the analysis of relevant information embedded in the enormous volume of documents in the financial domain. To address this challenge, we developed FinQAPT, an end-to-end pipeline that streamlines the identification of relevant financial reports based on a query, extracts pertinent context, and leverages Large Language Models (LLMs) to perform downstream tasks. To evaluate the pipeline, we experimented with various techniques to optimize the performance of each module using the FinQA dataset. We introduced a novel clustering-based negative sampling technique to enhance context extraction and a novel prompting method called Dynamic N-shot Prompting to boost the numerical question-answering capabilities of LLMs. At the module level, we achieved state-of-the-art accuracy on FinQA, attaining an accuracy of 80.6%. However, at the pipeline level, we observed decreased performance due to challenges in extracting relevant context from financial reports. We conducted a detailed error analysis of each module and the end-to-end pipeline, pinpointing specific challenges that must be addressed to develop a robust solution for handling complex financial tasks."
21,Towards knowledge graph reasoning for supply chain risk management using graph neural networks,2022,Benchmarks and datasets,13.55,118,1,0,1,0,International Journal of Production Research,E. Kosasih; F. Margaroli; S. Gelli; Ajmal Aziz; N. Wildgoose; A. Brintrup,10.1080/00207543.2022.2100841,,https://www.semanticscholar.org/paper/b84a9730b1833e6a901e14ed1093190f83257b81,b84a9730b1833e6a901e14ed1093190f83257b81,SPECIFIC_DOMAIN_ROUND2-9,Enhancing supply chain visibility with knowledge graphs and large language models,risk; supply chain risk,reasoning,"Modern supply chains are complex, interconnected systems that contain emergent, invisible dependencies. Lack of visibility often hinders effective risk planning and results in delayed discovery of supply chain problems, with examples ranging from product contamination, unsustainable production practices, or exposure to suppliers clustered in geographical areas prone to natural or man-made disasters. Initiatives that rely on manual collection of data often fail due to supply chain complexity and unwillingness of suppliers to share data. In this paper, we propose a neurosymbolic machine learning technique to proactively uncover hidden risks in supply chains and discover new information. Our method uses a combination of graph neural networks and knowledge graph reasoning. Unlike existing research our model is able to infer multiple types of hidden relationship risks, presenting a step change in automated supply chain surveillance. The approach has been tested on two empirical datasets from the automotive and energy industries, illustrating that it can provide inference in multiple types of links such as companies, products, production capabilities, certifications; thereby facilitating complex queries that go beyond who-supplies-whom. As such, additional risk insights can emerge from graph structure, providing practitioners with new knowledge."
22,NatureKG: an ontology and knowledge graph for nature finance with a Text2Cypher application,2025,"Reports, filings, and risk",12.80,0,1,1,0,0,Frontiers Artif. Intell.,Neetu Kushwaha; Alok Singh; Hassan Aftab Sheikh,10.3389/frai.2025.1693843,,https://www.semanticscholar.org/paper/d45721e1412296bee277dfa6ac831d630da7c424,d45721e1412296bee277dfa6ac831d630da7c424,SPECIFIC_DOMAIN_ROUND2-1,Exploring the Potential of Large Language Models in Supply Chain Management: A Study Using Big Data,finance; financial,dataset; llm; reasoning,"Introduction Nature finance involves complex, multi-dimensional challenges that require analytical frameworks to assess risks, impacts, dependencies, and systemic resilience. Existing financial systems lack structured tools to map dependencies between natural capital and financial assets. To address this, we introduce NatureKG, the first ontology and instantiated knowledge graph (KG) specifically tailored to nature finance, aiming to support financial institutions in assessing environmental risks, impacts, and dependencies systematically. Methods We designed a domain ontology grounded in ENCORE, the Science-Based Targets Network (SBTN), and peer-reviewed literature. This ontology defines entities such as Actions, Drivers of Nature Loss, Value Chains, Evidence, and Sources. The ontology was instantiated into NatureKG within Neo4j, consisting of 320 nodes and 540 relationships curated by domain experts. As a proof of concept, we constructed a Text2Cypher dataset and fine-tuned three open-source large language models (Phi-3, LLaMA-3.1-8B, and Mistral-7B) to translate natural language queries into Cypher graph queries. The models were trained and evaluated under different dataset split strategies (paraphrase, cypher-level, and generalization) using metrics such as BLEU, exact match, execution accuracy, and Macro F1 scores. Results Phi-3 achieved the highest execution accuracy (0.21) and Macro F1 score (0.56), demonstrating better structural and reasoning capability under paraphrase and schema generalization splits. LLaMA-3.1-8B exhibited balanced performance, while Mistral-7B lagged across most metrics. The results indicate that smaller, fine-tuned models can generalize effectively in low-resource, domain-specific settings, validating the feasibility of LLM-assisted querying for nature finance. Discussion Despite modest initial accuracy, this feasibility study establishes a baseline for integrating domain-specific ontologies with AI systems. NatureKG offers a reusable foundation for representing environmental risks, dependencies, and interventions, with potential to enhance transparency and scalability in sustainable finance decision support. Future work should expand dataset diversity, sectoral coverage beyond the built environment, and refine model reasoning through larger, domain-aligned data catalogues."
23,Knowledge enhanced prompt learning framework for financial news recommendation,2025,Other relevant work,12.00,9,1,0,1,0,Pattern Recognition,Shaobo Sun; Xiaoming Pan; Shuang Qi; Jun Gao,10.1016/j.patcog.2025.111461,,https://www.semanticscholar.org/paper/65d69fc9209b1d30a1b5ada7638fe5ed7f1a1e9c,65d69fc9209b1d30a1b5ada7638fe5ed7f1a1e9c,SPECIFIC_DOMAIN_ROUND2-7,FinKario: Event-Enhanced Automated Construction of Financial Knowledge Graph,financial,prompt,
24,Resilient Routing: Risk-Aware Dynamic Routing in Smart Logistics via Spatiotemporal Graph Learning,2026,Benchmarks and datasets,12.00,9,1,0,1,0,arXiv.org,Zhiming Xue; Sichen Zhao; Yalun Qi; Xianling Zeng; Zihan Yu,10.48550/arXiv.2601.13632,2601.13632,https://www.semanticscholar.org/paper/6a47fd1aeb485040a63607ff8039b3a3a4c8793c,6a47fd1aeb485040a63607ff8039b3a3a4c8793c,SPECIFIC_DOMAIN_ROUND2-6,LLM-Grounded Explainable AI for Supply Chain Risk Early Warning via Temporal Graph Attention Networks,risk,dataset,"With the rapid development of the e-commerce industry, the logistics network is experiencing unprecedented pressure. The traditional static routing strategy most time cannot tolerate the traffic congestion and fluctuating retail demand. In this paper, we propose a Risk-Aware Dynamic Routing(RADR) framework which integrates Spatiotemporal Graph Neural Networks (ST-GNN) with combinatorial optimization. We first construct a logistics topology graph by using the discrete GPS data using spatial clustering methods. Subsequently, a hybrid deep learning model combining Graph Convolutional Network (GCN) and Gated Recurrent Unit (GRU) is adopted to extract spatial correlations and temporal dependencies for predicting future congestion risks. These prediction results are then integrated into a dynamic edge weight mechanism to perform path planning. We evaluated the framework on the Smart Logistics Dataset 2024, which contains real-world Internet of Things(IoT) sensor data. The experimental results show that the RADR algorithm significantly enhances the resilience of the supply chain. Particularly in the case study of high congestion scenarios, our method reduces the potential congestion risk exposure by 19.3% while only increasing the transportation distance by 2.1%. This empirical evidence confirms that the proposed data-driven approach can effectively balance delivery efficiency and operational safety."
25,Data Considerations in Graph Representation Learning for Supply Chain Networks,2021,"Reports, filings, and risk",11.91,17,1,0,1,0,arXiv.org,Ajmal Aziz; E. Kosasih; Ryan-Rhys Griffiths; A. Brintrup,,2107.10609,https://www.semanticscholar.org/paper/4cebe780d683d7be8bb604615417c770680b4360,4cebe780d683d7be8bb604615417c770680b4360,SPECIFIC_DOMAIN_ROUND2-9,Enhancing supply chain visibility with knowledge graphs and large language models,asset; risk,dataset,"Supply chain network data is a valuable asset for businesses wishing to understand their ethical profile, security of supply, and efficiency. Possession of a dataset alone however is not a sufficient enabler of actionable decisions due to incomplete information. In this paper, we present a graph representation learning approach to uncover hidden dependency links that focal companies may not be aware of. To the best of our knowledge, our work is the first to represent a supply chain as a heterogeneous knowledge graph with learnable embeddings. We demonstrate that our representation facilitates state-of-the-art performance on link prediction of a global automotive supply chain network using a relational graph convolutional network. It is anticipated that our method will be directly applicable to businesses wishing to sever links with nefarious entities and mitigate risk of supply failure. More abstractly, it is anticipated that our method will be useful to inform representation learning of supply chain networks for downstream tasks beyond link prediction."
26,SEHLP: A summary-enhanced large language model for financial report sentiment analysis via hybrid LoRA and dynamic prefix tuning,2026,Other relevant work,11.80,0,1,1,0,0,Information Processing & Management,Haozhou Li; Qinke Peng; Xu Mou; Zeyuan Zeng; Ruimeng Li; Jinzhi Wang; Wentong Sun,10.1016/j.ipm.2026.104639,,https://www.semanticscholar.org/paper/fc62ee1db03a50cbadcf21c151827cb03f17bb34,fc62ee1db03a50cbadcf21c151827cb03f17bb34,SPECIFIC_DOMAIN_ROUND2-3,FinBERT2: A Specialized Bidirectional Encoder for Bridging the Gap in Finance-Specific Deployment of Large Language Models,financial; sentiment,language model; large language model,
27,FinCPRG: A Bidirectional Generation Pipeline for Hierarchical Queries and Rich Relevance in Financial Chinese Passage Retrieval,2025,Benchmarks and datasets,10.40,0,1,1,0,0,ECML/PKDD,Xuan Xu; Beilin Chu; Qinhong Lin; Yixiao Zhong; Fufang Wen; Jiaqi Liu; Binjie Fei; Yu Li; Zhongliang Yang; Linna Zhou,10.48550/arXiv.2508.02222,2508.02222,https://www.semanticscholar.org/paper/c2c4a13723c66e6f0ed9d0a75c67b9cba9579d01,c2c4a13723c66e6f0ed9d0a75c67b9cba9579d01,SPECIFIC_DOMAIN_ROUND2-3,FinBERT2: A Specialized Bidirectional Encoder for Bridging the Gap in Finance-Specific Deployment of Large Language Models,financial,dataset; retrieval,"In recent years, large language models (LLMs) have demonstrated significant potential in constructing passage retrieval datasets. However, existing methods still face limitations in expressing cross-doc query needs and controlling annotation quality. To address these issues, this paper proposes a bidirectional generation pipeline, which aims to generate 3-level hierarchical queries for both intra-doc and cross-doc scenarios and mine additional relevance labels on top of direct mapping annotation. The pipeline introduces two query generation methods: bottom-up from single-doc text and top-down from multi-doc titles. The bottom-up method uses LLMs to disassemble and generate structured queries at both sentence-level and passage-level simultaneously from intra-doc passages. The top-down approach incorporates three key financial elements--industry, topic, and time--to divide report titles into clusters and prompts LLMs to generate topic-level queries from each cluster. For relevance annotation, our pipeline not only relies on direct mapping annotation from the generation relationship but also implements an indirect positives mining method to enrich the relevant query-passage pairs. Using this pipeline, we constructed a Financial Passage Retrieval Generated dataset (FinCPRG) from almost 1.3k Chinese financial research reports, which includes hierarchical queries and rich relevance labels. Through evaluations of mined relevance labels, benchmarking and training experiments, we assessed the quality of FinCPRG and validated its effectiveness as a passage retrieval dataset for both training and benchmarking."
28,Knowledge Graph Enhanced Transformer Framework for Semantic Product Search and Financial Document Analysis,2026,Benchmarks and datasets,10.40,0,1,1,0,0,International Conferences on Computing Advancements,Krishna Chaitanya Yarlagadda,10.1109/ICCA69280.2026.11485785,,https://www.semanticscholar.org/paper/5c66f9942b135b46017a1671c52d91583563bdb9,5c66f9942b135b46017a1671c52d91583563bdb9,SPECIFIC_DOMAIN_ROUND2-7,FinKario: Event-Enhanced Automated Construction of Financial Knowledge Graph,financial,retrieval; transformer,"One of the most important challenges in modern data-driven applications is to understand the semantic content of financial documents and information about products. The accuracy and usefulness of traditional search systems and document analysis techniques are often hampered by the inability to cope with complex queries, ambiguous terminology, and complex inter-entity relationships. Businesses and researchers find it difficult to draw valuable conclusions from the vast amount of unstructured data because of these problems. This paper proposes a KGT Transformer (KGT-Transformer) framework to improve the analysis of financial documents and the semantic search of products. For capturing both text and relational data, the proposed framework uses a sophisticated transformation architecture enhanced by knowledge graph embedding. The model's understanding of complex semantic patterns is enhanced by its use of attentional mechanisms for focusing on important subjects and relationships. For the reference data sets for the analysis of financial documents and the search of products, the evaluation shall be based on accuracy, recall, F1 score, average precision (MAP), and average relative rank (MRR). Compared to traditional transform models that do not include knowledge graphs, the experimental results show a significant increase in retrieval accuracy and semantic understanding."
29,A Framework for Quantifying Technical Barriers to Trade Risk in the IC Supply Chain Based on Knowledge Graphs and Graph Analytics,2025,Other relevant work,9.40,0,1,1,0,0,"Proceedings of the 2025 2nd Symposium on Big Data, Neural Networks, and Deep Learning",Yuan Luo; Kenan Gong; Lihui Feng; Meng Tao,10.1145/3784013.3784071,,https://www.semanticscholar.org/paper/15001282ba246470cbb7ccf300c78cc5eb660833,15001282ba246470cbb7ccf300c78cc5eb660833,SPECIFIC_DOMAIN_ROUND2-1,Exploring the Potential of Large Language Models in Supply Chain Management: A Study Using Big Data,risk,bert,"Global export controls now shape semiconductor supply networks as strongly as demand shocks. Manual monitoring of Technical Barriers to Trade (TBT) cannot keep pace with the velocity of policy updates or expose how clauses propagate across deep-tier suppliers. We introduce TBT-RiskSense, a lightweight pipeline that crawls multilingual regulations, extracts entities with BERT-based models, persistently encodes them in a semiconductor knowledge graph, and applies graph analytics to rank chokepoints plus forecast propagation intensity. The framework ingests 708 U.S. BIS notices released between 2021Q1–2024Q4 and produces dashboards, alert scripts, and reproducible figures that translate raw policy text into quantitative risk signals. By unifying data acquisition, semantics, and decision support, TBT-RiskSense offers enterprises and regulators a practical path toward proactive, evidence-backed TBT management."
30,Leveraging large language models to enhance multi-agent risk assessment in supply chain networks,2026,Financial agents,9.40,0,1,1,0,0,International Journal of Production Research,Yinzhu Quan; Zefang Liu; Frédérick Bénaben; Benoît Montreuil,10.1080/00207543.2026.2619562,,https://www.semanticscholar.org/paper/b7cb225911f27b8d800f6d1cba7c18638c9f43f1,b7cb225911f27b8d800f6d1cba7c18638c9f43f1,SPECIFIC_DOMAIN_ROUND2-9,Enhancing supply chain visibility with knowledge graphs and large language models,risk,agent,
31,2024. FinLlama: Financial Sentiment Classification for Algo-rithmic Trading Applications,,Trading and investment,8.80,,1,0,1,0,arxiv,,,,,,SPECIFIC_DOMAIN_ROUND2-3,FinBERT2: A Specialized Bidirectional Encoder for Bridging the Gap in Finance-Specific Deployment of Large Language Models,financial; sentiment; trading,,
32,FinBERT: Pre-Trained Model on SEC Filings for Financial Natural Language Tasks,2019,Financial language models,8.40,,1,0,1,0,,,,,,,SPECIFIC_DOMAIN_ROUND2-3,FinBERT2: A Specialized Bidirectional Encoder for Bridging the Gap in Finance-Specific Deployment of Large Language Models,financial; sec,finbert,
33,2024. FinCon: A Synthesized LLM Multi-Agent System with Conceptual Verbal Reinforcement for Enhanced Financial Decision Making,,Financial agents,8.00,,1,0,1,0,arXiv preprint,,,,,,SPECIFIC_DOMAIN_ROUND2-7,FinKario: Event-Enhanced Automated Construction of Financial Knowledge Graph,financial,agent; llm,
34,2024. FinTral: A Family of GPT-4 Level Multimodal Financial Large Language Models,,Other relevant work,7.00,,1,0,1,0,,,,,,,SPECIFIC_DOMAIN_ROUND2-3,FinBERT2: A Specialized Bidirectional Encoder for Bridging the Gap in Finance-Specific Deployment of Large Language Models,financial,gpt,
