rank,title,year,category,score,citationCount,seed_hit_count,seed_citation_hits,seed_reference_hits,influential_edge_hits,venue,authors,doi,arxiv,url,paperId,matched_seed_ids,matched_seed_titles,finance_terms,model_terms,abstract
11,"$\mathcal{F}_{M}$ FinMMR: Make Financial Numerical Reasoning More Multimodal, Comprehensive, and Challenging",2025,Benchmarks and datasets,19.60,9,1,0,1,0,IEEE International Conference on Computer Vision,Zichen Tang; E. Haihong; Jiacheng Liu; Zhongjun Yang; Rongjin Li; Zihua Rong; Haoyang He; Zhuodi Hao; Xinyang Hu; Kun Ji; Ziyan Ma; Mengyuan Ji; Jun Zhang; Chenghao Ma; Qianhe Zheng; Yang Liu; Yiling Huang; Xinyi Hu; Qing Huang; Zijian Xie; Shiyao Peng,10.1109/ICCV51701.2025.00311,2508.04625,https://www.semanticscholar.org/paper/ea2bf53da4cbcdb0f8919e19f267fb7bfd68e27e,ea2bf53da4cbcdb0f8919e19f267fb7bfd68e27e,REPORT_ANALYSIS_FOCUS-12,"UniFinEval: Towards Unified Evaluation of Financial Multimodal Models across Text, Images and Videos",banking; corporate; finance; financial; industry analysis,benchmark; numerical reasoning; reasoning,"We present FinMMR, a novel bilingual multimodal benchmark tailored to evaluate the reasoning capabilities of multimodal large language models (MLLMs) in financial numerical reasoning tasks. Compared to existing benchmarks, our work introduces three significant advancements. (1) Multimodality: We meticulously transform existing financial reasoning benchmarks, and construct novel questions from the latest Chinese financial research reports. FinMMR comprises 4.3 K questions and 8.7 K images spanning 14 categories, including tables, bar charts, and ownership structure charts. (2) Comprehensiveness: FinMMR encompasses 14 financial subdomains, including corporate finance, banking, and industry analysis, significantly exceeding existing benchmarks in financial domain knowledge breadth. (3) Challenge: Models are required to perform multi-step precise numerical reasoning by integrating financial knowledge with the understanding of complex financial images and text. The best-performing MLLM achieves only 53.0 % accuracy on Hard problems. We believe that Fin$M M R$ will drive advancements in enhancing the reasoning capabilities of MLLMs in real-world scenarios."
12,MM-DREX: Multimodal-Driven Dynamic Routing of LLM Experts for Financial Trading,2025,Trading and investment,19.60,1,1,0,1,0,,Yangzhiping Chen; Yueheng Jiang; Zhaozhao Ma; Yuchen Cao Jacky Keung; Kun Kuang; Leilei Gan; Yiquan Wu; Fei Wu,,2509.05080,https://www.semanticscholar.org/paper/d1370c155148e2fe7605895460beb9ecb2f378b6,d1370c155148e2fe7605895460beb9ecb2f378b6,REPORT_ANALYSIS_FOCUS-12,"UniFinEval: Towards Unified Evaluation of Financial Multimodal Models across Text, Images and Videos",execution; financial; market; return; risk; trading,language model; large language model; llm,"The inherent non-stationarity of financial markets and the complexity of multi-modal information pose significant challenges to existing quantitative trading models. Traditional methods relying on fixed structures and unimodal data struggle to adapt to market regime shifts, while large language model (LLM)-driven solutions - despite their multi-modal comprehension - suffer from static strategies and homogeneous expert designs, lacking dynamic adjustment and fine-grained decision mechanisms. To address these limitations, we propose MM-DREX: a Multimodal-driven, Dynamically-Routed EXpert framework based on large language models. MM-DREX explicitly decouples market state perception from strategy execution to enable adaptive sequential decision-making in non-stationary environments. Specifically, it (1) introduces a vision-language model (VLM)-powered dynamic router that jointly analyzes candlestick chart patterns and long-term temporal features to allocate real-time expert weights; (2) designs four heterogeneous trading experts (trend, reversal, breakout, positioning) generating specialized fine-grained sub-strategies; and (3) proposes an SFT-RL hybrid training paradigm to synergistically optimize the router's market classification capability and experts'risk-adjusted decision-making. Extensive experiments on multi-modal datasets spanning stocks, futures, and cryptocurrencies demonstrate that MM-DREX significantly outperforms 15 baselines (including state-of-the-art financial LLMs and deep reinforcement learning models) across key metrics: total return, Sharpe ratio, and maximum drawdown, validating its robustness and generalization. Additionally, an interpretability module traces routing logic and expert behavior in real time, providing an audit trail for strategy transparency."
13,FinAuditing: A Financial Taxonomy-Structured Multi-Document Benchmark for Evaluating LLMs,2025,"Reports, filings, and risk",19.01,7,1,0,1,0,arXiv.org,Yan Wang; Keyi Wang; Shanshan Yang; J. Patel; Jeff Zhao; Fengran Mo; Xueqing Peng; Lingfei Qian; Jimin Huang; Guojun Xiong; Xiao-Yang Liu; Jian-Yun Nie,10.48550/arXiv.2510.08886,2510.08886,https://www.semanticscholar.org/paper/fe525530756c4b3a7d020c98dfbe75d8e0cc2b11,fe525530756c4b3a7d020c98dfbe75d8e0cc2b11,REPORT_ANALYSIS_FOCUS-15,FinReasoning: A Hierarchical Benchmark for Reliable Financial Research Reporting,accounting; finance; financial; xbrl,benchmark; dataset; reasoning; retrieval,"Going beyond simple text processing, financial auditing requires detecting semantic, structural, and numerical inconsistencies across large-scale disclosures. As financial reports are filed in XBRL, a structured XML format governed by accounting standards, auditing becomes a structured information extraction and reasoning problem involving concept alignment, taxonomy-defined relations, and cross-document consistency. Although large language models (LLMs) show promise on isolated financial tasks, their capability in professional-grade auditing remains unclear. We introduce FinAuditing, a taxonomy-aligned, structure-aware benchmark built from real XBRL filings. It contains 1,102 annotated instances averaging over 33k tokens and defines three tasks: Financial Semantic Matching (FinSM), Financial Relationship Extraction (FinRE), and Financial Mathematical Reasoning (FinMR). Evaluations of 13 state-of-the-art LLMs reveal substantial gaps in concept retrieval, taxonomy-aware relation modeling, and consistent cross-document reasoning. These findings highlight the need for realistic, structure-aware benchmarks. We release the evaluation code at https://github.com/The-FinAI/FinAuditing and the dataset at https://huggingface.co/collections/TheFinAI/finauditing. The task currently serves as the official benchmark of an ongoing public evaluation contest at https://open-finance-lab.github.io/SecureFinAI_Contest_2026/."
14,Integrating Domain Knowledge for Financial QA: A Multi-Retriever RAG Approach with LLMs,2025,"Reports, filings, and risk",19.00,1,1,0,1,0,arXiv.org,Yukun Zhang; Stefan Elbl Droguett; Samyak Jain,10.48550/arXiv.2512.23848,2512.23848,https://www.semanticscholar.org/paper/b00eb1b773bc0e656dea5172514a36354294c1c1,b00eb1b773bc0e656dea5172514a36354294c1c1,REPORT_ANALYSIS_FOCUS-6,A Scalable Data-Driven Framework for Systematic Analysis of SEC 10-K Filings Using Large Language Models,finance; financial,llm; numerical reasoning; prompt; qa; question answering; rag; reasoning; retrieval,"This research project addresses the errors of financial numerical reasoning Question Answering (QA) tasks due to the lack of domain knowledge in finance. Despite recent advances in Large Language Models (LLMs), financial numerical questions remain challenging because they require specific domain knowledge in finance and complex multi-step numeric reasoning. We implement a multi-retriever Retrieval Augmented Generators (RAG) system to retrieve both external domain knowledge and internal question contexts, and utilize the latest LLM to tackle these tasks. Through comprehensive ablation experiments and error analysis, we find that domain-specific training with the SecBERT encoder significantly contributes to our best neural symbolic model surpassing the FinQA paper's top model, which serves as our baseline. This suggests the potential superior performance of domain-specific training. Furthermore, our best prompt-based LLM generator achieves the state-of-the-art (SOTA) performance with significant improvement (>7%), yet it is still below the human expert performance. This study highlights the trade-off between hallucinations loss and external knowledge gains in smaller models and few-shot examples. For larger models, the gains from external facts typically outweigh the hallucination loss. Finally, our findings confirm the enhanced numerical reasoning capabilities of the latest LLM, optimized for few-shot learning."
15,FCMR: Robust Evaluation of Financial Cross-Modal Multi-Hop Reasoning,2024,Benchmarks and datasets,18.68,10,2,0,2,0,Annual Meeting of the Association for Computational Linguistics,Seunghee Kim; Changhyeon Kim; Taeuk Kim,10.48550/arXiv.2412.12567,2412.12567,https://www.semanticscholar.org/paper/8bcfeadc891b0051168bbd96368e2638091849af,8bcfeadc891b0051168bbd96368e2638091849af,REPORT_ANALYSIS_FOCUS-2; REPORT_ANALYSIS_FOCUS-13,Document-Level Numerical Reasoning across Single and Multiple Tables in Financial Reports; Optimizing Retrieval Strategies for Financial Question Answering Documents in Retrieval-Augmented Generation Systems,financial,benchmark; reasoning; retrieval,"Real-world decision-making often requires integrating and reasoning over information from multiple modalities. While recent multimodal large language models (MLLMs) have shown promise in such tasks, their ability to perform multi-hop reasoning across diverse sources remains insufficiently evaluated. Existing benchmarks, such as MMQA, face challenges due to (1) data contamination and (2) a lack of complex queries that necessitate operations across more than two modalities, hindering accurate performance assessment. To address this, we present Financial Cross-Modal Multi-Hop Reasoning (FCMR), a benchmark created to analyze the reasoning capabilities of MLLMs by urging them to combine information from textual reports, tables, and charts within the financial domain. FCMR is categorized into three difficulty levels-Easy, Medium, and Hard-facilitating a step-by-step evaluation. In particular, problems at the Hard level require precise cross-modal three-hop reasoning and are designed to prevent the disregard of any modality. Experiments on this new benchmark reveal that even state-of-the-art MLLMs struggle, with the best-performing model (Claude 3.5 Sonnet) achieving only 30.4% accuracy on the most challenging tier. We also conduct analysis to provide insights into the inner workings of the models, including the discovery of a critical bottleneck in the information retrieval phase."
16,Language Models Fine-Tuning for Automatic Format Reconstruction of SEC Financial Filings,2024,Trading and investment,18.20,3,1,0,1,0,IEEE Access,Gianfranco Lombardo; Giuseppe Trimigno; Mattia Pellegrino; S. Cagnoni,10.1109/ACCESS.2024.3370444,,https://www.semanticscholar.org/paper/6ac39e68e162e27f2ca0f7345390112b91f69e1f,6ac39e68e162e27f2ca0f7345390112b91f69e1f,REPORT_ANALYSIS_FOCUS-5,Evaluating Large Language Models (LLMs) in Financial NLP: A Comparative Study on Financial Report Analysis,10-k; financial; market; portfolio; sec; stock,transformer,"The analysis of financial reports is a crucial task for investors and regulators, especially the mandatory annual reports (10-K) required by the SEC (Securities and Exchange Commission) that provide crucial information about a public company in the American stock market. Although SEC suggests a specific document format to standardize and simplify the analysis, in recent years, several companies have introduced their own format and organization of the contents, making human-based and automatic knowledge extraction inherently more difficult. In this research work, we investigate different Neural language models based on Transformer networks (Bidirectional recurrence-based, Autoregressive-based, and Autoencoders-based approaches) to automatically reconstruct an SEC-like format of the documents as a multi-class classification task with 18 classes at the sentence level. In particular, we propose a Bidirectional fine-tuning procedure to specialize pre-trained language models on this task. We propose and make the resulting novel transformer model, named SEC-former, publicly available to deal with this task. We evaluate SEC-former in three different scenarios: 1) in terms of topic detection performances; 2) in terms of document similarity (TF-IDF Bag-of-words and Doc2Vec) achieved with respect to original and trustable financial reports since this operation is leveraged for portfolio optimization tasks; and 3) testing the model in a real use-case scenario related to a public company that does not respect the SEC format but provides a human-supervised reference to reconstruct it."
17,On the Dangers of Stochastic Parrots: Can Language Models Be Too Big? 🦜,2021,Benchmarks and datasets,18.12,7204,1,0,1,0,"Conference on Fairness, Accountability and Transparency",Emily M. Bender; Timnit Gebru; Angelina McMillan-Major; Shmargaret Shmitchell,10.1145/3442188.3445922,,https://www.semanticscholar.org/paper/ca2f1088d3e581b2c6c75cf0ebc96506d620f64d,ca2f1088d3e581b2c6c75cf0ebc96506d620f64d,REPORT_ANALYSIS_FOCUS-5,Evaluating Large Language Models (LLMs) in Financial NLP: A Comparative Study on Financial Report Analysis,financial; investing,bert; gpt,"The past 3 years of work in NLP have been characterized by the development and deployment of ever larger language models, especially for English. BERT, its variants, GPT-2/3, and others, most recently Switch-C, have pushed the boundaries of the possible both through architectural innovations and through sheer size. Using these pretrained models and the methodology of fine-tuning them for specific tasks, researchers have extended the state of the art on a wide array of tasks as measured by leaderboards on specific benchmarks for English. In this paper, we take a step back and ask: How big is too big? What are the possible risks associated with this technology and what paths are available for mitigating those risks? We provide recommendations including weighing the environmental and financial costs first, investing resources into curating and carefully documenting datasets rather than ingesting everything on the web, carrying out pre-development exercises evaluating how the planned approach fits into research and development goals and supports stakeholder values, and encouraging research directions beyond ever larger language models."
18,Making LLMs Worth Every Penny: Resource-Limited Text Classification in Banking,2023,"Reports, filings, and risk",18.09,69,1,0,1,0,International Conference on AI in Finance,L. Loukas; Ilias Marios Stogiannidis; Odysseas Diamantopoulos; Prodromos Malakasiotis; Stavros Vassos,10.1145/3604237.3626891,2311.06102,https://www.semanticscholar.org/paper/ac3390c58ef059277466c51a4b642ada8c4b3205,ac3390c58ef059277466c51a4b642ada8c4b3205,REPORT_ANALYSIS_FOCUS-6,A Scalable Data-Driven Framework for Systematic Analysis of SEC 10-K Filings Using Large Language Models,banking; financial,dataset; gpt; rag; retrieval,"Standard Full-Data classifiers in NLP demand thousands of labeled examples, which is impractical in data-limited domains. Few-shot methods offer an alternative, utilizing contrastive learning techniques that can be effective with as little as 20 examples per class. Similarly, Large Language Models (LLMs) like GPT-4 can perform effectively with just 1-5 examples per class. However, the performance-cost trade-offs of these methods remain underexplored, a critical concern for budget-limited organizations. Our work addresses this gap by studying the aforementioned approaches over the Banking77 financial intent detection dataset, including the evaluation of cutting-edge LLMs by OpenAI, Cohere, and Anthropic in a comprehensive set of few-shot scenarios. We complete the picture with two additional methods: first, a cost-effective querying method for LLMs based on retrieval-augmented generation (RAG), able to reduce operational costs multiple times compared to classic few-shot approaches, and second, a data augmentation method using GPT-4, able to improve performance in data-limited scenarios. Finally, to inspire future research, we provide a human expert’s curated subset of Banking77, along with extensive error analysis."
19,FinAgentBench: A Benchmark Dataset for Agentic Retrieval in Financial Question Answering,2025,Financial agents,18.09,13,1,1,0,0,International Conference on AI in Finance,Chanyeol Choi; Jihoon Kwon; Alejandro Lopez-Lira; Chaewoon Kim; Minjae Kim; Juneha Hwang; Jaeseon Ha; Hojun Choi; Suyeol Yun; Yongjin Kim; Yongjae Lee,10.1145/3768292.3770362,2508.14052,https://www.semanticscholar.org/paper/5a37cdf1e32bd8553a835c6ab42fd1d149e41e9c,5a37cdf1e32bd8553a835c6ab42fd1d149e41e9c,REPORT_ANALYSIS_FOCUS-4,Hierarchical Retrieval with Evidence Curation for Open-Domain Financial Question Answering on Standardized Documents,finance; financial,benchmark; dataset; llm; question answering; reasoning; retrieval,"Accurate information retrieval (IR) is critical in the financial domain, where investors must identify relevant information from large collections of documents. Traditional IR methods—whether sparse or dense—often fall short in retrieval accuracy, as it requires not only capturing semantic similarity but also performing fine-grained reasoning over document structure and domain-specific knowledge. Recent advances in large language models (LLMs) have opened up new opportunities for retrieval with multi-step reasoning, where the model ranks passages through iterative reasoning about which information is most relevant to a given query. However, there exists no benchmark to evaluate such capabilities in the financial domain. To address this gap, we introduce FinAgentBench, the first large-scale benchmark for evaluating retrieval with multi-step reasoning in finance – a setting we term agentic retrieval. The benchmark consists of 26K expert-annotated examples on S&P-500 listed firms and assesses whether LLM agents can (1) identify the most relevant document type among candidates, and (2) pinpoint the key passage within the selected document. Our evaluation framework explicitly separates these two reasoning steps to address context limitations. This design enables to provide a quantitative basis for understanding retrieval-centric LLM behavior in finance. We evaluate a suite of state-of-the-art models and further demonstrated how targeted fine-tuning can significantly improve agentic retrieval performance. Our benchmark provides a foundation for studying retrieval-centric LLM behavior in complex, domain-specific tasks for finance."
20,Comparison of Text-Based and Image-Based Retrieval in Multimodal Retrieval Augmented Generation Large Language Model Systems,2025,Benchmarks and datasets,18.00,3,1,1,0,0,Proceedings of the 18th International Conference on Agents and Artificial Intelligence,Elias Lumer; A. Cardenas; Matt Melich; Myles Mason; Sara Dieter; V. K. Subbiah; P. Basavaraju; Roberto Hernandez,10.48550/arXiv.2511.16654,2511.16654,https://www.semanticscholar.org/paper/4bd744c44d09d6d547fdeeb564b5a356c047dc8d,4bd744c44d09d6d547fdeeb564b5a356c047dc8d,REPORT_ANALYSIS_FOCUS-3,MultiFinRAG: An Optimized Multimodal Retrieval-Augmented Generation Framework for Financial Question Answering,earnings; financial,benchmark; language model; large language model; llm; question answering; rag; retrieval,"Recent advancements in Retrieval-Augmented Generation (RAG) have enabled Large Language Models (LLMs) to access multimodal knowledge bases containing both text and visual information such as charts, diagrams, and tables in financial documents. However, existing multimodal RAG systems rely on LLM-based summarization to convert images into text during preprocessing, storing only text representations in vector databases, which causes loss of contextual information and visual details critical for downstream retrieval and question answering. To address this limitation, we present a comprehensive comparative analysis of two retrieval approaches for multimodal RAG systems, including text-based chunk retrieval (where images are summarized into text before embedding) and direct multimodal embedding retrieval (where images are stored natively in the vector space). We evaluate all three approaches across 6 LLM models and a two multi-modal embedding models on a newly created financial earnings call benchmark comprising 40 question-answer pairs, each paired with 2 documents (1 image and 1 text chunk). Experimental results demonstrate that direct multimodal embedding retrieval significantly outperforms LLM-summary-based approaches, achieving absolute improvements of 13% in mean average precision (mAP@5) and 11% in normalized discounted cumulative gain. These gains correspond to relative improvements of 32% in mAP@5 and 20% in nDCG@5, providing stronger evidence of their practical impact. We additionally find that direct multimodal retrieval produces more accurate and factually consistent answers as measured by LLM-as-a-judge pairwise comparisons. We demonstrate that LLM summarization introduces information loss during preprocessing, whereas direct multimodal embeddings preserve visual context for retrieval and inference."
21,"MultiFinBen: A Multilingual, Multimodal, and Difficulty-Aware Benchmark for Financial LLM Evaluation",2025,Benchmarks and datasets,17.89,13,2,0,2,0,arXiv.org,Xueqing Peng; Lingfei Qian; Yan Wang; Ruoyu Xiang; Yueru He; Yang Ren; M. Jiang; Jeff Zhao; Huan He; Yi Han; Yun Feng; Yuechen Jiang; Yupeng Cao; Haohang Li; Yangyang Yu; Xiaoyu Wang; Peng Gao; Shengyuan Lin; Keyi Wang; Shanshan Yang; Yilun Zhao; Zhiwei Liu; Peng Lu; Jerry Huang; Su-Yan Wang; Triantafillos Papadopoulos; Polydoros Giannouris; Efstathia Soufleri; Nuo Chen; Guojun Xiong; Zhiyang Deng; Yiji Zhao; Mingquan Lin; Mei Qiu; Kaleb Smith; Arman Cohan; Xiaoyan Liu; Jimin Huang; Alejandro Lopez-Lira; Xi Chen; Jun'ichi Tsujii; Jian-Yun Nie; Sophia Ananiadou; Qianqian Xie,10.48550/arXiv.2506.14028,,https://www.semanticscholar.org/paper/6918bb01ce17a6ea4a957213e0b24eaec21ac0ed,6918bb01ce17a6ea4a957213e0b24eaec21ac0ed,REPORT_ANALYSIS_FOCUS-9; REPORT_ANALYSIS_FOCUS-12,"Evaluation and Benchmarking Suite for Financial Large Language Models and Agents; UniFinEval: Towards Unified Evaluation of Financial Multimodal Models across Text, Images and Videos",financial,benchmark; llm,
22,Fino1: On the Transferability of Reasoning-Enhanced LLMs and Reinforcement Learning to Finance,2025,Benchmarks and datasets,17.81,15,1,0,1,0,,Lingfei Qian; Weipeng Zhou; Yan Wang; Xueqing Peng; Han Yi; Yilun Zhao; Jimin Huang; Qianqian Xie; Jian-Yun Nie,,2502.08127,https://www.semanticscholar.org/paper/ac00e3cc0f699eb5d4bb654ceafbafcc761e6095,ac00e3cc0f699eb5d4bb654ceafbafcc761e6095,REPORT_ANALYSIS_FOCUS-2,Document-Level Numerical Reasoning across Single and Multiple Tables in Financial Reports,finance; financial,benchmark; gpt; llm; qa; reasoning,"As the fundamental capability behind decision-making in finance, financial reasoning poses distinct challenges for LLMs. Although reinforcement learning (RL) have boosted generic reasoning, the progress in finance is hindered by the absence of empirical study of building effective financial chain-of-thought (CoT) corpus, a systematic comparison of different RL methods, and comprehensive benchmarks. To address these gaps, we introduce FinCoT, the first open high-fidelity CoT corpus for finance, distilled from seven QA datasets by a novel three-stage pipeline that incorporates domain supervision, iterative LLM refinement, and difficulty-aware filtering. Based on FinCoT, we develop Fin-o1, the first open financial reasoning models trained via supervised fine-tuning and GRPO-based RL. Our models outperform existing financial reasoning models and SOTA general models such as GPT-o1, DeepSeek-R1, and GPT-4.5. We also investigate the effectiveness of three different RL methods in improving domain-specific reasoning, offering the first such empirical study. We finally propose FinReason, the first financial reasoning benchmark covering multi-table analysis, long-context reasoning, and equation-based tasks, and evaluate 29 LLMs. Our extensive experiments reveal general reasoning models excel on standard benchmarks yet exhibit obvious performance degradation in financial contexts; even finance-tuned models like Dianjin-R1 and FinR1 degrade on lengthy documents. In contrast, our Fin-o1 models consistently outperform their backbones and larger GPT-o1 and DeepSeek-R1, confirming the effectiveness of our data building and model training strategy. Our study further shows that GRPO yields reliable gains whereas PPO and DPO do not, highlighting the need for targeted data and optimisation rather than scale alone."
23,Decomposing Retrieval Failures in RAG for Long-Document Financial Question Answering,2026,Benchmarks and datasets,17.80,0,2,2,0,0,arXiv.org,Amine Kobeissi; P. Langlais,10.48550/arXiv.2602.17981,2602.17981,https://www.semanticscholar.org/paper/c16e8450de9afc9a39248ce87bb1922bb855c961,c16e8450de9afc9a39248ce87bb1922bb855c961,REPORT_ANALYSIS_FOCUS-13; REPORT_ANALYSIS_FOCUS-4,Hierarchical Retrieval with Evidence Curation for Open-Domain Financial Question Answering on Standardized Documents; Optimizing Retrieval Strategies for Financial Question Answering Documents in Retrieval-Augmented Generation Systems,financial; regulatory,qa; question answering; rag; retrieval,"Retrieval-augmented generation is increasingly used for financial question answering over long regulatory filings, yet reliability depends on retrieving the exact context needed to justify answers in high stakes settings. We study a frequent failure mode in which the correct document is retrieved but the page or chunk that contains the answer is missed, leading the generator to extrapolate from incomplete context. Despite its practical significance, this within-document retrieval failure mode has received limited systematic attention in the Financial Question Answering (QA) literature. We evaluate retrieval at multiple levels of granularity, document, page, and chunk level, and introduce an oracle based analysis to provide empirical upper bounds on retrieval and generative performance. On a 150 question subset of FinanceBench, we reproduce and compare diverse retrieval strategies including dense, sparse, hybrid, and hierarchical methods with reranking and query reformulation. Across methods, gains in document discovery tend to translate into stronger page recall, yet oracle performance still suggests headroom for page and chunk level retrieval. To target this gap, we introduce a domain fine-tuned page scorer that treats pages as an intermediate retrieval unit between documents and chunks. Unlike prior passage-based hierarchical retrieval, we fine-tune a bi-encoder specifically for page-level relevance on financial filings, exploiting the semantic coherence of pages. Overall, our results demonstrate a significant improvement in page recall and chunk retrieval."
24,Fin-Fact: A Benchmark Dataset for Multimodal Financial Fact-Checking and Explanation Generation,2023,Benchmarks and datasets,17.79,43,1,0,1,1,The Web Conference,Aman Rangapur; Haoran Wang; Kai Shu,10.1145/3701716.3715292,2309.08793,https://www.semanticscholar.org/paper/3ba37fc04b0158eabb5c273527535b59cc6f5d94,3ba37fc04b0158eabb5c273527535b59cc6f5d94,REPORT_ANALYSIS_FOCUS-12,"UniFinEval: Towards Unified Evaluation of Financial Multimodal Models across Text, Images and Videos",financial,benchmark; dataset; gpt; reasoning,"Misinformation poses significant risks to society, with the rise of cryptocurrency exchanges exemplifying the growing problem of financial misinformation. This issue is particularly troubling given the proliferation of false claims often paired with convincing yet misleading images. Despite the seriousness of this challenge, there is a notable absence of fact-checking datasets tailored to real-world financial claims. Additionally, given the high stakes of financial fact-checking, generating clear explanations for claim verdicts is essential to help decision-makers understand the reasoning behind these judgments. To address these challenges, we introduce Fin-Fact, a benchmark dataset comprising 3,369 financial claims. Each claim is annotated with a truthfulness label and a ruling statement, supported by both textual and visual evidence. We establish performance baselines for Fin-Fact using Gemini Pro and GPT-4. Our experimental results reveal that multimodal financial fact-checking remains a challenging task, even for cutting-edge generative models."
25,Financial Numeric Extreme Labelling: A Dataset and Benchmarking for XBRL Tagging,2023,"Reports, filings, and risk",17.76,16,1,0,1,1,Annual Meeting of the Association for Computational Linguistics,Soumya Sharma; Subhendu Khatuya; Manjunath Hegde; Afreen Shaikh. Koustuv Dasgupta; Pawan Goyal; Niloy Ganguly,10.48550/arXiv.2306.03723,2306.03723,https://www.semanticscholar.org/paper/8ac0f32488bd01f7dc74c859ba1afb195498b333,8ac0f32488bd01f7dc74c859ba1afb195498b333,REPORT_ANALYSIS_FOCUS-16,HiFi-KPI: A Dataset for Hierarchical KPI Extraction from Earnings Filings,financial; sec; xbrl,benchmark; dataset,"The U.S. Securities and Exchange Commission (SEC) mandates all public companies to file periodic financial statements that should contain numerals annotated with a particular label from a taxonomy. In this paper, we formulate the task of automating the assignment of a label to a particular numeral span in a sentence from an extremely large label set. Towards this task, we release a dataset, Financial Numeric Extreme Labelling (FNXL), annotated with 2,794 labels. We benchmark the performance of the FNXL dataset by formulating the task as (a) a sequence labelling problem and (b) a pipeline with span extraction followed by Extreme Classification. Although the two approaches perform comparably, the pipeline solution provides a slight edge for the least frequent labels."
26,Stock Prediction based on Annual Reports using Large Language Model,2026,Trading and investment,17.40,0,1,1,0,0,"2026 International Conference on Artificial Intelligence, Computer, Data Sciences and Applications (ACDSA)",Naveena Pokala; Sakhawat Hossan; Jing Deng; Dayong Huang,10.1109/ACDSA67686.2026.11467931,,https://www.semanticscholar.org/paper/139d305ba1d7108b4d47d5ce0bed8a4fdcb2a726,139d305ba1d7108b4d47d5ce0bed8a4fdcb2a726,REPORT_ANALYSIS_FOCUS-6,A Scalable Data-Driven Framework for Systematic Analysis of SEC 10-K Filings Using Large Language Models,annual report; corporate; financial; investment; market; stock,language model; large language model,"As a forever goal of accurate stock market prediction, annual financial reports have been used in different ways, financial analysts use annual reports to evaluate a company's performance and outlook, while long-term investors assess them to guide investment decisions. In this paper, we leverage these reports to predict stock prices using deep learning models. We also present a novel market integration strategy for modeling the temporal decay of information relevance in financial markets. Unlike prior studies that treat annual report information as static, our framework dynamically adjusts the predictive weight of corporate disclosures over time, reflecting how markets gradually absorb new information. By combining large language model (LLaMA-2 70B) embeddings of $10-\mathrm{K}$ filings with a Market Integration Convolutional Neural Network (MI-CNN), our model predicts stock price movements over both short-term (7-day) and medium-term (30-day) horizons. This dual-horizon design captures both immediate reactions and sustained effects of fundamental information. Our results on S&P 500 data from 2000–2025 show that the Market Integration CNN (MI-CNN) achieves 32% and 43% improvement in MAPE over ARIMA, and $\mathbf{1 4 \%}$ and 32% improvement over LSTM for 7-day and 30-day horizons respectively, empirically validating that predictive power decays progressively through each fiscal quarter and supporting the theory of information integration in financial markets."
27,Do SEC filings indicate any trends? Evidence from the sentiment distribution of forms 10-K and 10-Q with FinBERT,2023,Financial language models,17.29,6,1,0,1,0,Data Technologies and Applications,Hyogon Kim; E. Lee; Donghee Yoo,10.1108/dta-05-2022-0215,,https://www.semanticscholar.org/paper/67ac3bccd76eb8ba1d364876ecdc0ff8bfc94977,67ac3bccd76eb8ba1d364876ecdc0ff8bfc94977,REPORT_ANALYSIS_FOCUS-5,Evaluating Large Language Models (LLMs) in Financial NLP: A Comparative Study on Financial Report Analysis,10-k; 10-q; sec; sentiment; stock,finbert,"PurposeThis study quantified companies' views on the COVID-19 pandemic with sentiment analysis of US public companies' disclosures. The study aims to provide timely insights to shareholders, investors and consumers by exploring sentiment trends and changes in the industry and the relationship with stock price indices.Design/methodology/approachFrom more than 50,000 Form 10-K and Form 10-Q published between 2020 and 2021, over one million texts related to the COVID-19 pandemic were extracted. Applying the FinBERT fine-tuned for this study, the texts were classified into positive, negative and neutral sentiments. The correlations between sentiment trends, differences in sentiment distribution by industry and stock price indices were investigated by statistically testing the changes and distribution of quantified sentiments.FindingsFirst, there were quantitative changes in texts related to the COVID-19 pandemic in the US companies' disclosures. In addition, the changes in the trend of positive and negative sentiments were found. Second, industry patterns of positive and negative sentiment changes were similar, but no similarities were found in neutral sentiments. Third, in analyzing the relationship between the representative US stock indices and the sentiment trends, the results indicated a positive relationship with positive sentiments and a negative relationship with negative sentiments.Originality/valuePerforming sentiment analysis on formal documents like Securities and Exchange Commission (SEC) filings, this study was differentiated from previous studies by revealing the quantitative changes of sentiment implied in the documents and the trend over time. Moreover, an appropriate data preprocessing procedure and analysis method were presented for the time-series analysis of the SEC filings."
