rank,title,year,category,score,citationCount,seed_hit_count,seed_citation_hits,seed_reference_hits,influential_edge_hits,venue,authors,doi,arxiv,url,paperId,matched_seed_ids,matched_seed_titles,finance_terms,model_terms,abstract
11,Enhancing Supply Chain Efficiency Through Retrieve-Augmented Generation Approach in Large Language Models,2024,Supply chain finance and risk,34.30,3,3,0,0,0,International Conference on Big Data Computing Service and Applications,Beilei Zhu; Chandrasekar Vuppalapati,10.1109/BigDataService62917.2024.00025,,https://www.semanticscholar.org/paper/15777c494eb579b7ea03312906bc29345bb57bd3,15777c494eb579b7ea03312906bc29345bb57bd3,industry_sector; supply_chain,Measuring Firm-Level Supply Chain Risk Using A Generative Large Language Model; Supply Chain Risk Measurement and Resilience Insights from Large Language Models; predicting repayment risk supply chain finance large language models,risk,language model; large language model; large language models; llm; rag; retrieval,"This paper delves into the fascinating integration of Retrieval-Augmented Generation (RAG) with Large Language Models (LLMs) for optimizing supply chain management operations. RAG combines the robust retrieval capabilities of information retrieval systems with the generative prowess of neural language models to create a powerful tool that bolsters data protection while expanding the knowledge base to capture supply chain intricacies. This innovative methodology revolves around a dual-component system that employs a retrieval module to pinpoint relevant information from a knowledge base, while a generation module crafts contextualized responses using large language models. Through iterative retrieval strategies and tailored chunk optimization techniques, RAG enables contextualized analysis, predictive insights, and data-driven decision-making that streamlines processes from demand forecasting to inventory optimization. An experimental setup mimicking enterprise data classification assesses RAG's efficacy, employing recursive retrieval, multi-hop querying, and integration of generative and retrieval processes. Results showcase RAG's potential to revolutionize supply chain logistics, enhancing operational agility, minimizing disruptions, and fortifying data security. The impacts span improved forecasting accuracy, inventory level optimization, supplier risk assessment, and comprehensive supply chain reporting. However, RAG necessitates stringent ethical considerations and robust countermeasures against exploitation. Future work centers on system scalability, advanced evaluation metrics, and interdisciplinary collaboration between machine learning, retrieval systems, and supply chain domains. Overall, this paper presents a groundbreaking approach to optimizing supply chain management operations that could significantly impact the industry's future."
12,FinBERT2: A Specialized Bidirectional Encoder for Bridging the Gap in Finance-Specific Deployment of Large Language Models,2025,"Industry, sector, and investment research",33.76,5,2,0,0,0,Knowledge Discovery and Data Mining,Xuan Xu; Fufang Wen; Beilin Chu; Z. Fu; Qinhong Lin; Jiaqi Liu; Binjie Fei; Yu Li; Linna Zhou; Zhongliang Yang,10.1145/3711896.3737219,2506.06335,https://www.semanticscholar.org/paper/fc1a94c865f4ba58f0da35f6a377b4f37eb2c356,fc1a94c865f4ba58f0da35f6a377b4f37eb2c356,industry_sector,large language models sector analysis finance; large language models ETF finance,finance; financial; market,bert; finbert; gpt; language model; large language model; large language models; llm; rag; retrieval,"In natural language processing (NLP), the focus has shifted from encoder-only tiny language models like BERT to decoder-only large language models(LLMs) such as GPT-3. However, LLMs' practical application in the financial sector has revealed three limitations: (1) LLMs often perform worse than fine-tuned BERT on discriminative tasks despite costing much higher computational resources, such as market sentiment analysis in financial reports; (2) Application on generative tasks heavily relies on retrieval augmented generation (RAG) methods to provide current and specialized information, with general retrievers showing suboptimal performance on domain-specific retrieval tasks; (3) There are additional inadequacies in other feature-based scenarios, such as topic modeling. We introduce FinBERT2, a specialized bidirectional encoder pretrained on a high-quality, financial-specific corpus of 32b tokens. This represents the largest known Chinese financial pretraining corpus for models of this parameter size. As a better backbone, FinBERT2 can bridge the gap in the financial-specific deployment of LLMs through the following achievements: (1) Discriminative fine-tuned models (Fin-Labelers) outperform other (Fin)BERT variants by 0.4%-3.3% and leading LLMs by 9.7%-12.3% on average across five financial classification tasks. (2) Contrastive fine-tuned models (Fin-Retrievers) outperform both open-source (e.g., +6.8% avg improvement over BGE-base-zh) and proprietary (e.g., +4.2% avg improvement over OpenAI's text-embedding-3-large) embedders across five financial retrieval tasks; (3) Building on FinBERT2 variants, we construct the Fin-TopicModel, which enables superior clustering and topic representation for financial titles. Our work revisits financial BERT models through comparative analysis with contemporary LLMs and offers practical insights for effectively utilizing FinBERT in the LLMs era."
13,Supply chain resilience development in the defence industry: an AI-assisted content analysis of annual reports,2026,Supply chain finance and risk,33.70,0,3,0,0,0,Supply Chain Management,Joakim Aspeteg; Johan Holtström; J. Rehme; Emelie Havemo,10.1108/scm-10-2025-1017,,https://www.semanticscholar.org/paper/c37be141115736ae3301488974ed10e8d5392a1c,c37be141115736ae3301488974ed10e8d5392a1c,industry_sector; supply_chain,supply chain risk large language model annual reports; Measuring Firm-Level Supply Chain Risk Using A Generative Large Language Model; Supply Chain Risk Measurement and Resilience Insights from Large Language Models,annual report; firm; fund; risk,language model; large language model; large language models; llm; prompt,"
 
 This study aims to examine supply chain resilience (SCR) in the defence industry by mapping supply-side, demand-side and internal risk dimensions and corresponding mitigation strategies disclosed by seven publicly listed defence firms over 2014–2024. Drawing on Resource Dependence Theory (RDT), the study introduces the Strategic Risk and Resilience Roadmap (S3R) to explain how firms use bridging and buffering to manage evolving resource dependencies.
 
 
 
 The study uses a longitudinal qualitative content analysis of annual reports. It combines artificial intelligence (AI)-assisted extraction using large language models (LLMs), iterative prompt engineering and manual cross-validation against source reports to categorise risks, trace mitigation strategies and track shifts in disclosed mitigation postures across three disruption eras: Baseline (2014–2019), Pandemic (2020–2021) and Emerging Risk (2022–2024).
 
 
 
 Firms adapt SCR by rebalancing bridging and buffering as resource dependencies change across disruption eras. In the Baseline era, firms rely mainly on bridging to stabilise external dependencies; during the Pandemic, they scale buffering to protect continuity under acute shocks; from 2022, they combine to adopt a hybrid posture as constraints persist and multiply. Supplier capacity and availability dominate post-2022 and customer-side risk reorients from funding uncertainty to delivery–performance exposure during ramp-ups. S3R traces a path-dependent process in which shifts in resource dependence drive risk reassessment, posture recalibration and learning that strengthens SCR over time.
 
 
 
 While based on publicly available reports and AI-extracted content, the analysis may omit informal or undisclosed practices. Future research should triangulate findings with interviews and firm-level performance metrics to deepen the insights.
 
 
 
 This paper applies a longitudinal, AI-assisted qualitative content analysis of annual reports across supply-side, demand-side and internal risk dimensions, and it extends RDT into SCR by revealing dynamic bridging and buffering cycles across three disruption eras. It offers theoretical insight into the temporal evolution of defence SCR and a practical, multi-dimensional diagnostic framework.
"
14,From text to risk: Predicting repayment risk in supply chain finance with deep learning and large language models,2025,Supply chain finance and risk,33.60,0,3,0,0,0,International Journal of Production Economics,Liangliang Hou; Shichun Du; Gongbing Bi,10.1016/j.ijpe.2025.109906,,https://www.semanticscholar.org/paper/aafaa3ae79682cac015ceddb4c9e9f68cce7a09a,aafaa3ae79682cac015ceddb4c9e9f68cce7a09a,supply_chain,large language models supply chain finance; large language models supply chain risk finance; predicting repayment risk supply chain finance large language models,finance; risk; supply chain finance,language model; large language model; large language models,
15,Measuring Firm-Level Supply Chain Risk Using A Generative Large Language Model,2025,Supply chain finance and risk,33.41,15,3,0,0,0,Finance Research Letters,Siyu Fan; Yifei Wu; Ruochen Yang,10.1016/j.frl.2025.107111,,https://www.semanticscholar.org/paper/74de4e2c66b47539377eedf2726dad5c93a5b3ee,74de4e2c66b47539377eedf2726dad5c93a5b3ee,supply_chain,large language models supply chain risk finance; supply chain risk large language model annual reports; Measuring Firm-Level Supply Chain Risk Using A Generative Large Language Model,firm; risk,language model; large language model,
16,AI Applications in Project-Based Supply Chain Coordination and Risk Governance,2025,Supply chain finance and risk,33.40,0,5,0,0,0,Finance &amp; Economics,Mingzhe Wang,10.61173/hab7k954,,https://www.semanticscholar.org/paper/916061d6ef84d1f5f3f163451c6fa52c65b36608,916061d6ef84d1f5f3f163451c6fa52c65b36608,supply_chain,large language models supply chain finance; large language models supply chain risk finance; Supply Chain Risk Measurement and Resilience Insights from Large Language Models; predicting repayment risk supply chain finance large language models; LARD-SC large language model supply chain risk identification,risk,language model; large language model; large language models; llm; rag,"The increasing complexity of construction projects has underscored persistent challenges in supply chain coordination and risk governance. Traditional management tools often fail to address fragmented communication, information silos, and limited predictive capacity in risk identification. Large language models (LLMs), with their advanced natural language processing and reasoning capabilities, offer a transformative potential to enhance collaboration and adaptive governance in such contexts. This paper conducts a systematic literature review of recent studies across IEEE, Springer, Elsevier, and arXiv, classifying existing research by application scenario, methodology, and outcomes. The findings reveal that LLMs are most effective in improving communication and standardizing information exchange, while their application to predictive risk governance remains largely conceptual and underexplored. This highlights an important disparity between the predictive and assistive capabilities of Large Language Models (LLMs) in this area. Integrating digital platforms, for example, Building Information Modeling (BIM) and blockchain technology, is suggested as an eventual enabler of building the resilience and openness of supply chains. Nonetheless, the review presents significant gaps, for example, the lack of domain-specific fine-tuning, the lack of empirical verification in construction contexts, and the less-than-adequate integration from coordinationand governance-based viewpoints. The paper concludes by positing that LLMs should serve as collaborative infrastructures in supply chains best as they are optimally accessed using hybrid governance structures infusing artificial intelligence-based processes and blockchain as well as statistical procedures. Future work should focus on empirical case studies, system integration, and capacity building for closing the gap between potential applications on paper and practical application."
17,Intelligent Perception and Early Warning Framework for Agricultural Product Supply Chain Risks Based on Large Language Model and Knowledge Graph,2025,Supply chain finance and risk,32.90,0,3,0,0,0,"2025 3rd International Conference on Logistics Engineering, Supply Chain and Digital Transformation (LESCDT)",Jingyu Li; Ziguang Lu,10.1109/LESCDT66758.2025.00030,,https://www.semanticscholar.org/paper/646aad6ddfebf468a073bc8ca691f7c87e79419e,646aad6ddfebf468a073bc8ca691f7c87e79419e,supply_chain,supply chain risk large language model annual reports; Supply Chain Risk Measurement and Resilience Insights from Large Language Models; predicting repayment risk supply chain finance large language models,risk,language model; large language model; large language models; llm,"In the context of globalization and climate uncertainty, agricultural supply chains face increasingly complex, dynamic, and multi-source risks that threaten food security and system resilience. Traditional early-warning systems, primarily based on structured data and predefined rules, fail to capture latent dependencies and high-frequency unstructured information, resulting in poor timeliness, accuracy, and interpretability. To address these challenges, this study proposes an intelligent risk perception and early-warning framework that deeply integrates Large Language Models (LLMs) with Knowledge Graphs (KGs) for agricultural supply chain management. The framework is designed to (1) automatically extract risk entities and relations from heterogeneous textual streams, (2) construct a dynamically evolving knowledge graph that encodes causal dependencies, and (3) reason about risk propagation paths using a hybrid mechanism that couples graph-based structural inference with LLM-driven semantic reasoning. Experiments demonstrate that the proposed framework achieves entity and relation extraction F1-scores of 0.87 and 0.83, respectively. In forecasting risk levels over $1-7$ day horizons, the system outperforms traditional rule-based, KG-only, and LLM-only baselines, achieving MAE $=0.042$, AUC $=0.91$, and $\mathbf{E C E}=$ 0.028, indicating both superior predictive accuracy and probabilistic calibration. The proposed framework contributes a novel paradigm that systematically fuses the semantic reasoning capacity of LLMs with the structural interpretability of KGs, advancing from “risk perception” to “risk cognition”. Beyond methodological innovation, it provides a deployable technical pathway for enhancing early warning, resilience, and sustainability in agricultural supply chains."
18,Large Language Model Supply Chain: Open Problems From the Security Perspective,2024,Supply chain finance and risk,32.86,18,2,0,0,0,arXiv.org,Qiang Hu; Xiaofei Xie; Sen Chen; Lei Ma,10.48550/arXiv.2411.01604,2411.01604,https://www.semanticscholar.org/paper/6fcb8ea024c75b3342f4c975a29190ddd6ea6c2a,6fcb8ea024c75b3342f4c975a29190ddd6ea6c2a,industry_sector; supply_chain,supply chain risk large language model annual reports; LARD-SC large language model supply chain risk identification,risk,chatgpt; gpt; language model; large language model; llm; rag,"Large Language Model (LLM) is changing the software development paradigm and has gained huge attention from both academia and industry. Researchers and developers collaboratively explore how to leverage the powerful problem-solving ability of LLMs for specific domain tasks. Due to the wide usage of LLM-based applications, e.g., ChatGPT, multiple works have been proposed to ensure the security of LLM systems. However, a comprehensive understanding of the entire processes of LLM system construction (the LLM supply chain) is crucial but relevant works are limited. More importantly, the security issues hidden in the LLM SC which could highly impact the reliable usage of LLMs are lack of exploration. Existing works mainly focus on assuring the quality of LLM from the model level, security assurance for the entire LLM SC is ignored. In this work, we take the first step to discuss the potential security risks in each component as well as the integration between components of LLM SC. We summarize 12 security-related risks and provide promising guidance to help build safer LLM systems. We hope our work can facilitate the evolution of artificial general intelligence with secure LLM ecosystems."
19,Enhancing Supply Chain Risk Management with Large Language Models: Software Prototyping and Interactive Visualization,2024,Supply chain finance and risk,32.85,2,3,0,0,0,IEEE International Conference on e-Business Engineering,Mingdong Zhao; O. Hussain; Yu Zhang; Morteza Saberi; Abderrahmane Leshob,10.1109/ICEBE62490.2024.00051,,https://www.semanticscholar.org/paper/a0f2c83b7d3955ccc44a630c9968b2fad85dca5e,a0f2c83b7d3955ccc44a630c9968b2fad85dca5e,supply_chain,large language models supply chain risk finance; supply chain risk large language model annual reports; LARD-SC large language model supply chain risk identification,risk,language model; large language model; large language models; llm,"The rapid evolution of risk landscapes in supply chains necessitates innovative management tools that enhance decision-making and process efficiency. Building on our previously proposed framework, this paper introduces a software prototype named LARD-SC (LLMs for Automated Risk Detection in Supply Chains). It utilizes Large Language Models (LLMs) for automated risk identification and assessment of risks impacting on global supply chain and integrates the Cambridge Taxonomy of Business Risks (CTBR) to categorize risk events. Additionally, it employs Neo4j, a graph database, for dynamic risk visualization. This integrated approach aims to upgrade traditional Supply Chain Risk Management (SCRM) processes by providing supply chain professionals with an intuitive, interactive tool to manage risks more effectively, thereby increasing resilience and adaptability in complex supply environments. A case study testing the functionality and impact of the prototype in a real-world scenario with Apple Inc. demonstrates its efficacy, showing a significant improvement in risk detection and management efficiency."
20,Supply Chain Optimization Based on Large Language Models (LLMs): Global Supply Chain Risk Assessment,2025,Supply chain finance and risk,32.05,2,3,0,0,0,Journal of Computer Science and Artificial Intelligence,Xuezhi Wu; Wenqing Bao,10.54097/9wszed25,,https://www.semanticscholar.org/paper/040b86b99781245e3416254335830607af4d374f,040b86b99781245e3416254335830607af4d374f,supply_chain,large language models supply chain risk finance; supply chain risk large language model annual reports; LARD-SC large language model supply chain risk identification,risk,language model; large language model; large language models; llm,"In recent years, the rapid development of Large language models (LLMs) provides a new idea for supply chain risk assessment. In this paper, a global supply chain risk assessment method based on LLMs is proposed. By using named entity identification, relationship extraction, text classification and sentiment analysis, a knowledge map of supply chain risk is constructed, and a risk assessment model is constructed by combining machine learning or deep learning algorithm to achieve accurate assessment and early warning of global supply chain risks. Taking the ""Ever Given"" Suez Canal stranded in 2021 as an example, LLMs is used to extract features and assess risks. The results show that the model is significantly superior to the traditional methods in terms of comprehensiveness, timeliness and accuracy of risk assessment, and it has won the emergency response time for enterprises. However, LLMs still faces many challenges in data quality and diversity, model interpretability and robustness, and practical application. Therefore, this paper puts forward some countermeasures, such as strengthening data quality management, improving the interpretability and robustness of the model, and optimizing the practical application effect, in order to promote the wide application of supply chain risk assessment methods based on LLMs."
